payment_id,voucher_number,payee,amount,payment_date,reference,status
PAY-2024-004851,PV-2024-5850,PFI Partner Escrow Account,2020000.0,2024-11-19 03:25:00,ZDF-DISB-2024-04851,Posted
PAY-2024-004852,PV-2024-5851,PFI Partner Escrow Account,4090000.0,2024-12-03 20:30:00,ZDF-DISB-2024-04852,Posted
PAY-2024-004853,PV-2024-5852,PFI Partner Escrow Account,570000.0,2024-11-26 06:36:00,ZDF-DISB-2024-04853,Posted
PAY-2024-004854,PV-2024-5853,PFI Partner Escrow Account,6510000.0,2024-11-23 20:45:00,ZDF-DISB-2024-04854,Posted
PAY-2024-004855,PV-2024-5854,PFI Partner Escrow Account,4980000.0,2024-12-05 02:24:00,ZDF-DISB-2024-04855,Posted
PAY-2024-004856,PV-2024-5855,PFI Partner Escrow Account,6920000.0,2024-12-08 21:42:00,ZDF-DISB-2024-04856,Posted
PAY-2024-004857,PV-2024-5856,PFI Partner Escrow Account,5710000.0,2024-11-16 06:05:00,ZDF-DISB-2024-04857,Posted
PAY-2024-004858,PV-2024-5857,PFI Partner Escrow Account,1260000.0,2024-12-04 09:57:00,ZDF-DISB-2024-04858,Posted
PAY-2024-004859,PV-2024-5858,PFI Partner Escrow Account,5220000.0,2024-11-27 16:23:00,ZDF-DISB-2024-04859,Posted
PAY-2024-004860,PV-2024-5859,PFI Partner Escrow Account,7410000.0,2024-12-08 10:52:00,ZDF-DISB-2024-04860,Posted
PAY-2024-004861,PV-2024-5860,PFI Partner Escrow Account,6330000.0,2024-11-08 14:07:00,ZDF-DISB-2024-04861,Posted
PAY-2024-004862,PV-2024-5861,PFI Partner Escrow Account,5320000.0,2024-11-25 15:51:00,ZDF-DISB-2024-04862,Posted
PAY-2024-004863,PV-2024-5862,PFI Partner Escrow Account,4530000.0,2024-12-09 18:48:00,ZDF-DISB-2024-04863,Posted
PAY-2024-004864,PV-2024-5863,PFI Partner Escrow Account,5420000.0,2024-11-17 08:34:00,ZDF-DISB-2024-04864,Posted
PAY-2024-004865,PV-2024-5864,PFI Partner Escrow Account,830000.0,2024-11-21 05:40:00,ZDF-DISB-2024-04865,Posted
PAY-2024-004866,PV-2024-5865,PFI Partner Escrow Account,470000.0,2024-11-10 21:38:00,ZDF-DISB-2024-04866,Posted
PAY-2024-004867,PV-2024-5866,PFI Partner Escrow Account,7100000.0,2024-12-04 21:46:00,ZDF-DISB-2024-04867,Posted
PAY-2024-004868,PV-2024-5867,PFI Partner Escrow Account,4780000.0,2024-11-06 19:20:00,ZDF-DISB-2024-04868,Posted
PAY-2024-004869,PV-2024-5868,PFI Partner Escrow Account,3260000.0,2024-11-22 12:24:00,ZDF-DISB-2024-04869,Posted
PAY-2024-004870,PV-2024-5869,PFI Partner Escrow Account,3700000.0,2024-11-27 16:54:00,ZDF-DISB-2024-04870,Posted
PAY-2024-004871,PV-2024-5870,PFI Partner Escrow Account,760000.0,2024-11-23 22:05:00,ZDF-DISB-2024-04871,Posted
PAY-2024-004872,PV-2024-5871,PFI Partner Escrow Account,3370000.0,2024-11-14 05:47:00,ZDF-DISB-2024-04872,Posted
PAY-2024-004873,PV-2024-5872,PFI Partner Escrow Account,2790000.0,2024-11-23 01:42:00,ZDF-DISB-2024-04873,Posted
PAY-2024-004874,PV-2024-5873,PFI Partner Escrow Account,4730000.0,2024-11-13 05:03:00,ZDF-DISB-2024-04874,Posted
PAY-2024-004875,PV-2024-5874,PFI Partner Escrow Account,4050000.0,2024-11-24 10:56:00,ZDF-DISB-2024-04875,Posted
PAY-2024-004876,PV-2024-5875,PFI Partner Escrow Account,1580000.0,2024-12-02 05:20:00,ZDF-DISB-2024-04876,Posted
PAY-2024-004877,PV-2024-5876,PFI Partner Escrow Account,3150000.0,2024-11-15 04:49:00,ZDF-DISB-2024-04877,Posted
PAY-2024-004878,PV-2024-5877,PFI Partner Escrow Account,1450000.0,2024-11-14 06:13:00,ZDF-DISB-2024-04878,Posted
PAY-2024-004879,PV-2024-5878,PFI Partner Escrow Account,4280000.0,2024-11-11 07:24:00,ZDF-DISB-2024-04879,Posted
PAY-2024-004880,PV-2024-5879,PFI Partner Escrow Account,3730000.0,2024-11-16 06:16:00,ZDF-DISB-2024-04880,Posted
PAY-2024-004881,PV-2024-5880,PFI Partner Escrow Account,520000.0,2024-11-20 05:12:00,ZDF-DISB-2024-04881,Posted
PAY-2024-004882,PV-2024-5881,PFI Partner Escrow Account,2990000.0,2024-12-22 09:00:00,ZDF-DISB-2024-04882,Posted
PAY-2024-004883,PV-2024-5882,PFI Partner Escrow Account,3910000.0,2024-12-28 11:45:00,ZDF-DISB-2024-04883,Posted
PAY-2024-004884,PV-2024-5883,PFI Partner Escrow Account,580000.0,2024-12-14 15:09:00,ZDF-DISB-2024-04884,Posted
PAY-2024-004885,PV-2024-5884,PFI Partner Escrow Account,1120000.0,2024-12-15 06:56:00,ZDF-DISB-2024-04885,Posted
PAY-2024-004886,PV-2024-5885,PFI Partner Escrow Account,3350000.0,2024-12-18 09:54:00,ZDF-DISB-2024-04886,Posted
PAY-2024-004887,PV-2024-5886,PFI Partner Escrow Account,4030000.0,2024-12-20 16:58:00,ZDF-DISB-2024-04887,Posted
PAY-2025-004888,PV-2025-5887,PFI Partner Escrow Account,4620000.0,2025-01-05 19:51:00,ZDF-DISB-2025-04888,Posted
PAY-2024-004889,PV-2024-5888,PFI Partner Escrow Account,2930000.0,2024-12-20 20:55:00,ZDF-DISB-2024-04889,Posted
PAY-2024-004890,PV-2024-5889,PFI Partner Escrow Account,1620000.0,2024-12-13 15:27:00,ZDF-DISB-2024-04890,Posted
PAY-2024-004891,PV-2024-5890,PFI Partner Escrow Account,4240000.0,2024-12-11 12:35:00,ZDF-DISB-2024-04891,Posted
PAY-2024-004892,PV-2024-5891,PFI Partner Escrow Account,6960000.0,2024-12-17 06:22:00,ZDF-DISB-2024-04892,Posted
PAY-2025-004893,PV-2025-5892,PFI Partner Escrow Account,2250000.0,2025-01-05 12:49:00,ZDF-DISB-2025-04893,Posted
PAY-2024-004894,PV-2024-5893,PFI Partner Escrow Account,7410000.0,2024-12-04 11:59:00,ZDF-DISB-2024-04894,Posted
PAY-2024-004895,PV-2024-5894,PFI Partner Escrow Account,5570000.0,2024-12-29 16:17:00,ZDF-DISB-2024-04895,Posted
PAY-2024-004896,PV-2024-5895,PFI Partner Escrow Account,7020000.0,2024-12-13 15:11:00,ZDF-DISB-2024-04896,Posted
PAY-2024-004897,PV-2024-5896,PFI Partner Escrow Account,5600000.0,2024-12-15 14:20:00,ZDF-DISB-2024-04897,Posted
PAY-2025-004898,PV-2025-5897,PFI Partner Escrow Account,7190000.0,2025-01-06 05:11:00,ZDF-DISB-2025-04898,Posted
PAY-2024-004899,PV-2024-5898,PFI Partner Escrow Account,6790000.0,2024-12-29 08:31:00,ZDF-DISB-2024-04899,Posted
PAY-2024-004900,PV-2024-5899,PFI Partner Escrow Account,3670000.0,2024-12-18 12:53:00,ZDF-DISB-2024-04900,Posted
PAY-2025-004901,PV-2025-5900,PFI Partner Escrow Account,370000.0,2025-01-01 06:04:00,ZDF-DISB-2024-04901,Posted
PAY-2024-004902,PV-2024-5901,PFI Partner Escrow Account,2380000.0,2024-12-13 14:05:00,ZDF-DISB-2024-04902,Posted
PAY-2024-004903,PV-2024-5902,PFI Partner Escrow Account,1660000.0,2024-12-24 06:00:00,ZDF-DISB-2024-04903,Posted
PAY-2024-004904,PV-2024-5903,PFI Partner Escrow Account,2370000.0,2024-12-20 22:41:00,ZDF-DISB-2024-04904,Posted
PAY-2024-004905,PV-2024-5904,PFI Partner Escrow Account,3110000.0,2024-12-29 21:13:00,ZDF-DISB-2024-04905,Posted
PAY-2024-004906,PV-2024-5905,PFI Partner Escrow Account,4130000.0,2024-12-06 06:25:00,ZDF-DISB-2024-04906,Posted
PAY-2025-004907,PV-2025-5906,PFI Partner Escrow Account,6260000.0,2025-01-02 17:40:00,ZDF-DISB-2025-04907,Posted
PAY-2024-004908,PV-2024-5907,PFI Partner Escrow Account,2980000.0,2024-12-21 13:58:00,ZDF-DISB-2024-04908,Posted
PAY-2024-004909,PV-2024-5908,PFI Partner Escrow Account,6510000.0,2024-12-28 13:33:00,ZDF-DISB-2024-04909,Posted
PAY-2025-004910,PV-2025-5909,PFI Partner Escrow Account,3780000.0,2025-01-02 14:14:00,ZDF-DISB-2024-04910,Posted
PAY-2024-004911,PV-2024-5910,PFI Partner Escrow Account,910000.0,2024-12-20 06:11:00,ZDF-DISB-2024-04911,Posted
PAY-2024-004912,PV-2024-5911,PFI Partner Escrow Account,1380000.0,2024-12-15 00:28:00,ZDF-DISB-2024-04912,Posted
PAY-2024-004913,PV-2024-5912,PFI Partner Escrow Account,7040000.0,2024-12-15 05:43:00,ZDF-DISB-2024-04913,Posted
PAY-2025-004914,PV-2025-5913,PFI Partner Escrow Account,4000000.0,2025-01-02 01:40:00,ZDF-DISB-2025-04914,Posted
PAY-2024-004915,PV-2024-5914,PFI Partner Escrow Account,1690000.0,2024-12-27 12:46:00,ZDF-DISB-2024-04915,Posted
PAY-2024-004916,PV-2024-5915,PFI Partner Escrow Account,5840000.0,2024-12-29 13:01:00,ZDF-DISB-2024-04916,Posted
PAY-2024-004917,PV-2024-5916,PFI Partner Escrow Account,6500000.0,2024-12-28 11:39:00,ZDF-DISB-2024-04917,Posted
PAY-2024-004918,PV-2024-5917,PFI Partner Escrow Account,3850000.0,2024-12-11 11:56:00,ZDF-DISB-2024-04918,Posted
PAY-2024-004919,PV-2024-5918,PFI Partner Escrow Account,4430000.0,2024-12-11 15:15:00,ZDF-DISB-2024-04919,Posted
PAY-2024-004920,PV-2024-5919,PFI Partner Escrow Account,2710000.0,2024-12-16 10:45:00,ZDF-DISB-2024-04920,Posted
PAY-2024-004921,PV-2024-5920,PFI Partner Escrow Account,7040000.0,2024-12-15 01:21:00,ZDF-DISB-2024-04921,Posted
PAY-2024-004922,PV-2024-5921,PFI Partner Escrow Account,3140000.0,2024-12-13 01:45:00,ZDF-DISB-2024-04922,Posted
PAY-2025-004923,PV-2025-5922,PFI Partner Escrow Account,4050000.0,2025-01-07 22:39:00,ZDF-DISB-2025-04923,Posted
PAY-2024-004924,PV-2024-5923,PFI Partner Escrow Account,2690000.0,2024-12-10 02:13:00,ZDF-DISB-2024-04924,Posted
PAY-2024-004925,PV-2024-5924,PFI Partner Escrow Account,2940000.0,2024-12-15 19:01:00,ZDF-DISB-2024-04925,Posted
PAY-2024-004926,PV-2024-5925,PFI Partner Escrow Account,4620000.0,2024-12-14 14:29:00,ZDF-DISB-2024-04926,Posted
PAY-2024-004927,PV-2024-5926,PFI Partner Escrow Account,1000000.0,2024-12-14 14:21:00,ZDF-DISB-2024-04927,Posted
PAY-2025-004928,PV-2025-5927,PFI Partner Escrow Account,5300000.0,2025-01-03 08:06:00,ZDF-DISB-2025-04928,Posted
PAY-2025-004929,PV-2025-5928,PFI Partner Escrow Account,1030000.0,2025-01-02 06:53:00,ZDF-DISB-2025-04929,Posted
PAY-2024-004930,PV-2024-5929,PFI Partner Escrow Account,7100000.0,2024-12-13 19:06:00,ZDF-DISB-2024-04930,Posted
PAY-2025-004931,PV-2025-5930,PFI Partner Escrow Account,7470000.0,2025-01-08 23:41:00,ZDF-DISB-2025-04931,Posted
PAY-2024-004932,PV-2024-5931,PFI Partner Escrow Account,2000000.0,2024-12-12 04:53:00,ZDF-DISB-2024-04932,Posted
PAY-2024-004933,PV-2024-5932,PFI Partner Escrow Account,6940000.0,2024-12-26 20:44:00,ZDF-DISB-2024-04933,Posted
PAY-2024-004934,PV-2024-5933,PFI Partner Escrow Account,1860000.0,2024-12-20 06:03:00,ZDF-DISB-2024-04934,Posted
PAY-2024-004935,PV-2024-5934,PFI Partner Escrow Account,6400000.0,2024-12-19 18:55:00,ZDF-DISB-2024-04935,Posted
PAY-2024-004936,PV-2024-5935,PFI Partner Escrow Account,6370000.0,2024-12-10 17:05:00,ZDF-DISB-2024-04936,Posted
PAY-2025-004937,PV-2025-5936,PFI Partner Escrow Account,5780000.0,2025-01-10 13:29:00,ZDF-DISB-2025-04937,Posted
PAY-2024-004938,PV-2024-5937,PFI Partner Escrow Account,6380000.0,2024-12-06 13:17:00,ZDF-DISB-2024-04938,Posted
PAY-2024-004939,PV-2024-5938,PFI Partner Escrow Account,2170000.0,2024-12-23 19:51:00,ZDF-DISB-2024-04939,Posted
PAY-2024-004940,PV-2024-5939,PFI Partner Escrow Account,4220000.0,2024-12-25 10:53:00,ZDF-DISB-2024-04940,Posted
PAY-2025-004941,PV-2025-5940,PFI Partner Escrow Account,4030000.0,2025-01-02 23:11:00,ZDF-DISB-2025-04941,Posted
PAY-2024-004942,PV-2024-5941,PFI Partner Escrow Account,2310000.0,2024-12-29 11:42:00,ZDF-DISB-2024-04942,Posted
PAY-2025-004943,PV-2025-5942,PFI Partner Escrow Account,6720000.0,2025-01-05 20:36:00,ZDF-DISB-2025-04943,Posted
PAY-2024-004944,PV-2024-5943,PFI Partner Escrow Account,1070000.0,2024-12-14 04:12:00,ZDF-DISB-2024-04944,Posted
PAY-2025-004945,PV-2025-5944,PFI Partner Escrow Account,2470000.0,2025-01-02 19:48:00,ZDF-DISB-2025-04945,Posted
PAY-2024-004946,PV-2024-5945,PFI Partner Escrow Account,2940000.0,2024-12-20 18:20:00,ZDF-DISB-2024-04946,Posted
PAY-2024-004947,PV-2024-5946,PFI Partner Escrow Account,4430000.0,2024-12-15 14:36:00,ZDF-DISB-2024-04947,Posted
PAY-2024-004948,PV-2024-5947,PFI Partner Escrow Account,6940000.0,2024-12-06 06:56:00,ZDF-DISB-2024-04948,Posted
PAY-2025-004949,PV-2025-5948,PFI Partner Escrow Account,3300000.0,2025-01-06 21:12:00,ZDF-DISB-2025-04949,Posted
PAY-2025-004950,PV-2025-5949,PFI Partner Escrow Account,7080000.0,2025-01-06 04:40:00,ZDF-DISB-2025-04950,Posted
PAY-2024-004951,PV-2024-5950,PFI Partner Escrow Account,2440000.0,2024-12-31 05:00:00,ZDF-DISB-2024-04951,Posted
PAY-2025-004952,PV-2025-5951,PFI Partner Escrow Account,1910000.0,2025-01-05 21:38:00,ZDF-DISB-2025-04952,Posted
PAY-2024-004953,PV-2024-5952,PFI Partner Escrow Account,3940000.0,2024-12-13 03:06:00,ZDF-DISB-2024-04953,Posted
PAY-2025-004954,PV-2025-5953,PFI Partner Escrow Account,5440000.0,2025-01-08 16:13:00,ZDF-DISB-2025-04954,Posted
PAY-2025-004955,PV-2025-5954,PFI Partner Escrow Account,7350000.0,2025-01-04 16:56:00,ZDF-DISB-2025-04955,Posted
PAY-2025-004956,PV-2025-5955,PFI Partner Escrow Account,860000.0,2025-01-11 06:32:00,ZDF-DISB-2025-04956,Posted
PAY-2025-004957,PV-2025-5956,PFI Partner Escrow Account,3800000.0,2025-01-03 10:49:00,ZDF-DISB-2025-04957,Posted
PAY-2024-004958,PV-2024-5957,PFI Partner Escrow Account,1830000.0,2024-12-07 03:58:00,ZDF-DISB-2024-04958,Posted
PAY-2024-004959,PV-2024-5958,PFI Partner Escrow Account,3140000.0,2024-12-16 12:37:00,ZDF-DISB-2024-04959,Posted
PAY-2024-004960,PV-2024-5959,PFI Partner Escrow Account,370000.0,2024-12-29 06:55:00,ZDF-DISB-2024-04960,Posted
PAY-2024-004961,PV-2024-5960,PFI Partner Escrow Account,7220000.0,2024-12-27 04:37:00,ZDF-DISB-2024-04961,Posted
PAY-2024-004962,PV-2024-5961,PFI Partner Escrow Account,6400000.0,2024-12-29 11:18:00,ZDF-DISB-2024-04962,Posted
PAY-2025-004963,PV-2025-5962,PFI Partner Escrow Account,6520000.0,2025-01-07 02:36:00,ZDF-DISB-2025-04963,Posted
PAY-2024-004964,PV-2024-5963,PFI Partner Escrow Account,4640000.0,2024-12-30 16:58:00,ZDF-DISB-2024-04964,Posted
PAY-2025-004965,PV-2025-5964,PFI Partner Escrow Account,5420000.0,2025-01-05 08:29:00,ZDF-DISB-2025-04965,Posted
PAY-2025-004966,PV-2025-5965,PFI Partner Escrow Account,680000.0,2025-01-04 13:28:00,ZDF-DISB-2025-04966,Posted
PAY-2024-004967,PV-2024-5966,PFI Partner Escrow Account,1760000.0,2024-12-20 00:51:00,ZDF-DISB-2024-04967,Posted
PAY-2024-004968,PV-2024-5967,PFI Partner Escrow Account,3670000.0,2024-12-25 21:52:00,ZDF-DISB-2024-04968,Posted
PAY-2025-004969,PV-2025-5968,PFI Partner Escrow Account,3850000.0,2025-01-09 04:13:00,ZDF-DISB-2025-04969,Posted
PAY-2024-004970,PV-2024-5969,PFI Partner Escrow Account,1670000.0,2024-12-20 13:06:00,ZDF-DISB-2024-04970,Posted
PAY-2025-004971,PV-2025-5970,PFI Partner Escrow Account,6870000.0,2025-01-02 16:00:00,ZDF-DISB-2024-04971,Posted
PAY-2024-004972,PV-2024-5971,PFI Partner Escrow Account,1150000.0,2024-12-23 08:10:00,ZDF-DISB-2024-04972,Posted
PAY-2024-004973,PV-2024-5972,PFI Partner Escrow Account,5750000.0,2024-12-20 07:00:00,ZDF-DISB-2024-04973,Posted
PAY-2024-004974,PV-2024-5973,PFI Partner Escrow Account,3900000.0,2024-12-30 07:21:00,ZDF-DISB-2024-04974,Posted
PAY-2024-004975,PV-2024-5974,PFI Partner Escrow Account,5970000.0,2024-12-30 08:14:00,ZDF-DISB-2024-04975,Posted
PAY-2024-004976,PV-2024-5975,PFI Partner Escrow Account,5860000.0,2024-12-15 04:29:00,ZDF-DISB-2024-04976,Posted
PAY-2024-004977,PV-2024-5976,PFI Partner Escrow Account,1420000.0,2024-12-16 10:28:00,ZDF-DISB-2024-04977,Posted
PAY-2024-004978,PV-2024-5977,PFI Partner Escrow Account,3940000.0,2024-12-16 08:08:00,ZDF-DISB-2024-04978,Posted
PAY-2024-004979,PV-2024-5978,PFI Partner Escrow Account,5590000.0,2024-12-14 13:27:00,ZDF-DISB-2024-04979,Posted
PAY-2024-004980,PV-2024-5979,PFI Partner Escrow Account,4450000.0,2024-12-18 07:22:00,ZDF-DISB-2024-04980,Posted
PAY-2024-004981,PV-2024-5980,PFI Partner Escrow Account,2020000.0,2024-12-13 15:02:00,ZDF-DISB-2024-04981,Posted
PAY-2024-004982,PV-2024-5981,PFI Partner Escrow Account,7460000.0,2024-12-17 00:12:00,ZDF-DISB-2024-04982,Posted
PAY-2024-004983,PV-2024-5982,PFI Partner Escrow Account,2990000.0,2024-12-29 04:51:00,ZDF-DISB-2024-04983,Posted
PAY-2024-004984,PV-2024-5983,PFI Partner Escrow Account,7280000.0,2024-12-09 04:36:00,ZDF-DISB-2024-04984,Posted
PAY-2024-004985,PV-2024-5984,PFI Partner Escrow Account,3830000.0,2024-12-25 12:46:00,ZDF-DISB-2024-04985,Posted
PAY-2024-004986,PV-2024-5985,PFI Partner Escrow Account,3480000.0,2024-12-20 12:25:00,ZDF-DISB-2024-04986,Posted
PAY-2025-004987,PV-2025-5986,PFI Partner Escrow Account,370000.0,2025-01-02 18:01:00,ZDF-DISB-2025-04987,Posted
PAY-2024-004988,PV-2024-5987,PFI Partner Escrow Account,3510000.0,2024-12-22 14:44:00,ZDF-DISB-2024-04988,Posted
PAY-2024-004989,PV-2024-5988,PFI Partner Escrow Account,1220000.0,2024-12-20 08:20:00,ZDF-DISB-2024-04989,Posted
PAY-2024-004990,PV-2024-5989,PFI Partner Escrow Account,2010000.0,2024-12-25 08:45:00,ZDF-DISB-2024-04990,Posted
PAY-2024-004991,PV-2024-5990,PFI Partner Escrow Account,530000.0,2024-12-23 20:49:00,ZDF-DISB-2024-04991,Posted
PAY-2024-004992,PV-2024-5991,PFI Partner Escrow Account,3350000.0,2024-12-30 14:31:00,ZDF-DISB-2024-04992,Posted
PAY-2024-004993,PV-2024-5992,PFI Partner Escrow Account,3930000.0,2024-12-07 11:43:00,ZDF-DISB-2024-04993,Posted
PAY-2024-004994,PV-2024-5993,PFI Partner Escrow Account,3520000.0,2024-12-18 21:47:00,ZDF-DISB-2024-04994,Posted
PAY-2025-004995,PV-2025-5994,PFI Partner Escrow Account,6820000.0,2025-01-01 11:52:00,ZDF-DISB-2024-04995,Posted
PAY-2024-004996,PV-2024-5995,PFI Partner Escrow Account,2620000.0,2024-12-11 13:11:00,ZDF-DISB-2024-04996,Posted
PAY-2024-004997,PV-2024-5996,PFI Partner Escrow Account,2560000.0,2024-12-07 03:41:00,ZDF-DISB-2024-04997,Posted
PAY-2024-004998,PV-2024-5997,PFI Partner Escrow Account,2780000.0,2024-12-28 10:11:00,ZDF-DISB-2024-04998,Posted
PAY-2025-004999,PV-2025-5998,PFI Partner Escrow Account,970000.0,2025-01-01 10:16:00,ZDF-DISB-2025-04999,Posted
PAY-2024-005000,PV-2024-5999,PFI Partner Escrow Account,3550000.0,2024-12-25 10:57:00,ZDF-DISB-2024-05000,Posted
PAY-2024-005001,PV-2024-6000,PFI Partner Escrow Account,2180000.0,2024-12-30 00:35:00,ZDF-DISB-2024-05001,Posted
PAY-2024-005002,PV-2024-6001,PFI Partner Escrow Account,7160000.0,2024-12-27 16:40:00,ZDF-DISB-2024-05002,Posted
PAY-2024-005003,PV-2024-6002,PFI Partner Escrow Account,3530000.0,2024-12-31 11:39:00,ZDF-DISB-2024-05003,Posted
PAY-2024-005004,PV-2024-6003,PFI Partner Escrow Account,4530000.0,2024-12-14 08:30:00,ZDF-DISB-2024-05004,Posted
PAY-2024-005005,PV-2024-6004,PFI Partner Escrow Account,1750000.0,2024-12-09 09:57:00,ZDF-DISB-2024-05005,Posted
PAY-2024-005006,PV-2024-6005,PFI Partner Escrow Account,2780000.0,2024-12-27 23:11:00,ZDF-DISB-2024-05006,Posted
PAY-2024-005007,PV-2024-6006,PFI Partner Escrow Account,1620000.0,2024-12-30 05:34:00,ZDF-DISB-2024-05007,Posted
PAY-2024-005008,PV-2024-6007,PFI Partner Escrow Account,5450000.0,2024-12-06 14:12:00,ZDF-DISB-2024-05008,Posted
PAY-2024-005009,PV-2024-6008,PFI Partner Escrow Account,940000.0,2024-12-15 21:26:00,ZDF-DISB-2024-05009,Posted
PAY-2024-005010,PV-2024-6009,PFI Partner Escrow Account,630000.0,2024-12-20 07:45:00,ZDF-DISB-2024-05010,Posted
PAY-2024-005011,PV-2024-6010,PFI Partner Escrow Account,2250000.0,2024-12-28 06:00:00,ZDF-DISB-2024-05011,Posted
PAY-2025-005012,PV-2025-6011,PFI Partner Escrow Account,3250000.0,2025-01-05 03:28:00,ZDF-DISB-2025-05012,Posted
PAY-2024-005013,PV-2024-6012,PFI Partner Escrow Account,4810000.0,2024-12-23 18:13:00,ZDF-DISB-2024-05013,Posted
PAY-2024-005014,PV-2024-6013,PFI Partner Escrow Account,1800000.0,2024-12-25 07:35:00,ZDF-DISB-2024-05014,Posted
PAY-2024-005015,PV-2024-6014,PFI Partner Escrow Account,2920000.0,2024-12-10 11:44:00,ZDF-DISB-2024-05015,Posted
PAY-2024-005016,PV-2024-6015,PFI Partner Escrow Account,1220000.0,2024-12-24 22:29:00,ZDF-DISB-2024-05016,Posted
PAY-2025-005017,PV-2025-6016,PFI Partner Escrow Account,340000.0,2025-01-12 03:32:00,ZDF-DISB-2025-05017,Posted
PAY-2024-005018,PV-2024-6017,PFI Partner Escrow Account,5590000.0,2024-12-06 00:08:00,ZDF-DISB-2024-05018,Posted
PAY-2025-005019,PV-2025-6018,PFI Partner Escrow Account,5050000.0,2025-01-02 00:48:00,ZDF-DISB-2024-05019,Posted
PAY-2025-005020,PV-2025-6019,PFI Partner Escrow Account,7290000.0,2025-01-06 17:04:00,ZDF-DISB-2025-05020,Posted
PAY-2024-005021,PV-2024-6020,PFI Partner Escrow Account,3160000.0,2024-12-21 22:46:00,ZDF-DISB-2024-05021,Posted
PAY-2025-005022,PV-2025-6021,PFI Partner Escrow Account,350000.0,2025-01-04 09:04:00,ZDF-DISB-2025-05022,Posted
PAY-2024-005023,PV-2024-6022,PFI Partner Escrow Account,3330000.0,2024-12-23 14:53:00,ZDF-DISB-2024-05023,Posted
PAY-2024-005024,PV-2024-6023,PFI Partner Escrow Account,7370000.0,2024-12-25 09:12:00,ZDF-DISB-2024-05024,Posted
PAY-2024-005025,PV-2024-6024,PFI Partner Escrow Account,3370000.0,2024-12-25 08:23:00,ZDF-DISB-2024-05025,Posted
PAY-2025-005026,PV-2025-6025,PFI Partner Escrow Account,7430000.0,2025-01-03 16:50:00,ZDF-DISB-2025-05026,Posted
PAY-2024-005027,PV-2024-6026,PFI Partner Escrow Account,6790000.0,2024-12-09 02:35:00,ZDF-DISB-2024-05027,Posted
PAY-2024-005028,PV-2024-6027,PFI Partner Escrow Account,1690000.0,2024-12-30 23:00:00,ZDF-DISB-2024-05028,Posted
PAY-2025-005029,PV-2025-6028,PFI Partner Escrow Account,2190000.0,2025-01-05 10:43:00,ZDF-DISB-2025-05029,Posted
PAY-2024-005030,PV-2024-6029,PFI Partner Escrow Account,1820000.0,2024-12-11 17:30:00,ZDF-DISB-2024-05030,Posted
PAY-2025-005031,PV-2025-6030,PFI Partner Escrow Account,590000.0,2025-01-03 11:03:00,ZDF-DISB-2025-05031,Posted
PAY-2024-005032,PV-2024-6031,PFI Partner Escrow Account,6170000.0,2024-12-28 02:23:00,ZDF-DISB-2024-05032,Posted
PAY-2024-005033,PV-2024-6032,PFI Partner Escrow Account,1730000.0,2024-12-28 10:20:00,ZDF-DISB-2024-05033,Posted
PAY-2024-005034,PV-2024-6033,PFI Partner Escrow Account,5420000.0,2024-12-05 17:43:00,ZDF-DISB-2024-05034,Posted
PAY-2024-005035,PV-2024-6034,PFI Partner Escrow Account,5590000.0,2024-12-24 22:23:00,ZDF-DISB-2024-05035,Posted
PAY-2024-005036,PV-2024-6035,PFI Partner Escrow Account,930000.0,2024-12-11 12:22:00,ZDF-DISB-2024-05036,Posted
PAY-2024-005037,PV-2024-6036,PFI Partner Escrow Account,5740000.0,2024-12-12 05:48:00,ZDF-DISB-2024-05037,Posted
PAY-2024-005038,PV-2024-6037,PFI Partner Escrow Account,2330000.0,2024-12-09 14:00:00,ZDF-DISB-2024-05038,Posted
PAY-2024-005039,PV-2024-6038,PFI Partner Escrow Account,1890000.0,2024-12-25 08:41:00,ZDF-DISB-2024-05039,Posted
PAY-2025-005040,PV-2025-6039,PFI Partner Escrow Account,7480000.0,2025-01-09 14:27:00,ZDF-DISB-2025-05040,Posted
PAY-2024-005041,PV-2024-6040,PFI Partner Escrow Account,1310000.0,2024-12-19 18:43:00,ZDF-DISB-2024-05041,Posted
PAY-2024-005042,PV-2024-6041,PFI Partner Escrow Account,1000000.0,2024-12-13 20:25:00,ZDF-DISB-2024-05042,Posted
PAY-2024-005043,PV-2024-6042,PFI Partner Escrow Account,2340000.0,2024-12-22 16:02:00,ZDF-DISB-2024-05043,Posted
PAY-2024-005044,PV-2024-6043,PFI Partner Escrow Account,3650000.0,2024-12-15 22:59:00,ZDF-DISB-2024-05044,Posted
PAY-2025-005045,PV-2025-6044,PFI Partner Escrow Account,1270000.0,2025-01-03 10:38:00,ZDF-DISB-2025-05045,Posted
PAY-2025-005046,PV-2025-6045,PFI Partner Escrow Account,2600000.0,2025-01-03 10:53:00,ZDF-DISB-2025-05046,Posted
PAY-2024-005047,PV-2024-6046,PFI Partner Escrow Account,1040000.0,2024-12-31 08:51:00,ZDF-DISB-2024-05047,Posted
PAY-2025-005048,PV-2025-6047,PFI Partner Escrow Account,4070000.0,2025-01-06 17:33:00,ZDF-DISB-2025-05048,Posted
PAY-2024-005049,PV-2024-6048,PFI Partner Escrow Account,610000.0,2024-12-06 00:17:00,ZDF-DISB-2024-05049,Posted
