bid_id,requisition_id,vendor_id,bid_amount,submitted_date,responsive_flag
BID-2024-000646,PR-2024-00301,PRC-VND-0073,28977000.0,2024-12-10,True
BID-2024-000647,PR-2024-00301,PRC-VND-0118,29084000.0,2024-12-14,True
BID-2024-000648,PR-2024-00301,PRC-VND-0053,29522000.0,2024-12-08,True
BID-2024-000649,PR-2024-00310,PRC-VND-0066,6124000.0,2024-12-07,True
BID-2024-000650,PR-2024-00310,PRC-VND-0061,5515000.0,2024-12-08,True
BID-2024-000651,PR-2024-00310,PRC-VND-0106,7485000.0,2024-12-07,True
BID-2024-000652,PR-2024-00310,PRC-VND-0081,5665000.0,2024-12-05,True
BID-2024-000653,PR-2024-00694,PRC-VND-0021,16065000.0,2024-12-22,True
BID-2024-000654,PR-2024-00694,PRC-VND-0121,13474000.0,2024-12-18,True
BID-2024-000655,PR-2024-00694,PRC-VND-0086,17566000.0,2024-12-15,True
BID-2024-000656,PR-2024-00694,PRC-VND-0076,15927000.0,2024-12-20,True
BID-2024-000657,PR-2024-00708,PRC-VND-0009,14444000.0,2024-12-11,True
BID-2024-000658,PR-2024-00708,PRC-VND-0039,15846000.0,2024-12-20,True
BID-2024-000659,PR-2024-00708,PRC-VND-0044,14910000.0,2024-12-18,True
BID-2024-000660,PR-2024-00708,PRC-VND-0084,18559000.0,2024-12-16,True
BID-2024-000661,PR-2024-00708,PRC-VND-0099,15823000.0,2024-12-12,True
BID-2024-000662,PR-2024-00708,PRC-VND-0004,14759000.0,2024-12-12,True
BID-2024-000663,PR-2024-00350,PRC-VND-0021,47790000.0,2024-12-24,True
BID-2024-000664,PR-2024-00350,PRC-VND-0056,37586000.0,2024-12-26,True
BID-2024-000665,PR-2024-00350,PRC-VND-0016,40097000.0,2024-12-27,True
BID-2024-000666,PR-2024-00350,PRC-VND-0011,47358000.0,2024-12-27,False
BID-2024-000667,PR-2024-00350,PRC-VND-0031,37847000.0,2024-12-30,False
BID-2024-000668,PR-2024-00374,PRC-VND-0067,19429000.0,2024-12-13,True
BID-2024-000669,PR-2024-00374,PRC-VND-0117,16311000.0,2024-12-17,True
BID-2024-000670,PR-2024-00374,PRC-VND-0122,19875000.0,2024-12-11,True
BID-2024-000671,PR-2024-00374,PRC-VND-0112,14987000.0,2024-12-19,False
BID-2024-000672,PR-2024-00509,PRC-VND-0005,6019000.0,2024-12-25,True
BID-2024-000673,PR-2024-00509,PRC-VND-0100,6721000.0,2024-12-21,True
BID-2024-000674,PR-2024-00509,PRC-VND-0060,6217000.0,2024-12-25,True
BID-2024-000675,PR-2024-00509,PRC-VND-0065,5097000.0,2024-12-18,True
BID-2024-000676,PR-2024-00509,PRC-VND-0085,6631000.0,2024-12-24,False
BID-2024-000677,PR-2024-00509,PRC-VND-0080,6598000.0,2024-12-23,True
BID-2024-000678,PR-2024-00616,PRC-VND-0026,7816000.0,2024-12-26,True
BID-2024-000679,PR-2024-00616,PRC-VND-0016,6632000.0,2024-12-24,True
BID-2024-000680,PR-2024-00616,PRC-VND-0116,7274000.0,2024-12-28,True
BID-2024-000681,PR-2024-00679,PRC-VND-0020,28369000.0,2024-12-24,True
BID-2024-000682,PR-2024-00679,PRC-VND-0035,30252000.0,2024-12-21,True
BID-2024-000683,PR-2024-00679,PRC-VND-0070,32037000.0,2024-12-26,True
BID-2024-000684,PR-2024-00679,PRC-VND-0055,30937000.0,2024-12-29,True
BID-2024-000685,PR-2024-00359,PRC-VND-0079,28880000.0,2024-12-28,True
BID-2024-000686,PR-2024-00359,PRC-VND-0034,29518000.0,2024-12-25,True
BID-2024-000687,PR-2024-00359,PRC-VND-0029,27764000.0,2025-01-02,True
BID-2024-000688,PR-2024-00359,PRC-VND-0044,26098000.0,2024-12-31,False
BID-2024-000689,PR-2024-00359,PRC-VND-0119,25420000.0,2025-01-03,True
BID-2024-000690,PR-2024-00057,PRC-VND-0097,19524000.0,2025-01-04,True
BID-2024-000691,PR-2024-00057,PRC-VND-0017,18660000.0,2024-12-30,True
BID-2024-000692,PR-2024-00057,PRC-VND-0092,16159000.0,2025-01-07,True
BID-2024-000693,PR-2024-00057,PRC-VND-0112,17166000.0,2024-12-29,True
BID-2024-000694,PR-2024-00057,PRC-VND-0067,19502000.0,2025-01-07,True
BID-2024-000695,PR-2024-00057,PRC-VND-0032,18414000.0,2025-01-03,False
BID-2024-000696,PR-2024-00525,PRC-VND-0031,12834000.0,2024-12-25,True
BID-2024-000697,PR-2024-00525,PRC-VND-0091,11752000.0,2024-12-28,True
BID-2024-000698,PR-2024-00525,PRC-VND-0116,15189000.0,2025-01-03,False
BID-2024-000699,PR-2024-00471,PRC-VND-0060,7193000.0,2024-12-20,True
BID-2024-000700,PR-2024-00471,PRC-VND-0055,5835000.0,2024-12-24,True
BID-2024-000701,PR-2024-00471,PRC-VND-0020,6752000.0,2024-12-20,False
BID-2024-000702,PR-2024-00471,PRC-VND-0110,5701000.0,2024-12-18,True
BID-2024-000703,PR-2024-00471,PRC-VND-0120,6758000.0,2024-12-25,True
BID-2024-000704,PR-2024-00497,PRC-VND-0070,32726000.0,2025-01-03,True
BID-2024-000705,PR-2024-00497,PRC-VND-0025,31282000.0,2025-01-02,False
BID-2024-000706,PR-2024-00497,PRC-VND-0040,28479000.0,2025-01-04,False
BID-2024-000707,PR-2024-00102,PRC-VND-0045,2396000.0,2024-12-30,True
BID-2024-000708,PR-2024-00102,PRC-VND-0060,2428000.0,2024-12-31,True
BID-2024-000709,PR-2024-00102,PRC-VND-0120,2969000.0,2024-12-30,True
BID-2024-000710,PR-2024-00060,PRC-VND-0001,29183000.0,2025-01-13,False
BID-2024-000711,PR-2024-00060,PRC-VND-0111,37037000.0,2025-01-12,True
BID-2024-000712,PR-2024-00060,PRC-VND-0116,28419000.0,2025-01-07,True
BID-2024-000713,PR-2024-00060,PRC-VND-0026,29643000.0,2025-01-07,True
BID-2024-000714,PR-2024-00245,PRC-VND-0115,12072000.0,2025-01-05,True
BID-2024-000715,PR-2024-00245,PRC-VND-0020,13407000.0,2025-01-02,True
BID-2024-000716,PR-2024-00245,PRC-VND-0015,13585000.0,2025-01-09,True
BID-2024-000717,PR-2024-00415,PRC-VND-0127,32597000.0,2024-12-31,True
BID-2024-000718,PR-2024-00415,PRC-VND-0042,31748000.0,2024-12-26,False
BID-2024-000719,PR-2024-00415,PRC-VND-0102,33754000.0,2024-12-27,True
BID-2024-000720,PR-2024-00415,PRC-VND-0072,30433000.0,2025-01-02,True
BID-2024-000721,PR-2024-00126,PRC-VND-0111,35212000.0,2025-01-13,False
BID-2024-000722,PR-2024-00126,PRC-VND-0061,37772000.0,2025-01-11,True
BID-2024-000723,PR-2024-00126,PRC-VND-0101,32393000.0,2025-01-07,True
BID-2024-000724,PR-2024-00126,PRC-VND-0021,29413000.0,2025-01-11,True
BID-2024-000725,PR-2024-00126,PRC-VND-0056,31655000.0,2025-01-08,True
BID-2024-000726,PR-2024-00225,PRC-VND-0025,32918000.0,2025-01-01,True
BID-2024-000727,PR-2024-00225,PRC-VND-0105,30720000.0,2025-01-06,True
BID-2024-000728,PR-2024-00225,PRC-VND-0040,29854000.0,2025-01-02,True
BID-2024-000729,PR-2024-00364,PRC-VND-0072,31043000.0,2024-12-31,True
BID-2024-000730,PR-2024-00364,PRC-VND-0082,26951000.0,2024-12-25,True
BID-2024-000731,PR-2024-00364,PRC-VND-0047,24221000.0,2024-12-26,True
BID-2024-000732,PR-2024-00364,PRC-VND-0097,30512000.0,2024-12-29,True
BID-2024-000733,PR-2024-00364,PRC-VND-0052,25685000.0,2024-12-26,True
BID-2024-000734,PR-2024-00665,PRC-VND-0080,42106000.0,2025-01-06,False
BID-2024-000735,PR-2024-00665,PRC-VND-0060,44262000.0,2025-01-06,False
BID-2024-000736,PR-2024-00665,PRC-VND-0100,35974000.0,2025-01-04,True
BID-2024-000737,PR-2024-00665,PRC-VND-0085,37454000.0,2024-12-31,True
BID-2024-000738,PR-2024-00665,PRC-VND-0045,39235000.0,2025-01-05,True
BID-2024-000739,PR-2024-00271,PRC-VND-0044,33940000.0,2025-01-03,True
BID-2024-000740,PR-2024-00271,PRC-VND-0084,38491000.0,2024-12-27,True
BID-2024-000741,PR-2024-00271,PRC-VND-0104,29992000.0,2024-12-27,True
BID-2024-000742,PR-2024-00793,PRC-VND-0083,20255000.0,2025-01-11,True
BID-2024-000743,PR-2024-00793,PRC-VND-0113,18556000.0,2025-01-05,True
BID-2024-000744,PR-2024-00793,PRC-VND-0128,19374000.0,2025-01-08,True
BID-2024-000745,PR-2024-00793,PRC-VND-0003,20163000.0,2025-01-12,True
BID-2024-000746,PR-2024-00793,PRC-VND-0043,21698000.0,2025-01-13,True
BID-2024-000747,PR-2024-00793,PRC-VND-0033,20407000.0,2025-01-13,False
BID-2024-000748,PR-2024-00141,PRC-VND-0052,19394000.0,2025-01-02,True
BID-2024-000749,PR-2024-00141,PRC-VND-0087,20868000.0,2025-01-08,True
BID-2024-000750,PR-2024-00141,PRC-VND-0102,22875000.0,2025-01-08,True
BID-2024-000751,PR-2024-00141,PRC-VND-0017,22051000.0,2025-01-04,True
BID-2024-000752,PR-2024-00075,PRC-VND-0013,33031000.0,2024-12-30,True
BID-2024-000753,PR-2024-00075,PRC-VND-0123,25621000.0,2024-12-30,True
BID-2024-000754,PR-2024-00075,PRC-VND-0103,27488000.0,2025-01-02,False
BID-2024-000755,PR-2024-00075,PRC-VND-0008,29275000.0,2024-12-27,True
BID-2024-000756,PR-2024-00075,PRC-VND-0113,28901000.0,2024-12-30,True
BID-2024-000757,PR-2024-00075,PRC-VND-0053,29788000.0,2024-12-31,False
BID-2024-000758,PR-2024-00191,PRC-VND-0025,42642000.0,2025-01-10,True
BID-2024-000759,PR-2024-00191,PRC-VND-0040,32478000.0,2025-01-14,False
BID-2024-000760,PR-2024-00191,PRC-VND-0060,35363000.0,2025-01-16,True
BID-2024-000761,PR-2024-00265,PRC-VND-0104,31791000.0,2025-01-10,False
BID-2024-000762,PR-2024-00265,PRC-VND-0014,28928000.0,2025-01-10,True
BID-2024-000763,PR-2024-00265,PRC-VND-0004,32003000.0,2025-01-13,True
BID-2024-000764,PR-2024-00219,PRC-VND-0103,10649000.0,2025-01-13,True
BID-2024-000765,PR-2024-00219,PRC-VND-0048,10904000.0,2025-01-11,True
BID-2024-000766,PR-2024-00219,PRC-VND-0088,11903000.0,2025-01-13,True
BID-2024-000767,PR-2024-00590,PRC-VND-0020,35023000.0,2025-01-04,True
BID-2024-000768,PR-2024-00590,PRC-VND-0110,44844000.0,2025-01-07,True
BID-2024-000769,PR-2024-00590,PRC-VND-0045,33729000.0,2025-01-06,True
BID-2024-000770,PR-2024-00590,PRC-VND-0055,38983000.0,2025-01-11,True
BID-2024-000771,PR-2024-00590,PRC-VND-0015,42643000.0,2025-01-05,True
BID-2024-000772,PR-2024-00590,PRC-VND-0025,33311000.0,2025-01-07,True
BID-2024-000773,PR-2024-00707,PRC-VND-0045,4973000.0,2025-01-06,True
BID-2024-000774,PR-2024-00707,PRC-VND-0100,5087000.0,2025-01-11,True
BID-2024-000775,PR-2024-00707,PRC-VND-0075,5718000.0,2025-01-11,True
BID-2024-000776,PR-2024-00707,PRC-VND-0025,5549000.0,2025-01-11,True
BID-2024-000777,PR-2024-00707,PRC-VND-0015,6481000.0,2025-01-12,True
BID-2024-000778,PR-2024-00459,PRC-VND-0015,6720000.0,2025-01-08,True
BID-2024-000779,PR-2024-00459,PRC-VND-0090,7083000.0,2025-01-12,True
BID-2024-000780,PR-2024-00459,PRC-VND-0045,6402000.0,2025-01-07,True
BID-2024-000781,PR-2024-00768,PRC-VND-0116,18685000.0,2025-01-09,True
BID-2024-000782,PR-2024-00768,PRC-VND-0126,18952000.0,2025-01-04,True
BID-2024-000783,PR-2024-00768,PRC-VND-0001,17948000.0,2025-01-02,True
BID-2024-000784,PR-2024-00179,PRC-VND-0005,14266000.0,2025-01-20,True
BID-2024-000785,PR-2024-00179,PRC-VND-0115,11056000.0,2025-01-17,False
BID-2024-000786,PR-2024-00179,PRC-VND-0055,13819000.0,2025-01-16,True
BID-2024-000787,PR-2024-00781,PRC-VND-0005,42553000.0,2025-01-14,False
BID-2024-000788,PR-2024-00781,PRC-VND-0035,48564000.0,2025-01-14,True
BID-2024-000789,PR-2024-00781,PRC-VND-0120,38587000.0,2025-01-12,True
BID-2024-000790,PR-2024-00781,PRC-VND-0025,37522000.0,2025-01-09,False
BID-2024-000791,PR-2024-00294,PRC-VND-0112,1787000.0,2025-01-13,False
BID-2024-000792,PR-2024-00294,PRC-VND-0102,1867000.0,2025-01-14,True
BID-2024-000793,PR-2024-00294,PRC-VND-0027,1928000.0,2025-01-06,True
BID-2024-000794,PR-2024-00294,PRC-VND-0107,1842000.0,2025-01-13,True
BID-2024-000795,PR-2024-00294,PRC-VND-0072,1788000.0,2025-01-12,False
BID-2024-000796,PR-2024-00294,PRC-VND-0062,2080000.0,2025-01-14,True
BID-2024-000797,PR-2024-00556,PRC-VND-0086,26221000.0,2025-01-12,True
BID-2024-000798,PR-2024-00556,PRC-VND-0031,23699000.0,2025-01-15,True
BID-2024-000799,PR-2024-00556,PRC-VND-0051,30619000.0,2025-01-12,True
BID-2024-000800,PR-2024-00556,PRC-VND-0106,25463000.0,2025-01-16,True
BID-2024-000801,PR-2024-00556,PRC-VND-0056,24227000.0,2025-01-18,True
BID-2024-000802,PR-2024-00556,PRC-VND-0096,31150000.0,2025-01-20,True
BID-2024-000803,PR-2024-00795,PRC-VND-0048,27638000.0,2025-01-19,True
BID-2024-000804,PR-2024-00795,PRC-VND-0023,27886000.0,2025-01-27,True
BID-2024-000805,PR-2024-00795,PRC-VND-0008,32203000.0,2025-01-24,True
BID-2024-000806,PR-2024-00508,PRC-VND-0123,42593000.0,2025-01-27,False
BID-2024-000807,PR-2024-00508,PRC-VND-0053,38639000.0,2025-01-21,False
BID-2024-000808,PR-2024-00508,PRC-VND-0063,44419000.0,2025-01-20,True
BID-2024-000809,PR-2024-00508,PRC-VND-0038,43464000.0,2025-01-21,True
BID-2024-000810,PR-2024-00508,PRC-VND-0093,41026000.0,2025-01-21,True
BID-2024-000811,PR-2024-00241,PRC-VND-0006,21308000.0,2025-01-29,True
BID-2024-000812,PR-2024-00241,PRC-VND-0091,20768000.0,2025-01-30,True
BID-2024-000813,PR-2024-00241,PRC-VND-0126,23498000.0,2025-01-22,True
BID-2024-000814,PR-2024-00241,PRC-VND-0026,19291000.0,2025-01-23,False
BID-2024-000815,PR-2024-00241,PRC-VND-0031,23657000.0,2025-01-29,False
BID-2025-000001,PR-2025-00422,PRC-VND-0073,34090000.0,2025-01-21,True
BID-2025-000002,PR-2025-00422,PRC-VND-0093,43735000.0,2025-01-25,True
BID-2025-000003,PR-2025-00422,PRC-VND-0013,34162000.0,2025-01-18,True
BID-2025-000004,PR-2025-00741,PRC-VND-0079,38829000.0,2025-01-16,True
BID-2025-000005,PR-2025-00741,PRC-VND-0124,41021000.0,2025-01-19,True
BID-2025-000006,PR-2025-00741,PRC-VND-0104,41249000.0,2025-01-16,False
BID-2025-000007,PR-2025-00214,PRC-VND-0013,44827000.0,2025-01-24,True
BID-2025-000008,PR-2025-00214,PRC-VND-0033,41519000.0,2025-01-27,True
BID-2025-000009,PR-2025-00214,PRC-VND-0048,47783000.0,2025-01-21,True
BID-2025-000010,PR-2025-00214,PRC-VND-0128,42329000.0,2025-01-28,True
BID-2025-000011,PR-2025-00214,PRC-VND-0068,39179000.0,2025-01-26,True
BID-2025-000012,PR-2025-00619,PRC-VND-0023,20256000.0,2025-01-26,True
BID-2025-000013,PR-2025-00619,PRC-VND-0068,25147000.0,2025-01-28,True
BID-2025-000014,PR-2025-00619,PRC-VND-0013,23176000.0,2025-01-22,False
BID-2025-000015,PR-2025-00619,PRC-VND-0028,25218000.0,2025-01-27,False
BID-2025-000016,PR-2025-00619,PRC-VND-0108,24713000.0,2025-01-23,True
BID-2025-000017,PR-2025-00697,PRC-VND-0047,23286000.0,2025-01-25,True
BID-2025-000018,PR-2025-00697,PRC-VND-0052,26447000.0,2025-01-18,True
BID-2025-000019,PR-2025-00697,PRC-VND-0017,27823000.0,2025-01-23,True
BID-2025-000020,PR-2025-00697,PRC-VND-0092,28649000.0,2025-01-23,True
BID-2025-000021,PR-2025-00460,PRC-VND-0031,23189000.0,2025-01-22,False
BID-2025-000022,PR-2025-00460,PRC-VND-0121,27664000.0,2025-01-26,True
BID-2025-000023,PR-2025-00460,PRC-VND-0096,23204000.0,2025-01-23,False
BID-2025-000024,PR-2025-00460,PRC-VND-0006,29561000.0,2025-01-25,True
BID-2025-000025,PR-2025-00460,PRC-VND-0111,28269000.0,2025-01-27,True
BID-2025-000026,PR-2025-00468,PRC-VND-0080,27118000.0,2025-01-31,True
BID-2025-000027,PR-2025-00468,PRC-VND-0100,32724000.0,2025-02-04,True
BID-2025-000028,PR-2025-00468,PRC-VND-0095,31752000.0,2025-01-30,False
BID-2025-000029,PR-2025-00468,PRC-VND-0035,30248000.0,2025-01-28,True
BID-2025-000030,PR-2025-00468,PRC-VND-0020,25916000.0,2025-01-31,True
BID-2025-000031,PR-2025-00746,PRC-VND-0013,13072000.0,2025-02-02,True
BID-2025-000032,PR-2025-00746,PRC-VND-0033,15313000.0,2025-02-03,True
BID-2025-000033,PR-2025-00746,PRC-VND-0093,14638000.0,2025-01-29,True
BID-2025-000034,PR-2025-00746,PRC-VND-0128,12154000.0,2025-01-28,True
BID-2025-000035,PR-2025-00538,PRC-VND-0023,32911000.0,2025-01-28,True
BID-2025-000036,PR-2025-00538,PRC-VND-0128,36237000.0,2025-02-03,True
BID-2025-000037,PR-2025-00538,PRC-VND-0028,33253000.0,2025-01-26,True
BID-2025-000038,PR-2025-00538,PRC-VND-0103,37382000.0,2025-01-29,True
BID-2025-000039,PR-2025-00548,PRC-VND-0129,8717000.0,2025-02-04,True
BID-2025-000040,PR-2025-00548,PRC-VND-0009,7732000.0,2025-02-04,True
BID-2025-000041,PR-2025-00548,PRC-VND-0044,8071000.0,2025-01-31,True
BID-2025-000042,PR-2025-00548,PRC-VND-0069,8656000.0,2025-02-08,True
BID-2025-000043,PR-2025-00548,PRC-VND-0019,7682000.0,2025-02-07,True
BID-2025-000044,PR-2025-00548,PRC-VND-0004,9383000.0,2025-01-31,False
BID-2025-000045,PR-2025-00065,PRC-VND-0055,3772000.0,2025-01-29,True
BID-2025-000046,PR-2025-00065,PRC-VND-0075,4463000.0,2025-01-30,True
BID-2025-000047,PR-2025-00065,PRC-VND-0020,3586000.0,2025-01-26,True
BID-2025-000048,PR-2025-00448,PRC-VND-0095,30226000.0,2025-02-06,True
BID-2025-000049,PR-2025-00448,PRC-VND-0125,29689000.0,2025-02-02,True
BID-2025-000050,PR-2025-00448,PRC-VND-0030,30043000.0,2025-01-30,True
BID-2025-000051,PR-2025-00448,PRC-VND-0040,29262000.0,2025-02-07,True
BID-2025-000052,PR-2025-00448,PRC-VND-0050,28626000.0,2025-02-01,True
BID-2025-000053,PR-2025-00448,PRC-VND-0065,33179000.0,2025-02-02,False
BID-2025-000054,PR-2025-00235,PRC-VND-0100,25299000.0,2025-02-06,True
BID-2025-000055,PR-2025-00235,PRC-VND-0075,29133000.0,2025-02-08,True
BID-2025-000056,PR-2025-00235,PRC-VND-0015,28750000.0,2025-02-07,True
BID-2025-000057,PR-2025-00235,PRC-VND-0085,25214000.0,2025-02-10,True
BID-2025-000058,PR-2025-00235,PRC-VND-0080,25061000.0,2025-02-01,True
BID-2025-000059,PR-2025-00220,PRC-VND-0061,44349000.0,2025-02-03,True
BID-2025-000060,PR-2025-00220,PRC-VND-0086,43878000.0,2025-02-03,False
BID-2025-000061,PR-2025-00220,PRC-VND-0016,37467000.0,2025-01-31,True
BID-2025-000062,PR-2025-00220,PRC-VND-0076,44249000.0,2025-02-05,True
BID-2025-000063,PR-2025-00220,PRC-VND-0126,37710000.0,2025-02-07,False
BID-2025-000064,PR-2025-00220,PRC-VND-0091,39565000.0,2025-02-08,True
BID-2025-000065,PR-2025-00450,PRC-VND-0117,29634000.0,2025-02-11,True
BID-2025-000066,PR-2025-00450,PRC-VND-0082,31522000.0,2025-02-10,True
BID-2025-000067,PR-2025-00450,PRC-VND-0037,27527000.0,2025-02-07,True
BID-2025-000068,PR-2025-00682,PRC-VND-0118,34073000.0,2025-02-07,False
BID-2025-000069,PR-2025-00682,PRC-VND-0113,32882000.0,2025-02-06,True
BID-2025-000070,PR-2025-00682,PRC-VND-0068,42216000.0,2025-02-06,True
BID-2025-000071,PR-2025-00381,PRC-VND-0013,37175000.0,2025-02-03,True
BID-2025-000072,PR-2025-00381,PRC-VND-0038,37341000.0,2025-02-05,True
BID-2025-000073,PR-2025-00381,PRC-VND-0113,43768000.0,2025-02-09,True
BID-2025-000074,PR-2025-00381,PRC-VND-0103,38835000.0,2025-02-10,True
BID-2025-000075,PR-2025-00381,PRC-VND-0098,37680000.0,2025-02-05,True
BID-2025-000076,PR-2025-00381,PRC-VND-0128,42720000.0,2025-02-07,False
BID-2025-000077,PR-2025-00021,PRC-VND-0044,22496000.0,2025-02-11,True
BID-2025-000078,PR-2025-00021,PRC-VND-0054,18114000.0,2025-02-11,True
BID-2025-000079,PR-2025-00021,PRC-VND-0064,19249000.0,2025-02-18,True
BID-2025-000080,PR-2025-00197,PRC-VND-0078,22965000.0,2025-02-03,True
BID-2025-000081,PR-2025-00197,PRC-VND-0048,22672000.0,2025-02-02,True
BID-2025-000082,PR-2025-00197,PRC-VND-0128,21675000.0,2025-02-08,False
BID-2025-000083,PR-2025-00197,PRC-VND-0023,21057000.0,2025-02-05,False
BID-2025-000084,PR-2025-00197,PRC-VND-0043,17913000.0,2025-02-08,True
BID-2025-000085,PR-2025-00197,PRC-VND-0118,22109000.0,2025-02-01,False
BID-2025-000086,PR-2025-00445,PRC-VND-0040,17997000.0,2025-02-17,True
BID-2025-000087,PR-2025-00445,PRC-VND-0085,17843000.0,2025-02-18,True
BID-2025-000088,PR-2025-00445,PRC-VND-0005,15961000.0,2025-02-14,True
BID-2025-000089,PR-2025-00445,PRC-VND-0110,18076000.0,2025-02-17,True
BID-2025-000090,PR-2025-00511,PRC-VND-0056,4543000.0,2025-02-17,False
BID-2025-000091,PR-2025-00511,PRC-VND-0036,4671000.0,2025-02-10,True
BID-2025-000092,PR-2025-00511,PRC-VND-0101,4678000.0,2025-02-15,False
BID-2025-000093,PR-2025-00511,PRC-VND-0046,5685000.0,2025-02-09,True
BID-2025-000094,PR-2025-00511,PRC-VND-0081,5862000.0,2025-02-16,True
BID-2025-000095,PR-2025-00567,PRC-VND-0046,18471000.0,2025-02-10,True
BID-2025-000096,PR-2025-00567,PRC-VND-0131,18724000.0,2025-02-02,True
BID-2025-000097,PR-2025-00567,PRC-VND-0111,19617000.0,2025-02-02,True
BID-2025-000098,PR-2025-00567,PRC-VND-0026,18312000.0,2025-02-04,True
BID-2025-000099,PR-2025-00567,PRC-VND-0071,19975000.0,2025-02-07,True
BID-2025-000100,PR-2025-00567,PRC-VND-0126,22925000.0,2025-02-09,False
BID-2025-000101,PR-2025-00035,PRC-VND-0106,19069000.0,2025-02-10,True
BID-2025-000102,PR-2025-00035,PRC-VND-0051,15539000.0,2025-02-16,True
BID-2025-000103,PR-2025-00035,PRC-VND-0121,16624000.0,2025-02-10,True
BID-2025-000104,PR-2025-00666,PRC-VND-0015,31939000.0,2025-02-23,False
BID-2025-000105,PR-2025-00666,PRC-VND-0035,39209000.0,2025-02-14,True
BID-2025-000106,PR-2025-00666,PRC-VND-0005,36174000.0,2025-02-17,True
BID-2025-000107,PR-2025-00666,PRC-VND-0105,40377000.0,2025-02-16,True
BID-2025-000108,PR-2025-00666,PRC-VND-0040,37148000.0,2025-02-19,False
BID-2025-000109,PR-2025-00666,PRC-VND-0125,34416000.0,2025-02-17,True
BID-2025-000110,PR-2025-00026,PRC-VND-0123,17631000.0,2025-02-16,True
BID-2025-000111,PR-2025-00026,PRC-VND-0088,18141000.0,2025-02-14,True
BID-2025-000112,PR-2025-00026,PRC-VND-0003,14382000.0,2025-02-12,True
BID-2025-000113,PR-2025-00026,PRC-VND-0028,16837000.0,2025-02-13,True
BID-2025-000114,PR-2025-00189,PRC-VND-0010,35729000.0,2025-02-07,True
BID-2025-000115,PR-2025-00189,PRC-VND-0035,34202000.0,2025-02-06,True
BID-2025-000116,PR-2025-00189,PRC-VND-0060,40225000.0,2025-02-15,True
BID-2025-000117,PR-2025-00217,PRC-VND-0083,27695000.0,2025-02-17,True
BID-2025-000118,PR-2025-00217,PRC-VND-0113,22132000.0,2025-02-16,True
BID-2025-000119,PR-2025-00217,PRC-VND-0078,28568000.0,2025-02-20,True
BID-2025-000120,PR-2025-00217,PRC-VND-0008,28242000.0,2025-02-24,True
BID-2025-000121,PR-2025-00217,PRC-VND-0118,27956000.0,2025-02-23,False
BID-2025-000122,PR-2025-00563,PRC-VND-0099,31131000.0,2025-02-21,False
BID-2025-000123,PR-2025-00563,PRC-VND-0074,36274000.0,2025-02-19,True
BID-2025-000124,PR-2025-00563,PRC-VND-0029,38168000.0,2025-02-21,True
BID-2025-000125,PR-2025-00563,PRC-VND-0019,35535000.0,2025-02-21,True
BID-2025-000126,PR-2025-00563,PRC-VND-0114,40027000.0,2025-02-18,True
BID-2025-000127,PR-2025-00563,PRC-VND-0109,33595000.0,2025-02-16,True
BID-2025-000128,PR-2025-00621,PRC-VND-0044,33194000.0,2025-02-21,True
BID-2025-000129,PR-2025-00621,PRC-VND-0079,37499000.0,2025-02-23,False
BID-2025-000130,PR-2025-00621,PRC-VND-0034,32242000.0,2025-02-19,True
BID-2025-000131,PR-2025-00621,PRC-VND-0119,33880000.0,2025-02-19,True
BID-2025-000132,PR-2025-00621,PRC-VND-0004,35243000.0,2025-02-18,True
BID-2025-000133,PR-2025-00360,PRC-VND-0004,18377000.0,2025-02-12,True
BID-2025-000134,PR-2025-00360,PRC-VND-0124,13884000.0,2025-02-21,True
BID-2025-000135,PR-2025-00360,PRC-VND-0129,14997000.0,2025-02-20,False
BID-2025-000136,PR-2025-00606,PRC-VND-0092,35420000.0,2025-02-08,True
BID-2025-000137,PR-2025-00606,PRC-VND-0067,42543000.0,2025-02-16,True
BID-2025-000138,PR-2025-00606,PRC-VND-0037,45734000.0,2025-02-12,True
BID-2025-000139,PR-2025-00606,PRC-VND-0047,43891000.0,2025-02-13,True
BID-2025-000140,PR-2025-00606,PRC-VND-0087,34878000.0,2025-02-11,True
BID-2025-000141,PR-2025-00171,PRC-VND-0024,5640000.0,2025-02-14,True
BID-2025-000142,PR-2025-00171,PRC-VND-0079,5594000.0,2025-02-13,True
BID-2025-000143,PR-2025-00171,PRC-VND-0059,6391000.0,2025-02-20,True
BID-2025-000144,PR-2025-00171,PRC-VND-0044,6699000.0,2025-02-14,False
BID-2025-000145,PR-2025-00171,PRC-VND-0084,6102000.0,2025-02-13,True
BID-2025-000146,PR-2025-00395,PRC-VND-0037,35136000.0,2025-02-19,True
BID-2025-000147,PR-2025-00395,PRC-VND-0077,33120000.0,2025-02-23,False
BID-2025-000148,PR-2025-00395,PRC-VND-0102,32673000.0,2025-02-23,True
BID-2025-000149,PR-2025-00395,PRC-VND-0082,32275000.0,2025-02-19,True
BID-2025-000150,PR-2025-00395,PRC-VND-0067,33120000.0,2025-02-23,True
BID-2025-000151,PR-2025-00395,PRC-VND-0022,32987000.0,2025-02-23,True
BID-2025-000152,PR-2025-00404,PRC-VND-0129,2777000.0,2025-02-13,True
BID-2025-000153,PR-2025-00404,PRC-VND-0009,2201000.0,2025-02-20,True
BID-2025-000154,PR-2025-00404,PRC-VND-0099,2504000.0,2025-02-21,True
