contract_id,award_id,start_date,end_date,delivery_status,variations
CTR-2024-00329,AWD-2024-00329,2024-11-30,2025-05-22,Delayed,0.0
CTR-2025-00330,AWD-2025-00330,2025-08-10,2025-12-24,Completed,0.0
CTR-2025-00331,AWD-2025-00331,2025-05-12,2025-06-29,Completed,456000.0
CTR-2026-00332,AWD-2026-00332,2026-03-06,2026-05-07,Delayed,57000.0
CTR-2025-00333,AWD-2025-00333,2025-06-02,2025-08-23,Completed,472000.0
CTR-2025-00334,AWD-2025-00334,2025-05-31,2025-08-08,Completed,0.0
CTR-2025-00335,AWD-2025-00335,2025-01-12,2025-07-09,Completed,0.0
CTR-2025-00336,AWD-2025-00336,2025-01-23,2025-05-07,In Progress,0.0
CTR-2025-00337,AWD-2025-00337,2025-11-01,2026-03-04,Completed,0.0
CTR-2026-00338,AWD-2026-00338,2026-03-03,2026-06-26,Completed,0.0
CTR-2024-00339,AWD-2024-00339,2024-12-10,2025-01-10,Completed,0.0
CTR-2026-00340,AWD-2026-00340,2026-03-25,2026-08-19,In Progress,0.0
CTR-2025-00341,AWD-2025-00341,2025-07-23,2025-10-14,Completed,0.0
CTR-2025-00342,AWD-2025-00342,2025-01-31,2025-05-03,Delayed,0.0
CTR-2025-00343,AWD-2025-00343,2025-12-05,2026-04-05,Completed,0.0
CTR-2024-00344,AWD-2024-00344,2024-10-05,2025-01-10,Completed,0.0
CTR-2026-00345,AWD-2026-00345,2026-01-13,2026-07-06,Completed,0.0
CTR-2025-00346,AWD-2025-00346,2025-03-05,2025-06-03,Delayed,0.0
CTR-2026-00347,AWD-2026-00347,2026-07-23,2026-10-03,Completed,0.0
CTR-2025-00348,AWD-2025-00348,2025-09-09,2026-02-22,Completed,0.0
CTR-2025-00349,AWD-2025-00349,2025-10-09,2025-12-01,Completed,0.0
CTR-2025-00350,AWD-2025-00350,2025-07-29,2026-01-25,In Progress,0.0
CTR-2026-00351,AWD-2026-00351,2026-01-06,2026-06-07,In Progress,0.0
CTR-2024-00352,AWD-2024-00352,2024-10-30,2025-03-03,Completed,0.0
CTR-2026-00353,AWD-2026-00353,2026-01-07,2026-05-11,Completed,0.0
CTR-2025-00354,AWD-2025-00354,2025-09-10,2026-01-05,Completed,0.0
CTR-2024-00355,AWD-2024-00355,2024-12-14,2025-05-17,Completed,0.0
CTR-2025-00356,AWD-2025-00356,2025-06-29,2025-08-20,In Progress,0.0
CTR-2024-00357,AWD-2024-00357,2024-10-23,2025-02-07,Delayed,0.0
CTR-2025-00358,AWD-2025-00358,2025-06-02,2025-10-23,Completed,0.0
CTR-2024-00359,AWD-2024-00359,2024-09-15,2025-03-12,Completed,0.0
CTR-2025-00360,AWD-2025-00360,2025-06-23,2025-12-15,Completed,0.0
CTR-2026-00361,AWD-2026-00361,2026-03-31,2026-07-20,Completed,0.0
CTR-2025-00362,AWD-2025-00362,2025-06-05,2025-08-18,Completed,0.0
CTR-2025-00363,AWD-2025-00363,2025-03-28,2025-08-09,Completed,0.0
CTR-2026-00364,AWD-2026-00364,2026-07-23,2026-11-29,Completed,0.0
CTR-2025-00365,AWD-2024-00365,2025-01-02,2025-02-04,In Progress,0.0
CTR-2025-00366,AWD-2025-00366,2025-06-30,2025-11-02,Completed,0.0
CTR-2025-00367,AWD-2025-00367,2025-08-16,2026-01-06,Completed,0.0
CTR-2025-00368,AWD-2025-00368,2025-08-14,2026-01-21,Completed,0.0
CTR-2024-00369,AWD-2024-00369,2024-09-08,2025-01-06,In Progress,108000.0
CTR-2026-00370,AWD-2026-00370,2026-07-31,2026-12-14,In Progress,0.0
CTR-2026-00371,AWD-2026-00371,2026-05-11,2026-09-05,In Progress,0.0
CTR-2024-00372,AWD-2024-00372,2024-09-07,2025-02-28,Completed,0.0
CTR-2025-00373,AWD-2025-00373,2025-01-17,2025-05-22,Completed,0.0
CTR-2024-00374,AWD-2024-00374,2024-12-21,2025-06-19,Completed,0.0
CTR-2025-00375,AWD-2025-00375,2025-12-06,2026-02-26,In Progress,0.0
CTR-2024-00376,AWD-2024-00376,2024-10-01,2025-03-06,Completed,0.0
CTR-2026-00377,AWD-2026-00377,2026-03-17,2026-07-20,Completed,0.0
CTR-2026-00378,AWD-2026-00378,2026-07-17,2026-09-14,Completed,0.0
CTR-2025-00379,AWD-2025-00379,2025-04-18,2025-06-04,Completed,0.0
CTR-2025-00380,AWD-2025-00380,2025-12-18,2026-05-18,In Progress,0.0
CTR-2026-00381,AWD-2026-00381,2026-04-30,2026-08-14,Completed,0.0
CTR-2025-00382,AWD-2025-00382,2025-06-27,2025-08-27,Completed,309000.0
CTR-2026-00383,AWD-2026-00383,2026-03-10,2026-07-22,In Progress,0.0
CTR-2025-00384,AWD-2025-00384,2025-05-20,2025-09-14,Completed,0.0
CTR-2026-00385,AWD-2026-00385,2026-02-28,2026-06-27,Completed,0.0
CTR-2025-00386,AWD-2025-00386,2025-07-04,2025-08-11,In Progress,0.0
CTR-2025-00387,AWD-2025-00387,2025-12-23,2026-05-09,Completed,0.0
CTR-2024-00388,AWD-2024-00388,2024-12-27,2025-01-31,In Progress,0.0
CTR-2026-00389,AWD-2026-00389,2026-06-14,2026-10-13,Completed,0.0
CTR-2024-00390,AWD-2024-00390,2024-09-08,2025-01-01,In Progress,0.0
CTR-2026-00391,AWD-2026-00391,2026-05-27,2026-10-16,Completed,0.0
CTR-2024-00392,AWD-2024-00392,2024-11-20,2025-05-16,Completed,0.0
CTR-2025-00393,AWD-2025-00393,2025-03-16,2025-04-21,Completed,0.0
CTR-2025-00394,AWD-2025-00394,2025-03-11,2025-07-04,In Progress,0.0
CTR-2025-00395,AWD-2025-00395,2025-04-15,2025-08-02,Delayed,0.0
CTR-2024-00396,AWD-2024-00396,2024-12-01,2025-05-04,Completed,0.0
CTR-2026-00397,AWD-2026-00397,2026-02-19,2026-07-13,Completed,0.0
CTR-2025-00398,AWD-2025-00398,2025-04-28,2025-10-25,Completed,0.0
CTR-2026-00399,AWD-2026-00399,2026-06-28,2026-08-14,Completed,0.0
CTR-2025-00400,AWD-2025-00400,2025-02-01,2025-06-03,Completed,0.0
CTR-2024-00401,AWD-2024-00401,2024-10-08,2024-12-30,Completed,0.0
CTR-2025-00402,AWD-2025-00402,2025-11-13,2026-01-26,Completed,0.0
CTR-2026-00403,AWD-2026-00403,2026-06-24,2026-10-17,Delayed,0.0
CTR-2025-00404,AWD-2025-00404,2025-04-10,2025-07-30,Completed,0.0
CTR-2026-00405,AWD-2026-00405,2026-07-30,2026-12-09,Completed,0.0
CTR-2025-00406,AWD-2025-00406,2025-11-14,2025-12-22,In Progress,0.0
CTR-2025-00407,AWD-2025-00407,2025-08-19,2025-10-19,Completed,0.0
CTR-2024-00408,AWD-2024-00408,2024-10-23,2025-01-20,Delayed,0.0
CTR-2025-00409,AWD-2025-00409,2025-02-03,2025-03-31,Delayed,0.0
CTR-2025-00410,AWD-2025-00410,2025-08-17,2025-10-08,In Progress,0.0
CTR-2024-00411,AWD-2024-00411,2024-10-07,2024-12-24,Completed,0.0
CTR-2024-00412,AWD-2024-00412,2024-09-23,2025-02-09,Completed,0.0
CTR-2025-00413,AWD-2025-00413,2025-06-17,2025-11-02,Completed,0.0
CTR-2025-00414,AWD-2025-00414,2025-01-18,2025-02-23,In Progress,0.0
CTR-2026-00415,AWD-2026-00415,2026-07-25,2027-01-13,Completed,234000.0
CTR-2025-00416,AWD-2025-00416,2025-06-27,2025-08-20,Completed,0.0
CTR-2026-00417,AWD-2026-00417,2026-02-28,2026-04-21,Completed,0.0
CTR-2025-00418,AWD-2025-00418,2025-12-26,2026-04-07,Completed,0.0
CTR-2025-00419,AWD-2025-00419,2025-02-20,2025-06-28,Completed,0.0
CTR-2026-00420,AWD-2026-00420,2026-06-03,2026-10-18,Completed,0.0
CTR-2026-00421,AWD-2026-00421,2026-05-02,2026-06-05,Completed,0.0
CTR-2025-00422,AWD-2025-00422,2025-02-15,2025-04-16,Completed,0.0
CTR-2025-00423,AWD-2025-00423,2025-06-08,2025-07-27,Completed,0.0
CTR-2025-00424,AWD-2025-00424,2025-03-28,2025-07-24,Completed,0.0
CTR-2024-00425,AWD-2024-00425,2024-10-04,2025-02-14,Completed,0.0
CTR-2025-00426,AWD-2025-00426,2025-09-09,2026-02-13,Completed,0.0
CTR-2025-00427,AWD-2025-00427,2025-08-05,2025-09-20,Delayed,0.0
CTR-2026-00428,AWD-2026-00428,2026-08-03,2026-10-01,Completed,0.0
CTR-2024-00429,AWD-2024-00429,2024-08-22,2024-09-22,Completed,0.0
CTR-2025-00430,AWD-2025-00430,2025-07-23,2025-09-20,Completed,0.0
CTR-2025-00431,AWD-2025-00431,2025-12-01,2026-04-28,Completed,0.0
CTR-2025-00432,AWD-2025-00432,2025-12-19,2026-06-11,Completed,0.0
CTR-2025-00433,AWD-2025-00433,2025-06-29,2025-11-07,Completed,0.0
CTR-2026-00434,AWD-2026-00434,2026-08-18,2026-10-19,In Progress,0.0
CTR-2026-00435,AWD-2026-00435,2026-06-26,2026-08-02,In Progress,0.0
CTR-2026-00436,AWD-2026-00436,2026-07-02,2026-10-01,In Progress,0.0
CTR-2025-00437,AWD-2025-00437,2025-08-24,2025-10-04,Completed,0.0
CTR-2024-00438,AWD-2024-00438,2024-11-22,2024-12-22,Completed,0.0
CTR-2025-00439,AWD-2025-00439,2025-07-10,2025-12-20,In Progress,0.0
CTR-2025-00440,AWD-2025-00440,2025-01-07,2025-05-21,In Progress,0.0
CTR-2026-00441,AWD-2026-00441,2026-03-21,2026-06-19,Completed,366000.0
CTR-2025-00442,AWD-2025-00442,2025-05-13,2025-07-26,Completed,0.0
CTR-2026-00443,AWD-2026-00443,2026-04-03,2026-05-10,Completed,0.0
CTR-2025-00444,AWD-2025-00444,2025-04-03,2025-05-31,Completed,0.0
CTR-2025-00445,AWD-2025-00445,2025-05-10,2025-09-07,Completed,0.0
CTR-2026-00446,AWD-2026-00446,2026-01-16,2026-03-23,Completed,264000.0
CTR-2025-00447,AWD-2025-00447,2025-11-24,2026-01-26,Completed,0.0
CTR-2026-00448,AWD-2026-00448,2026-04-01,2026-09-27,Completed,0.0
CTR-2025-00449,AWD-2025-00449,2025-05-23,2025-08-20,Delayed,0.0
CTR-2025-00450,AWD-2025-00450,2025-02-20,2025-04-22,Completed,0.0
CTR-2025-00451,AWD-2025-00451,2025-10-20,2026-01-02,Completed,0.0
CTR-2025-00452,AWD-2025-00452,2025-08-19,2025-10-04,Completed,0.0
CTR-2024-00453,AWD-2024-00453,2024-12-04,2025-01-11,Completed,0.0
CTR-2026-00454,AWD-2026-00454,2026-07-14,2026-08-31,Completed,0.0
CTR-2026-00455,AWD-2026-00455,2026-05-28,2026-11-21,In Progress,0.0
CTR-2026-00456,AWD-2026-00456,2026-08-13,2026-11-18,In Progress,0.0
CTR-2026-00457,AWD-2026-00457,2026-05-17,2026-06-23,Completed,0.0
CTR-2024-00458,AWD-2024-00458,2024-12-28,2025-03-12,Completed,0.0
CTR-2026-00459,AWD-2026-00459,2026-06-05,2026-09-22,Completed,261000.0
CTR-2026-00460,AWD-2026-00460,2026-07-18,2026-08-27,Completed,0.0
CTR-2025-00461,AWD-2025-00461,2025-01-20,2025-05-29,Completed,0.0
CTR-2025-00462,AWD-2025-00462,2025-02-20,2025-07-02,Completed,0.0
CTR-2025-00463,AWD-2025-00463,2025-09-13,2026-02-23,Completed,0.0
CTR-2026-00464,AWD-2026-00464,2026-04-04,2026-09-14,Completed,0.0
CTR-2024-00465,AWD-2024-00465,2024-10-30,2025-04-04,Completed,0.0
CTR-2026-00466,AWD-2026-00466,2026-04-06,2026-06-25,Completed,0.0
CTR-2025-00467,AWD-2025-00467,2025-10-30,2025-12-14,Completed,0.0
CTR-2024-00468,AWD-2024-00468,2024-09-22,2024-12-14,In Progress,0.0
CTR-2026-00469,AWD-2026-00469,2026-08-12,2027-01-21,Completed,0.0
CTR-2024-00470,AWD-2024-00470,2024-09-04,2024-12-21,In Progress,0.0
CTR-2026-00471,AWD-2026-00471,2026-04-01,2026-07-12,Completed,0.0
CTR-2025-00472,AWD-2025-00472,2025-11-25,2026-02-11,Completed,0.0
CTR-2024-00473,AWD-2024-00473,2024-10-30,2024-12-29,Completed,0.0
CTR-2025-00474,AWD-2025-00474,2025-11-15,2026-04-09,Completed,0.0
CTR-2025-00475,AWD-2025-00475,2025-06-13,2025-07-25,Completed,0.0
CTR-2026-00476,AWD-2026-00476,2026-03-05,2026-04-09,In Progress,0.0
CTR-2026-00477,AWD-2026-00477,2026-07-02,2026-11-18,Completed,0.0
CTR-2025-00478,AWD-2025-00478,2025-07-29,2025-12-13,Completed,392000.0
CTR-2025-00479,AWD-2025-00479,2025-06-06,2025-10-25,In Progress,0.0
CTR-2024-00480,AWD-2024-00480,2024-10-19,2025-03-18,Completed,0.0
CTR-2025-00481,AWD-2025-00481,2025-10-07,2025-11-13,Completed,0.0
CTR-2026-00482,AWD-2026-00482,2026-04-28,2026-06-16,Completed,0.0
CTR-2024-00483,AWD-2024-00483,2024-11-17,2025-03-12,Completed,0.0
CTR-2026-00484,AWD-2026-00484,2026-03-23,2026-07-06,Completed,0.0
CTR-2025-00485,AWD-2025-00485,2025-10-27,2026-03-16,Completed,52000.0
CTR-2026-00486,AWD-2026-00486,2026-07-02,2026-12-21,In Progress,0.0
CTR-2024-00487,AWD-2024-00487,2024-12-16,2025-05-25,Delayed,0.0
CTR-2025-00488,AWD-2025-00488,2025-11-08,2026-02-26,Delayed,0.0
CTR-2024-00489,AWD-2024-00489,2024-11-27,2025-04-02,Completed,0.0
CTR-2025-00490,AWD-2025-00490,2025-08-26,2026-02-10,Completed,0.0
CTR-2025-00491,AWD-2025-00491,2025-02-27,2025-08-16,In Progress,178000.0
CTR-2025-00492,AWD-2025-00492,2025-01-08,2025-03-26,Completed,0.0
CTR-2024-00493,AWD-2024-00493,2024-10-05,2024-11-12,Completed,0.0
CTR-2026-00494,AWD-2026-00494,2026-04-25,2026-08-25,Completed,0.0
CTR-2026-00495,AWD-2026-00495,2026-07-26,2026-10-14,Completed,52000.0
CTR-2024-00496,AWD-2024-00496,2024-08-21,2024-10-14,Completed,0.0
CTR-2026-00497,AWD-2026-00497,2026-08-18,2026-10-09,Completed,0.0
CTR-2025-00498,AWD-2025-00498,2025-08-30,2026-02-03,In Progress,0.0
CTR-2024-00499,AWD-2024-00499,2024-10-06,2025-02-23,Completed,0.0
CTR-2024-00500,AWD-2024-00500,2024-09-16,2025-02-13,Completed,0.0
CTR-2025-00501,AWD-2025-00501,2025-11-25,2026-04-15,Completed,0.0
CTR-2025-00502,AWD-2025-00502,2025-05-21,2025-11-08,Completed,0.0
CTR-2024-00503,AWD-2024-00503,2024-12-20,2025-05-15,Completed,0.0
CTR-2026-00504,AWD-2026-00504,2026-07-23,2026-12-09,In Progress,0.0
CTR-2025-00505,AWD-2025-00505,2025-02-04,2025-05-10,In Progress,409000.0
CTR-2025-00506,AWD-2025-00506,2025-04-27,2025-08-03,Completed,0.0
CTR-2024-00507,AWD-2024-00507,2024-09-06,2025-01-26,In Progress,376000.0
CTR-2025-00508,AWD-2025-00508,2025-09-13,2025-12-16,Completed,0.0
CTR-2025-00509,AWD-2025-00509,2025-04-02,2025-06-15,Completed,193000.0
CTR-2024-00510,AWD-2024-00510,2024-12-02,2025-01-27,In Progress,0.0
CTR-2024-00511,AWD-2024-00511,2024-10-25,2024-11-26,Completed,0.0
CTR-2024-00512,AWD-2024-00512,2024-11-02,2025-01-26,Completed,0.0
CTR-2025-00513,AWD-2025-00513,2025-03-22,2025-05-03,Completed,0.0
CTR-2024-00514,AWD-2024-00514,2024-12-21,2025-01-24,Completed,0.0
CTR-2026-00515,AWD-2026-00515,2026-08-13,2026-11-08,Completed,0.0
CTR-2026-00516,AWD-2026-00516,2026-08-01,2026-10-14,Completed,0.0
CTR-2025-00517,AWD-2025-00517,2025-01-20,2025-04-21,In Progress,0.0
CTR-2026-00518,AWD-2026-00518,2026-07-17,2026-08-21,Delayed,0.0
CTR-2024-00519,AWD-2024-00519,2024-11-10,2024-12-30,In Progress,0.0
CTR-2025-00520,AWD-2025-00520,2025-08-15,2025-12-01,Completed,0.0
CTR-2025-00521,AWD-2025-00521,2025-07-18,2025-10-19,Completed,0.0
CTR-2025-00522,AWD-2025-00522,2025-01-07,2025-05-25,Completed,497000.0
CTR-2024-00523,AWD-2024-00523,2024-12-18,2025-03-14,Completed,0.0
CTR-2025-00524,AWD-2025-00524,2025-03-01,2025-06-09,Completed,0.0
CTR-2025-00525,AWD-2025-00525,2025-08-09,2025-12-30,In Progress,0.0
CTR-2026-00526,AWD-2026-00526,2026-03-03,2026-05-14,Completed,0.0
CTR-2024-00527,AWD-2024-00527,2024-11-28,2025-05-13,Completed,0.0
CTR-2026-00528,AWD-2026-00528,2026-03-06,2026-04-13,Completed,132000.0
CTR-2025-00529,AWD-2025-00529,2025-10-11,2025-12-18,Completed,0.0
CTR-2025-00530,AWD-2025-00530,2025-07-08,2025-11-05,Completed,0.0
CTR-2024-00531,AWD-2024-00531,2024-11-26,2025-04-21,In Progress,0.0
CTR-2025-00532,AWD-2025-00532,2025-06-07,2025-08-24,Completed,0.0
CTR-2025-00533,AWD-2025-00533,2025-06-13,2025-11-13,Completed,0.0
CTR-2026-00534,AWD-2026-00534,2026-06-06,2026-09-01,Completed,0.0
CTR-2026-00535,AWD-2026-00535,2026-06-10,2026-07-17,Completed,441000.0
CTR-2026-00536,AWD-2026-00536,2026-07-11,2026-09-07,In Progress,0.0
CTR-2025-00537,AWD-2025-00537,2025-11-26,2026-01-25,Delayed,0.0
CTR-2026-00538,AWD-2026-00538,2026-08-21,2026-09-20,Delayed,0.0
CTR-2026-00539,AWD-2026-00539,2026-08-04,2026-12-05,Completed,130000.0
CTR-2024-00540,AWD-2024-00540,2024-09-15,2024-12-30,Completed,0.0
CTR-2025-00541,AWD-2025-00541,2025-05-22,2025-08-28,Delayed,0.0
CTR-2024-00542,AWD-2024-00542,2024-09-23,2024-11-04,Completed,0.0
CTR-2026-00543,AWD-2026-00543,2026-05-22,2026-06-21,Completed,0.0
CTR-2025-00544,AWD-2025-00544,2025-07-16,2025-12-25,Completed,0.0
CTR-2026-00545,AWD-2026-00545,2026-06-21,2026-08-28,In Progress,0.0
CTR-2025-00546,AWD-2025-00546,2025-03-20,2025-08-30,Completed,330000.0
CTR-2026-00547,AWD-2026-00547,2026-07-28,2026-12-31,Completed,0.0
CTR-2025-00548,AWD-2025-00548,2025-06-22,2025-10-23,Completed,0.0
CTR-2025-00549,AWD-2025-00549,2025-07-30,2025-09-12,Completed,0.0
CTR-2025-00550,AWD-2025-00550,2025-06-09,2025-09-22,In Progress,0.0
CTR-2026-00551,AWD-2026-00551,2026-04-07,2026-07-26,Completed,0.0
CTR-2025-00552,AWD-2025-00552,2025-01-27,2025-07-13,Completed,0.0
CTR-2024-00553,AWD-2024-00553,2024-11-21,2025-02-06,Completed,0.0
CTR-2025-00554,AWD-2025-00554,2025-02-02,2025-03-12,Delayed,0.0
CTR-2024-00555,AWD-2024-00555,2024-09-03,2025-02-09,In Progress,0.0
CTR-2026-00556,AWD-2026-00556,2026-04-25,2026-05-31,Delayed,0.0
CTR-2025-00557,AWD-2025-00557,2025-08-28,2025-12-03,In Progress,0.0
CTR-2025-00558,AWD-2025-00558,2025-07-10,2025-09-27,Completed,0.0
CTR-2025-00559,AWD-2025-00559,2025-06-21,2025-11-10,Completed,293000.0
CTR-2024-00560,AWD-2024-00560,2024-10-08,2024-11-26,Completed,0.0
CTR-2026-00561,AWD-2026-00561,2026-08-01,2027-01-18,Completed,0.0
CTR-2026-00562,AWD-2026-00562,2026-08-21,2027-01-28,Delayed,0.0
CTR-2025-00563,AWD-2025-00563,2025-12-14,2026-06-04,Completed,0.0
CTR-2024-00564,AWD-2024-00564,2024-09-13,2024-10-19,Completed,0.0
CTR-2025-00565,AWD-2025-00565,2025-03-13,2025-09-01,In Progress,0.0
CTR-2026-00566,AWD-2026-00566,2026-04-11,2026-05-13,Completed,0.0
CTR-2024-00567,AWD-2024-00567,2024-08-23,2024-12-29,Completed,0.0
CTR-2025-00568,AWD-2025-00568,2025-01-17,2025-06-01,Delayed,0.0
CTR-2026-00569,AWD-2026-00569,2026-03-19,2026-07-26,Completed,0.0
CTR-2026-00570,AWD-2026-00570,2026-08-03,2026-10-17,Completed,0.0
CTR-2026-00571,AWD-2026-00571,2026-03-08,2026-08-25,In Progress,0.0
CTR-2025-00572,AWD-2025-00572,2025-04-05,2025-08-28,Delayed,0.0
CTR-2026-00573,AWD-2026-00573,2026-03-01,2026-04-30,Completed,0.0
CTR-2026-00574,AWD-2026-00574,2026-08-15,2026-12-16,Completed,0.0
CTR-2025-00575,AWD-2025-00575,2025-09-19,2026-02-28,In Progress,0.0
CTR-2026-00576,AWD-2026-00576,2026-08-14,2027-01-01,Completed,0.0
CTR-2024-00577,AWD-2024-00577,2024-11-01,2025-04-05,In Progress,0.0
CTR-2026-00578,AWD-2026-00578,2026-07-30,2027-01-18,Completed,0.0
CTR-2025-00579,AWD-2025-00579,2025-01-11,2025-04-13,In Progress,0.0
CTR-2025-00580,AWD-2025-00580,2025-09-27,2026-03-10,Completed,0.0
CTR-2024-00581,AWD-2024-00581,2024-08-30,2024-12-17,In Progress,0.0
CTR-2025-00582,AWD-2025-00582,2025-04-29,2025-06-07,Completed,0.0
CTR-2026-00583,AWD-2026-00583,2026-04-09,2026-06-02,Completed,0.0
CTR-2025-00584,AWD-2025-00584,2025-12-20,2026-04-18,Completed,0.0
CTR-2024-00585,AWD-2024-00585,2024-12-01,2025-01-09,Completed,0.0
CTR-2025-00586,AWD-2025-00586,2025-11-11,2026-01-17,In Progress,0.0
CTR-2025-00587,AWD-2025-00587,2025-01-14,2025-03-19,Completed,0.0
CTR-2025-00588,AWD-2025-00588,2025-11-22,2026-01-09,In Progress,0.0
CTR-2024-00589,AWD-2024-00589,2024-08-27,2024-10-11,Completed,0.0
CTR-2026-00590,AWD-2026-00590,2026-04-28,2026-08-18,In Progress,0.0
CTR-2025-00591,AWD-2025-00591,2025-10-17,2026-03-23,In Progress,0.0
CTR-2025-00592,AWD-2025-00592,2025-12-25,2026-06-03,Completed,0.0
