requisition_id,department,category,estimated_value,raised_date,status
PR-2026-00324,Risk & Compliance,Office Consumables,38220000.0,2026-07-26,Awarded
PR-2026-00325,Procurement & Logistics,Media & PR,29430000.0,2026-02-16,Awarded
PR-2025-00326,Executive Admin,Field Survey Services,41500000.0,2025-03-12,Awarded
PR-2024-00327,Procurement & Logistics,Field Survey Services,18880000.0,2024-11-10,Awarded
PR-2025-00328,Risk & Compliance,Hardware Procurement,27210000.0,2025-08-06,Awarded
PR-2025-00329,Executive Admin,Office Consumables,14510000.0,2025-03-02,Awarded
PR-2026-00330,Risk & Compliance,Office Consumables,19820000.0,2026-03-26,Awarded
PR-2026-00331,Lending Operations,Software Licenses,13770000.0,2026-06-20,Awarded
PR-2025-00332,Lending Operations,Media & PR,6360000.0,2025-12-01,Awarded
PR-2026-00333,Risk & Compliance,Field Survey Services,670000.0,2026-04-17,Awarded
PR-2024-00334,Executive Admin,Office Consumables,41900000.0,2024-11-08,Awarded
PR-2025-00335,Lending Operations,Office Consumables,36390000.0,2025-02-09,Awarded
PR-2025-00336,Procurement & Logistics,Field Survey Services,26280000.0,2025-12-12,Bidding
PR-2024-00337,Procurement & Logistics,Office Consumables,35860000.0,2024-10-20,Awarded
PR-2024-00338,Lending Operations,Field Survey Services,12450000.0,2024-09-23,Cancelled
PR-2024-00339,Lending Operations,Field Survey Services,1270000.0,2024-09-01,Awarded
PR-2026-00340,Risk & Compliance,Media & PR,27100000.0,2026-03-20,Awarded
PR-2024-00341,Risk & Compliance,Field Survey Services,39870000.0,2024-09-25,Awarded
PR-2025-00342,IT & Infrastructure,Field Survey Services,30930000.0,2025-10-06,Bidding
PR-2024-00343,Executive Admin,Media & PR,29170000.0,2024-09-05,Awarded
PR-2025-00344,Executive Admin,Hardware Procurement,18540000.0,2025-06-20,Awarded
PR-2025-00345,Risk & Compliance,Hardware Procurement,28540000.0,2025-07-11,Bidding
PR-2025-00346,Executive Admin,Field Survey Services,10430000.0,2025-04-29,Awarded
PR-2024-00347,IT & Infrastructure,Software Licenses,22160000.0,2024-08-10,Awarded
PR-2025-00348,Procurement & Logistics,Hardware Procurement,2470000.0,2025-03-09,Awarded
PR-2025-00349,Lending Operations,Media & PR,13970000.0,2025-04-02,Awarded
PR-2024-00350,Risk & Compliance,Hardware Procurement,44840000.0,2024-12-02,Bidding
PR-2025-00351,IT & Infrastructure,Office Consumables,11410000.0,2025-02-06,Awarded
PR-2025-00352,IT & Infrastructure,Media & PR,29200000.0,2025-10-23,Awarded
PR-2026-00353,Executive Admin,Office Consumables,7570000.0,2026-01-07,Awarded
PR-2025-00354,Executive Admin,Hardware Procurement,32600000.0,2025-07-08,Awarded
PR-2025-00355,IT & Infrastructure,Field Survey Services,21410000.0,2025-06-06,Awarded
PR-2026-00356,Lending Operations,Software Licenses,11070000.0,2026-03-17,Bidding
PR-2024-00357,Lending Operations,Media & PR,21820000.0,2024-09-02,Awarded
PR-2026-00358,Lending Operations,Hardware Procurement,41320000.0,2026-06-06,Bidding
PR-2024-00359,IT & Infrastructure,Field Survey Services,27530000.0,2024-12-05,Awarded
PR-2025-00360,IT & Infrastructure,Field Survey Services,16610000.0,2025-01-29,Bidding
PR-2024-00361,Risk & Compliance,Software Licenses,41420000.0,2024-10-17,Cancelled
PR-2024-00362,Risk & Compliance,Software Licenses,29100000.0,2024-09-03,Awarded
PR-2026-00363,Risk & Compliance,Media & PR,28510000.0,2026-05-31,Awarded
PR-2024-00364,Risk & Compliance,Software Licenses,28560000.0,2024-12-16,Awarded
PR-2025-00365,Lending Operations,Hardware Procurement,16440000.0,2025-10-30,Awarded
PR-2025-00366,IT & Infrastructure,Field Survey Services,26190000.0,2025-09-07,Bidding
PR-2026-00367,Lending Operations,Hardware Procurement,35380000.0,2026-03-18,Awarded
PR-2024-00368,Risk & Compliance,Software Licenses,37770000.0,2024-11-08,Awarded
PR-2025-00369,Risk & Compliance,Media & PR,26380000.0,2025-11-01,Bidding
PR-2024-00370,Procurement & Logistics,Field Survey Services,42580000.0,2024-10-30,Awarded
PR-2025-00371,Risk & Compliance,Field Survey Services,11730000.0,2025-11-14,Bidding
PR-2025-00372,Procurement & Logistics,Field Survey Services,32550000.0,2025-09-26,Bidding
PR-2026-00373,IT & Infrastructure,Software Licenses,12240000.0,2026-03-01,Awarded
PR-2024-00374,Lending Operations,Software Licenses,18200000.0,2024-12-02,Awarded
PR-2026-00375,IT & Infrastructure,Hardware Procurement,5930000.0,2026-02-09,Bidding
PR-2026-00376,Procurement & Logistics,Field Survey Services,12890000.0,2026-07-17,Awarded
PR-2025-00377,IT & Infrastructure,Media & PR,22560000.0,2025-03-16,Awarded
PR-2024-00378,Lending Operations,Hardware Procurement,16720000.0,2024-08-15,Awarded
PR-2026-00379,Executive Admin,Software Licenses,23430000.0,2026-05-10,Cancelled
PR-2025-00380,Risk & Compliance,Software Licenses,6260000.0,2025-05-29,Awarded
PR-2025-00381,IT & Infrastructure,Office Consumables,44270000.0,2025-01-22,Awarded
PR-2026-00382,Lending Operations,Hardware Procurement,37400000.0,2026-03-01,Awarded
PR-2025-00383,Executive Admin,Office Consumables,35880000.0,2025-09-16,Awarded
PR-2025-00384,Risk & Compliance,Media & PR,34420000.0,2025-12-18,Awarded
PR-2025-00385,IT & Infrastructure,Hardware Procurement,33460000.0,2025-02-28,Bidding
PR-2025-00386,Risk & Compliance,Field Survey Services,44530000.0,2025-07-11,Awarded
PR-2024-00387,Executive Admin,Software Licenses,38610000.0,2024-08-13,Awarded
PR-2024-00388,Procurement & Logistics,Hardware Procurement,16620000.0,2024-11-13,Awarded
PR-2026-00389,Lending Operations,Office Consumables,6440000.0,2026-05-10,Awarded
PR-2024-00390,Risk & Compliance,Media & PR,21160000.0,2024-09-27,Awarded
PR-2026-00391,Executive Admin,Field Survey Services,43790000.0,2026-02-19,Awarded
PR-2024-00392,IT & Infrastructure,Office Consumables,8200000.0,2024-10-07,Bidding
PR-2025-00393,Lending Operations,Software Licenses,21160000.0,2025-05-29,Awarded
PR-2025-00394,Lending Operations,Software Licenses,3700000.0,2025-08-15,Bidding
PR-2025-00395,Risk & Compliance,Software Licenses,33770000.0,2025-01-31,Awarded
PR-2025-00396,Lending Operations,Software Licenses,15690000.0,2025-11-28,Awarded
PR-2025-00397,Executive Admin,Media & PR,2340000.0,2025-09-12,Awarded
PR-2024-00398,Executive Admin,Hardware Procurement,4180000.0,2024-08-19,Bidding
PR-2024-00399,IT & Infrastructure,Office Consumables,42350000.0,2024-08-23,Bidding
PR-2024-00400,Lending Operations,Hardware Procurement,4050000.0,2024-10-29,Bidding
PR-2026-00401,Risk & Compliance,Media & PR,15740000.0,2026-02-20,Bidding
PR-2025-00402,Executive Admin,Media & PR,43140000.0,2025-08-16,Awarded
PR-2026-00403,IT & Infrastructure,Media & PR,44080000.0,2026-04-27,Bidding
PR-2025-00404,Lending Operations,Field Survey Services,2630000.0,2025-02-01,Awarded
PR-2026-00405,Lending Operations,Field Survey Services,28490000.0,2026-03-30,Awarded
PR-2025-00406,Risk & Compliance,Hardware Procurement,23090000.0,2025-11-22,Awarded
PR-2024-00407,Executive Admin,Hardware Procurement,42650000.0,2024-09-06,Awarded
PR-2025-00408,IT & Infrastructure,Media & PR,29540000.0,2025-03-22,Awarded
PR-2024-00409,Risk & Compliance,Hardware Procurement,24760000.0,2024-09-30,Awarded
PR-2026-00410,Procurement & Logistics,Office Consumables,22390000.0,2026-07-11,Bidding
PR-2024-00411,Procurement & Logistics,Software Licenses,33450000.0,2024-08-31,Awarded
PR-2025-00412,Lending Operations,Office Consumables,21510000.0,2025-09-20,Awarded
PR-2025-00413,Executive Admin,Field Survey Services,40560000.0,2025-07-15,Awarded
PR-2024-00414,Executive Admin,Hardware Procurement,1590000.0,2024-09-09,Awarded
PR-2024-00415,Risk & Compliance,Software Licenses,31590000.0,2024-12-14,Bidding
PR-2025-00416,IT & Infrastructure,Office Consumables,29250000.0,2025-08-29,Bidding
PR-2025-00417,Procurement & Logistics,Software Licenses,12990000.0,2025-04-07,Awarded
PR-2025-00418,Executive Admin,Media & PR,39290000.0,2025-09-18,Awarded
PR-2025-00419,IT & Infrastructure,Field Survey Services,11710000.0,2025-11-09,Awarded
PR-2025-00420,Lending Operations,Hardware Procurement,5910000.0,2025-07-24,Awarded
PR-2025-00421,Lending Operations,Office Consumables,26750000.0,2025-08-30,Awarded
PR-2025-00422,Risk & Compliance,Office Consumables,39520000.0,2025-01-01,Bidding
PR-2026-00423,Risk & Compliance,Office Consumables,41280000.0,2026-02-13,Awarded
PR-2025-00424,Risk & Compliance,Hardware Procurement,21370000.0,2025-07-08,Awarded
PR-2024-00425,Lending Operations,Office Consumables,10150000.0,2024-10-24,Awarded
PR-2025-00426,IT & Infrastructure,Office Consumables,36050000.0,2025-07-11,Bidding
PR-2026-00427,Executive Admin,Field Survey Services,33150000.0,2026-04-24,Awarded
PR-2025-00428,Executive Admin,Media & PR,24490000.0,2025-08-29,Awarded
PR-2025-00429,Risk & Compliance,Hardware Procurement,4460000.0,2025-12-31,Bidding
PR-2026-00430,Lending Operations,Field Survey Services,9800000.0,2026-02-18,Awarded
PR-2025-00431,Lending Operations,Field Survey Services,8850000.0,2025-07-24,Awarded
PR-2024-00432,Procurement & Logistics,Office Consumables,36960000.0,2024-09-01,Awarded
PR-2024-00433,IT & Infrastructure,Software Licenses,15210000.0,2024-10-25,Awarded
PR-2024-00434,Lending Operations,Hardware Procurement,19910000.0,2024-11-16,Bidding
PR-2026-00435,Risk & Compliance,Media & PR,23500000.0,2026-02-26,Cancelled
PR-2025-00436,Procurement & Logistics,Software Licenses,43680000.0,2025-09-26,Awarded
PR-2025-00437,Executive Admin,Hardware Procurement,40970000.0,2025-07-27,Awarded
PR-2025-00438,Procurement & Logistics,Software Licenses,1350000.0,2025-09-17,Bidding
PR-2026-00439,Risk & Compliance,Software Licenses,35060000.0,2026-06-06,Awarded
PR-2026-00440,Procurement & Logistics,Hardware Procurement,3130000.0,2026-07-10,Awarded
PR-2026-00441,Executive Admin,Hardware Procurement,38870000.0,2026-01-11,Awarded
PR-2025-00442,Lending Operations,Software Licenses,33090000.0,2025-09-15,Bidding
PR-2026-00443,IT & Infrastructure,Office Consumables,5640000.0,2026-07-21,Awarded
PR-2025-00444,Lending Operations,Field Survey Services,16370000.0,2025-11-19,Bidding
PR-2025-00445,Procurement & Logistics,Media & PR,17000000.0,2025-01-23,Awarded
PR-2025-00446,Procurement & Logistics,Software Licenses,1540000.0,2025-12-19,Bidding
PR-2025-00447,Procurement & Logistics,Media & PR,27640000.0,2025-06-07,Bidding
PR-2025-00448,Procurement & Logistics,Media & PR,31880000.0,2025-01-13,Awarded
PR-2025-00449,Lending Operations,Software Licenses,40250000.0,2025-09-19,Awarded
PR-2025-00450,Procurement & Logistics,Software Licenses,28880000.0,2025-01-20,Awarded
PR-2025-00451,IT & Infrastructure,Software Licenses,34220000.0,2025-04-22,Awarded
PR-2024-00452,Risk & Compliance,Office Consumables,1530000.0,2024-11-20,Awarded
PR-2024-00453,Risk & Compliance,Media & PR,41460000.0,2024-11-08,Awarded
PR-2025-00454,Risk & Compliance,Hardware Procurement,26890000.0,2025-07-26,Awarded
PR-2025-00455,IT & Infrastructure,Office Consumables,26040000.0,2025-04-23,Awarded
PR-2026-00456,Executive Admin,Office Consumables,22920000.0,2026-02-12,Awarded
PR-2025-00457,Executive Admin,Office Consumables,10430000.0,2025-05-09,Awarded
PR-2025-00458,Risk & Compliance,Software Licenses,25790000.0,2025-05-16,Awarded
PR-2024-00459,Lending Operations,Media & PR,6510000.0,2024-12-25,Awarded
PR-2025-00460,Lending Operations,Hardware Procurement,28160000.0,2025-01-08,Awarded
PR-2025-00461,IT & Infrastructure,Software Licenses,5050000.0,2025-10-10,Awarded
PR-2026-00462,Procurement & Logistics,Media & PR,38460000.0,2026-03-27,Bidding
PR-2025-00463,IT & Infrastructure,Media & PR,29020000.0,2025-12-01,Bidding
PR-2026-00464,IT & Infrastructure,Field Survey Services,27150000.0,2026-02-13,Awarded
PR-2024-00465,Risk & Compliance,Office Consumables,13100000.0,2024-11-22,Awarded
PR-2026-00466,IT & Infrastructure,Field Survey Services,24300000.0,2026-03-04,Awarded
PR-2025-00467,Lending Operations,Field Survey Services,41130000.0,2025-07-08,Awarded
PR-2025-00468,Procurement & Logistics,Media & PR,29250000.0,2025-01-08,Awarded
PR-2025-00469,Executive Admin,Hardware Procurement,21580000.0,2025-11-15,Awarded
PR-2024-00470,Lending Operations,Software Licenses,6500000.0,2024-09-08,Awarded
PR-2024-00471,Executive Admin,Media & PR,6710000.0,2024-12-10,Bidding
PR-2025-00472,Lending Operations,Office Consumables,13510000.0,2025-12-18,Awarded
PR-2025-00473,IT & Infrastructure,Software Licenses,8460000.0,2025-02-11,Awarded
PR-2026-00474,IT & Infrastructure,Hardware Procurement,41480000.0,2026-07-04,Awarded
PR-2025-00475,Procurement & Logistics,Media & PR,13390000.0,2025-08-19,Awarded
PR-2025-00476,Lending Operations,Office Consumables,23950000.0,2025-09-17,Awarded
PR-2025-00477,Risk & Compliance,Software Licenses,4620000.0,2025-04-08,Bidding
PR-2025-00478,Risk & Compliance,Software Licenses,43350000.0,2025-07-06,Awarded
PR-2025-00479,Executive Admin,Media & PR,26440000.0,2025-12-16,Awarded
PR-2024-00480,IT & Infrastructure,Software Licenses,12730000.0,2024-08-30,Cancelled
PR-2024-00481,IT & Infrastructure,Media & PR,41830000.0,2024-10-16,Awarded
PR-2025-00482,Executive Admin,Field Survey Services,14370000.0,2025-12-13,Awarded
PR-2026-00483,Procurement & Logistics,Media & PR,15490000.0,2026-06-07,Bidding
PR-2025-00484,Lending Operations,Media & PR,11300000.0,2025-08-17,Awarded
PR-2024-00485,Risk & Compliance,Field Survey Services,16120000.0,2024-11-18,Awarded
PR-2025-00486,Risk & Compliance,Media & PR,33000000.0,2025-06-03,Awarded
PR-2024-00487,Risk & Compliance,Software Licenses,4500000.0,2024-09-17,Bidding
PR-2025-00488,Risk & Compliance,Software Licenses,17090000.0,2025-08-06,Cancelled
PR-2024-00489,Procurement & Logistics,Office Consumables,2900000.0,2024-10-02,Awarded
PR-2025-00490,Procurement & Logistics,Office Consumables,7230000.0,2025-05-09,Awarded
PR-2024-00491,Risk & Compliance,Media & PR,18860000.0,2024-08-26,Awarded
PR-2025-00492,Risk & Compliance,Office Consumables,34410000.0,2025-06-04,Awarded
PR-2026-00493,Lending Operations,Hardware Procurement,37760000.0,2026-03-13,Awarded
PR-2025-00494,Procurement & Logistics,Office Consumables,8800000.0,2025-05-12,Awarded
PR-2025-00495,Executive Admin,Office Consumables,27790000.0,2025-03-05,Awarded
PR-2026-00496,Executive Admin,Software Licenses,1070000.0,2026-07-03,Awarded
PR-2024-00497,Executive Admin,Media & PR,29560000.0,2024-12-10,Awarded
PR-2025-00498,Risk & Compliance,Field Survey Services,25990000.0,2025-06-12,Awarded
PR-2025-00499,Procurement & Logistics,Hardware Procurement,18030000.0,2025-07-23,Awarded
PR-2024-00500,Lending Operations,Field Survey Services,40580000.0,2024-09-16,Bidding
PR-2025-00501,Executive Admin,Media & PR,41720000.0,2025-09-04,Bidding
PR-2025-00502,Executive Admin,Hardware Procurement,5250000.0,2025-07-28,Awarded
PR-2024-00503,IT & Infrastructure,Office Consumables,39620000.0,2024-08-23,Awarded
PR-2026-00504,Lending Operations,Office Consumables,36490000.0,2026-07-08,Awarded
PR-2025-00505,Executive Admin,Hardware Procurement,11460000.0,2025-08-13,Bidding
PR-2026-00506,Procurement & Logistics,Media & PR,23890000.0,2026-04-18,Awarded
PR-2024-00507,IT & Infrastructure,Hardware Procurement,35020000.0,2024-08-17,Awarded
PR-2024-00508,Procurement & Logistics,Office Consumables,43620000.0,2024-12-30,Awarded
PR-2024-00509,Lending Operations,Media & PR,6070000.0,2024-12-04,Awarded
PR-2025-00510,Procurement & Logistics,Hardware Procurement,32980000.0,2025-11-19,Awarded
PR-2025-00511,Lending Operations,Hardware Procurement,5410000.0,2025-01-25,Bidding
PR-2024-00512,IT & Infrastructure,Software Licenses,22930000.0,2024-09-12,Awarded
PR-2024-00513,IT & Infrastructure,Field Survey Services,15000000.0,2024-11-19,Bidding
PR-2026-00514,IT & Infrastructure,Hardware Procurement,11640000.0,2026-02-25,Awarded
PR-2026-00515,Lending Operations,Office Consumables,29300000.0,2026-06-21,Awarded
PR-2025-00516,IT & Infrastructure,Software Licenses,10720000.0,2025-03-29,Awarded
PR-2025-00517,IT & Infrastructure,Media & PR,25200000.0,2025-11-24,Awarded
PR-2026-00518,Procurement & Logistics,Field Survey Services,23380000.0,2026-04-12,Awarded
PR-2025-00519,Procurement & Logistics,Media & PR,20830000.0,2025-06-05,Awarded
PR-2026-00520,IT & Infrastructure,Hardware Procurement,36330000.0,2026-02-20,Awarded
PR-2025-00521,Executive Admin,Field Survey Services,8900000.0,2025-04-29,Awarded
PR-2026-00522,Procurement & Logistics,Software Licenses,940000.0,2026-02-14,Awarded
PR-2025-00523,Executive Admin,Hardware Procurement,5210000.0,2025-06-17,Awarded
PR-2025-00524,Executive Admin,Hardware Procurement,38820000.0,2025-12-01,Awarded
PR-2024-00525,Executive Admin,Hardware Procurement,13970000.0,2024-12-09,Awarded
PR-2026-00526,Lending Operations,Media & PR,8270000.0,2026-05-26,Awarded
PR-2024-00527,Procurement & Logistics,Media & PR,18760000.0,2024-08-21,Awarded
PR-2026-00528,IT & Infrastructure,Office Consumables,37720000.0,2026-05-01,Awarded
PR-2024-00529,Executive Admin,Office Consumables,25380000.0,2024-11-03,Awarded
PR-2025-00530,Lending Operations,Hardware Procurement,21650000.0,2025-03-02,Awarded
PR-2025-00531,Procurement & Logistics,Office Consumables,13100000.0,2025-02-18,Awarded
PR-2025-00532,Procurement & Logistics,Office Consumables,6770000.0,2025-03-26,Awarded
PR-2024-00533,Procurement & Logistics,Field Survey Services,32380000.0,2024-11-09,Awarded
PR-2026-00534,Risk & Compliance,Office Consumables,41750000.0,2026-01-30,Awarded
PR-2025-00535,Executive Admin,Hardware Procurement,2140000.0,2025-04-07,Awarded
PR-2026-00536,Executive Admin,Media & PR,16730000.0,2026-06-02,Awarded
PR-2026-00537,Procurement & Logistics,Hardware Procurement,43140000.0,2026-05-29,Bidding
PR-2025-00538,IT & Infrastructure,Office Consumables,39420000.0,2025-01-10,Awarded
PR-2024-00539,Procurement & Logistics,Media & PR,8980000.0,2024-09-12,Awarded
PR-2025-00540,Risk & Compliance,Hardware Procurement,25870000.0,2025-10-23,Awarded
PR-2024-00541,IT & Infrastructure,Office Consumables,34720000.0,2024-12-26,Cancelled
PR-2026-00542,Executive Admin,Hardware Procurement,30380000.0,2026-05-31,Awarded
PR-2025-00543,IT & Infrastructure,Field Survey Services,22010000.0,2025-03-19,Awarded
PR-2026-00544,Risk & Compliance,Software Licenses,22180000.0,2026-07-11,Awarded
PR-2025-00545,Risk & Compliance,Office Consumables,41340000.0,2025-10-28,Awarded
PR-2025-00546,Procurement & Logistics,Software Licenses,10550000.0,2025-08-03,Awarded
PR-2024-00547,Executive Admin,Hardware Procurement,13170000.0,2024-09-29,Awarded
PR-2025-00548,Risk & Compliance,Field Survey Services,9320000.0,2025-01-11,Awarded
PR-2024-00549,Risk & Compliance,Media & PR,15170000.0,2024-10-16,Bidding
PR-2025-00550,Procurement & Logistics,Media & PR,2690000.0,2025-06-04,Bidding
PR-2025-00551,IT & Infrastructure,Field Survey Services,32670000.0,2025-07-26,Awarded
PR-2024-00552,Risk & Compliance,Hardware Procurement,39830000.0,2024-09-14,Awarded
PR-2024-00553,Executive Admin,Software Licenses,28700000.0,2024-09-06,Awarded
PR-2025-00554,Procurement & Logistics,Media & PR,18050000.0,2025-05-25,Awarded
PR-2024-00555,IT & Infrastructure,Office Consumables,41460000.0,2024-10-01,Bidding
PR-2024-00556,Executive Admin,Hardware Procurement,27860000.0,2024-12-29,Awarded
PR-2026-00557,Procurement & Logistics,Office Consumables,9770000.0,2026-07-01,Awarded
PR-2024-00558,Risk & Compliance,Field Survey Services,20010000.0,2024-10-23,Bidding
PR-2025-00559,Executive Admin,Hardware Procurement,6540000.0,2025-06-09,Awarded
PR-2026-00560,IT & Infrastructure,Media & PR,2040000.0,2026-02-07,Awarded
PR-2025-00561,Risk & Compliance,Field Survey Services,25420000.0,2025-12-07,Awarded
PR-2025-00562,Executive Admin,Media & PR,31680000.0,2025-02-02,Cancelled
PR-2025-00563,Executive Admin,Field Survey Services,36810000.0,2025-01-28,Awarded
PR-2026-00564,Procurement & Logistics,Software Licenses,13240000.0,2026-05-14,Awarded
PR-2025-00565,Risk & Compliance,Hardware Procurement,8270000.0,2025-12-24,Bidding
PR-2026-00566,Risk & Compliance,Software Licenses,41870000.0,2026-04-09,Awarded
PR-2025-00567,Lending Operations,Hardware Procurement,21850000.0,2025-01-25,Awarded
PR-2025-00568,Executive Admin,Software Licenses,10760000.0,2025-05-20,Awarded
PR-2025-00569,Risk & Compliance,Office Consumables,9400000.0,2025-03-09,Awarded
PR-2024-00570,Procurement & Logistics,Field Survey Services,6050000.0,2024-09-12,Awarded
PR-2025-00571,IT & Infrastructure,Hardware Procurement,37870000.0,2025-08-24,Awarded
PR-2025-00572,Lending Operations,Hardware Procurement,29480000.0,2025-07-18,Awarded
PR-2026-00573,Risk & Compliance,Office Consumables,10400000.0,2026-07-09,Awarded
PR-2024-00574,Risk & Compliance,Hardware Procurement,27080000.0,2024-08-05,Awarded
PR-2026-00575,IT & Infrastructure,Office Consumables,20420000.0,2026-03-08,Bidding
PR-2025-00576,Risk & Compliance,Software Licenses,25700000.0,2025-11-02,Bidding
PR-2024-00577,Risk & Compliance,Office Consumables,22710000.0,2024-09-22,Bidding
PR-2024-00578,Executive Admin,Hardware Procurement,42020000.0,2024-11-14,Bidding
PR-2025-00579,IT & Infrastructure,Hardware Procurement,44870000.0,2025-07-01,Awarded
PR-2025-00580,Risk & Compliance,Hardware Procurement,32430000.0,2025-11-15,Awarded
PR-2025-00581,IT & Infrastructure,Office Consumables,25110000.0,2025-12-02,Awarded
PR-2025-00582,Lending Operations,Field Survey Services,33890000.0,2025-06-10,Awarded
PR-2026-00583,IT & Infrastructure,Software Licenses,13120000.0,2026-07-29,Awarded
PR-2026-00584,IT & Infrastructure,Software Licenses,36450000.0,2026-06-02,Awarded
PR-2026-00585,Risk & Compliance,Media & PR,32700000.0,2026-06-10,Awarded
PR-2024-00586,IT & Infrastructure,Office Consumables,4290000.0,2024-08-25,Bidding
PR-2025-00587,Lending Operations,Media & PR,14280000.0,2025-08-07,Awarded
PR-2024-00588,IT & Infrastructure,Field Survey Services,5700000.0,2024-11-02,Awarded
PR-2025-00589,Executive Admin,Field Survey Services,37690000.0,2025-06-26,Awarded
PR-2024-00590,Risk & Compliance,Media & PR,40380000.0,2024-12-23,Awarded
PR-2026-00591,Risk & Compliance,Software Licenses,41640000.0,2026-03-03,Awarded
PR-2025-00592,Lending Operations,Hardware Procurement,1270000.0,2025-04-29,Awarded
PR-2025-00593,Executive Admin,Office Consumables,14930000.0,2025-03-14,Bidding
PR-2026-00594,Executive Admin,Hardware Procurement,3710000.0,2026-03-19,Awarded
PR-2025-00595,Risk & Compliance,Media & PR,1550000.0,2025-08-03,Bidding
PR-2026-00596,IT & Infrastructure,Media & PR,19270000.0,2026-05-12,Bidding
PR-2026-00597,Lending Operations,Office Consumables,4930000.0,2026-02-04,Bidding
PR-2025-00598,Lending Operations,Office Consumables,11630000.0,2025-03-15,Awarded
PR-2025-00599,Lending Operations,Field Survey Services,10160000.0,2025-04-22,Awarded
PR-2025-00600,Executive Admin,Media & PR,27530000.0,2025-12-31,Awarded
PR-2025-00601,Executive Admin,Hardware Procurement,3800000.0,2025-11-01,Awarded
PR-2025-00602,Risk & Compliance,Office Consumables,26160000.0,2025-05-18,Bidding
PR-2026-00603,IT & Infrastructure,Software Licenses,23220000.0,2026-03-05,Awarded
PR-2026-00604,Executive Admin,Software Licenses,36730000.0,2026-05-08,Bidding
PR-2025-00605,Lending Operations,Software Licenses,10350000.0,2025-05-02,Awarded
PR-2025-00606,Risk & Compliance,Software Licenses,42170000.0,2025-01-29,Awarded
PR-2025-00607,Executive Admin,Media & PR,36950000.0,2025-09-29,Awarded
PR-2025-00608,Executive Admin,Software Licenses,6000000.0,2025-07-31,Awarded
PR-2024-00609,Executive Admin,Field Survey Services,44850000.0,2024-11-15,Awarded
PR-2024-00610,Lending Operations,Hardware Procurement,12280000.0,2024-11-24,Bidding
PR-2026-00611,Risk & Compliance,Hardware Procurement,9710000.0,2026-06-21,Awarded
PR-2026-00612,IT & Infrastructure,Software Licenses,21670000.0,2026-05-08,Awarded
PR-2026-00613,Executive Admin,Office Consumables,6350000.0,2026-07-23,Awarded
PR-2026-00614,Executive Admin,Media & PR,3540000.0,2026-01-28,Bidding
PR-2026-00615,IT & Infrastructure,Software Licenses,6520000.0,2026-04-26,Awarded
PR-2024-00616,IT & Infrastructure,Hardware Procurement,7850000.0,2024-12-04,Awarded
PR-2026-00617,IT & Infrastructure,Field Survey Services,38690000.0,2026-05-21,Awarded
PR-2026-00618,Procurement & Logistics,Media & PR,18170000.0,2026-06-29,Awarded
PR-2025-00619,Executive Admin,Office Consumables,23510000.0,2025-01-03,Awarded
PR-2024-00620,Executive Admin,Hardware Procurement,35140000.0,2024-11-08,Bidding
PR-2025-00621,Lending Operations,Field Survey Services,37590000.0,2025-01-28,Awarded
PR-2026-00622,Risk & Compliance,Software Licenses,15660000.0,2026-03-01,Cancelled
PR-2025-00623,Risk & Compliance,Software Licenses,44110000.0,2025-08-18,Awarded
PR-2026-00624,Lending Operations,Software Licenses,31150000.0,2026-03-08,Awarded
PR-2024-00625,Risk & Compliance,Hardware Procurement,9720000.0,2024-11-21,Bidding
PR-2025-00626,Lending Operations,Media & PR,250000.0,2025-02-07,Bidding
PR-2024-00627,Risk & Compliance,Software Licenses,4390000.0,2024-10-05,Awarded
PR-2026-00628,Executive Admin,Field Survey Services,12330000.0,2026-01-19,Bidding
PR-2026-00629,Executive Admin,Field Survey Services,6630000.0,2026-03-14,Awarded
PR-2024-00630,Risk & Compliance,Software Licenses,9680000.0,2024-09-22,Bidding
PR-2025-00631,IT & Infrastructure,Software Licenses,31390000.0,2025-10-10,Awarded
PR-2024-00632,Lending Operations,Office Consumables,5990000.0,2024-09-01,Awarded
PR-2026-00633,Risk & Compliance,Media & PR,29110000.0,2026-07-22,Awarded
PR-2024-00634,Procurement & Logistics,Software Licenses,30020000.0,2024-08-10,Awarded
PR-2026-00635,Executive Admin,Media & PR,35480000.0,2026-03-13,Awarded
PR-2025-00636,IT & Infrastructure,Field Survey Services,30860000.0,2025-11-03,Awarded
PR-2024-00637,Procurement & Logistics,Office Consumables,26710000.0,2024-10-06,Awarded
PR-2025-00638,Lending Operations,Software Licenses,1670000.0,2025-09-22,Bidding
PR-2025-00639,Executive Admin,Software Licenses,15490000.0,2025-10-25,Awarded
PR-2025-00640,IT & Infrastructure,Hardware Procurement,1410000.0,2025-05-20,Awarded
PR-2026-00641,Procurement & Logistics,Office Consumables,14670000.0,2026-02-18,Awarded
PR-2026-00642,Risk & Compliance,Media & PR,15880000.0,2026-06-06,Awarded
PR-2025-00643,Risk & Compliance,Media & PR,40350000.0,2025-06-06,Bidding
PR-2025-00644,Procurement & Logistics,Hardware Procurement,43850000.0,2025-07-07,Awarded
PR-2025-00645,Executive Admin,Office Consumables,32330000.0,2025-05-16,Awarded
PR-2025-00646,Executive Admin,Office Consumables,34690000.0,2025-11-25,Cancelled
PR-2024-00647,Risk & Compliance,Office Consumables,33520000.0,2024-10-02,Awarded
PR-2025-00648,Lending Operations,Software Licenses,12230000.0,2025-06-23,Cancelled
