award_id,requisition_id,bid_id,vendor_id,awarded_value,award_date,award_justification
AWD-2025-00103,PR-2025-00785,BID-2025-000391,PRC-VND-0120,32113000.0,2025-05-09,Prior Satisfactory Performance
AWD-2025-00104,PR-2025-00200,BID-2025-000401,PRC-VND-0018,28146000.0,2025-05-16,Lowest Responsive Bid
AWD-2025-00105,PR-2025-00091,BID-2025-000414,PRC-VND-0031,31506000.0,2025-05-08,Lowest Responsive Bid
AWD-2025-00106,PR-2025-00451,BID-2025-000422,PRC-VND-0132,29001000.0,2025-05-17,Lowest Responsive Bid
AWD-2025-00107,PR-2025-00599,BID-2025-000425,PRC-VND-0034,8606000.0,2025-05-17,Lowest Responsive Bid
AWD-2025-00108,PR-2025-00172,BID-2025-000427,PRC-VND-0077,29460000.0,2025-05-25,Best Evaluated Bid - Technical Score
AWD-2025-00109,PR-2025-00256,BID-2025-000430,PRC-VND-0006,9264000.0,2025-05-29,Lowest Responsive Bid
AWD-2025-00110,PR-2025-00455,BID-2025-000436,PRC-VND-0108,25979000.0,2025-05-17,Lowest Responsive Bid
AWD-2025-00111,PR-2025-00678,BID-2025-000445,PRC-VND-0129,30918000.0,2025-05-13,Lowest Responsive Bid
AWD-2025-00112,PR-2025-00346,BID-2025-000448,PRC-VND-0089,9835000.0,2025-05-18,Lowest Responsive Bid
AWD-2025-00113,PR-2025-00521,BID-2025-000452,PRC-VND-0064,8170000.0,2025-06-04,Delivery Timeline Advantage
AWD-2025-00114,PR-2025-00592,BID-2025-000460,PRC-VND-0096,1079000.0,2025-05-30,Lowest Responsive Bid
AWD-2025-00115,PR-2025-00024,BID-2025-000462,PRC-VND-0084,8347000.0,2025-06-03,Lowest Responsive Bid
AWD-2025-00116,PR-2025-00605,BID-2025-000474,PRC-VND-0012,11074000.0,2025-05-29,Delivery Timeline Advantage
AWD-2025-00117,PR-2025-00728,BID-2025-000483,PRC-VND-0078,16164000.0,2025-06-07,Lowest Responsive Bid
AWD-2025-00118,PR-2025-00240,BID-2025-000486,PRC-VND-0028,21639000.0,2025-06-10,Prior Satisfactory Performance
AWD-2025-00119,PR-2025-00457,BID-2025-000487,PRC-VND-0018,11357000.0,2025-06-13,Delivery Timeline Advantage
AWD-2025-00120,PR-2025-00490,BID-2025-000491,PRC-VND-0138,6282000.0,2025-06-05,Lowest Responsive Bid
AWD-2025-00121,PR-2025-00160,BID-2025-000497,PRC-VND-0138,26483000.0,2025-06-14,Lowest Responsive Bid
AWD-2025-00122,PR-2025-00494,BID-2025-000500,PRC-VND-0113,8890000.0,2025-06-19,Delivery Timeline Advantage
AWD-2025-00123,PR-2025-00276,BID-2025-000507,PRC-VND-0037,25305000.0,2025-06-10,Prior Satisfactory Performance
AWD-2025-00124,PR-2025-00719,BID-2025-000511,PRC-VND-0066,27886000.0,2025-06-12,Lowest Responsive Bid
AWD-2025-00125,PR-2025-00458,BID-2025-000514,PRC-VND-0077,23156000.0,2025-06-11,Lowest Responsive Bid
AWD-2025-00126,PR-2025-00645,BID-2025-000518,PRC-VND-0128,26998000.0,2025-06-16,Lowest Responsive Bid
AWD-2025-00127,PR-2025-00737,BID-2025-000526,PRC-VND-0126,13197000.0,2025-06-12,Best Evaluated Bid - Technical Score
AWD-2025-00128,PR-2025-00568,BID-2025-000533,PRC-VND-0007,9316000.0,2025-06-28,Lowest Responsive Bid
AWD-2025-00129,PR-2025-00640,BID-2025-000536,PRC-VND-0086,1566000.0,2025-06-12,Lowest Responsive Bid
AWD-2025-00130,PR-2025-00554,BID-2025-000540,PRC-VND-0085,16347000.0,2025-06-29,Lowest Responsive Bid
AWD-2025-00131,PR-2025-00181,BID-2025-000552,PRC-VND-0090,15187000.0,2025-06-14,Lowest Responsive Bid
AWD-2025-00132,PR-2025-00720,BID-2025-000555,PRC-VND-0027,12530000.0,2025-06-21,Lowest Responsive Bid
AWD-2025-00133,PR-2025-00380,BID-2025-000560,PRC-VND-0132,6728000.0,2025-06-22,Prior Satisfactory Performance
AWD-2025-00134,PR-2025-00393,BID-2025-000562,PRC-VND-0002,22875000.0,2025-07-08,Delivery Timeline Advantage
AWD-2025-00135,PR-2025-00234,BID-2025-000567,PRC-VND-0006,6085000.0,2025-07-05,Lowest Responsive Bid
AWD-2025-00136,PR-2025-00756,BID-2025-000573,PRC-VND-0045,30899000.0,2025-06-30,Lowest Responsive Bid
AWD-2025-00137,PR-2025-00486,BID-2025-000579,PRC-VND-0035,31842000.0,2025-07-09,Lowest Responsive Bid
AWD-2025-00138,PR-2025-00735,BID-2025-000584,PRC-VND-0039,16469000.0,2025-07-09,Lowest Responsive Bid
AWD-2025-00139,PR-2025-00014,BID-2025-000592,PRC-VND-0139,12646000.0,2025-07-04,Lowest Responsive Bid
AWD-2025-00140,PR-2025-00492,BID-2025-000594,PRC-VND-0058,34163000.0,2025-07-05,Lowest Responsive Bid
AWD-2025-00141,PR-2025-00519,BID-2025-000606,PRC-VND-0105,20802000.0,2025-07-04,Best Evaluated Bid - Technical Score
AWD-2025-00142,PR-2025-00118,BID-2025-000611,PRC-VND-0048,9543000.0,2025-06-25,Lowest Responsive Bid
AWD-2025-00143,PR-2025-00163,BID-2025-000613,PRC-VND-0094,16700000.0,2025-07-02,Lowest Responsive Bid
AWD-2025-00144,PR-2025-00355,BID-2025-000618,PRC-VND-0094,18478000.0,2025-07-09,Lowest Responsive Bid
AWD-2025-00145,PR-2025-00559,BID-2025-000631,PRC-VND-0006,7053000.0,2025-06-28,Best Evaluated Bid - Technical Score
AWD-2025-00146,PR-2025-00582,BID-2025-000638,PRC-VND-0099,28060000.0,2025-07-14,Lowest Responsive Bid
AWD-2025-00147,PR-2025-00498,BID-2025-000639,PRC-VND-0004,25682000.0,2025-07-25,Best Evaluated Bid - Technical Score
AWD-2025-00148,PR-2025-00128,BID-2025-000644,PRC-VND-0067,27723000.0,2025-07-04,Lowest Responsive Bid
AWD-2025-00149,PR-2025-00717,BID-2025-000650,PRC-VND-0066,14441000.0,2025-07-08,Best Evaluated Bid - Technical Score
AWD-2025-00150,PR-2025-00296,BID-2025-000655,PRC-VND-0046,8571000.0,2025-07-25,Lowest Responsive Bid
AWD-2025-00151,PR-2025-00523,BID-2025-000656,PRC-VND-0091,4972000.0,2025-07-05,Lowest Responsive Bid
AWD-2025-00152,PR-2025-00149,BID-2025-000664,PRC-VND-0105,856000.0,2025-07-06,Prior Satisfactory Performance
AWD-2025-00153,PR-2025-00344,BID-2025-000672,PRC-VND-0001,18640000.0,2025-07-22,Prior Satisfactory Performance
AWD-2025-00154,PR-2025-00755,BID-2025-000677,PRC-VND-0088,20248000.0,2025-07-25,Delivery Timeline Advantage
AWD-2025-00155,PR-2025-00224,BID-2025-000680,PRC-VND-0065,4789000.0,2025-07-25,Best Evaluated Bid - Technical Score
AWD-2025-00156,PR-2025-00589,BID-2025-000688,PRC-VND-0074,38271000.0,2025-07-19,Lowest Responsive Bid
AWD-2025-00157,PR-2025-00704,BID-2025-000699,PRC-VND-0119,9025000.0,2025-07-31,Lowest Responsive Bid
AWD-2025-00158,PR-2025-00731,BID-2025-000701,PRC-VND-0055,41774000.0,2025-07-27,Prior Satisfactory Performance
AWD-2025-00159,PR-2025-00579,BID-2025-000708,PRC-VND-0001,42822000.0,2025-08-02,Lowest Responsive Bid
AWD-2025-00160,PR-2025-00478,BID-2025-000723,PRC-VND-0112,41635000.0,2025-07-30,Lowest Responsive Bid
AWD-2025-00161,PR-2025-00644,BID-2025-000725,PRC-VND-0036,43899000.0,2025-08-20,Lowest Responsive Bid
AWD-2025-00162,PR-2025-00025,BID-2025-000730,PRC-VND-0111,1614000.0,2025-08-08,Lowest Responsive Bid
AWD-2025-00163,PR-2025-00354,BID-2025-000742,PRC-VND-0001,30021000.0,2025-08-01,Lowest Responsive Bid
AWD-2025-00164,PR-2025-00424,BID-2025-000746,PRC-VND-0091,19378000.0,2025-08-09,Lowest Responsive Bid
AWD-2025-00165,PR-2025-00467,BID-2025-000747,PRC-VND-0069,37622000.0,2025-07-31,Lowest Responsive Bid
AWD-2025-00166,PR-2025-00006,BID-2025-000751,PRC-VND-0036,28304000.0,2025-08-19,Lowest Responsive Bid
AWD-2025-00167,PR-2025-00058,BID-2025-000758,PRC-VND-0122,26114000.0,2025-07-31,Lowest Responsive Bid
AWD-2025-00168,PR-2025-00386,BID-2025-000764,PRC-VND-0029,41522000.0,2025-08-11,Lowest Responsive Bid
AWD-2025-00169,PR-2025-00176,BID-2025-000776,PRC-VND-0089,27761000.0,2025-08-11,Lowest Responsive Bid
AWD-2025-00170,PR-2025-00736,BID-2025-000781,PRC-VND-0067,24741000.0,2025-08-24,Delivery Timeline Advantage
AWD-2025-00171,PR-2025-00413,BID-2025-000784,PRC-VND-0144,35436000.0,2025-08-29,Lowest Responsive Bid
AWD-2025-00172,PR-2025-00572,BID-2025-000792,PRC-VND-0141,26322000.0,2025-08-17,Lowest Responsive Bid
AWD-2025-00173,PR-2025-00297,BID-2025-000794,PRC-VND-0122,2821000.0,2025-08-24,Prior Satisfactory Performance
AWD-2025-00174,PR-2025-00710,BID-2025-000798,PRC-VND-0072,13398000.0,2025-08-16,Best Evaluated Bid - Technical Score
AWD-2025-00175,PR-2025-00499,BID-2025-000808,PRC-VND-0061,16609000.0,2025-08-25,Lowest Responsive Bid
AWD-2025-00176,PR-2025-00040,BID-2025-000814,PRC-VND-0142,13758000.0,2025-08-08,Lowest Responsive Bid
AWD-2025-00177,PR-2025-00420,BID-2025-000817,PRC-VND-0091,5559000.0,2025-09-02,Lowest Responsive Bid
AWD-2025-00178,PR-2025-00431,BID-2025-000826,PRC-VND-0039,7582000.0,2025-08-25,Lowest Responsive Bid
AWD-2025-00179,PR-2025-00454,BID-2025-000828,PRC-VND-0121,24981000.0,2025-08-24,Lowest Responsive Bid
AWD-2025-00180,PR-2025-00551,BID-2025-000835,PRC-VND-0004,28490000.0,2025-08-20,Lowest Responsive Bid
AWD-2025-00181,PR-2025-00437,BID-2025-000841,PRC-VND-0031,35349000.0,2025-08-18,Lowest Responsive Bid
AWD-2025-00182,PR-2025-00502,BID-2025-000843,PRC-VND-0091,5248000.0,2025-09-02,Prior Satisfactory Performance
AWD-2025-00183,PR-2025-00002,BID-2025-000846,PRC-VND-0093,44455000.0,2025-08-30,Lowest Responsive Bid
AWD-2025-00184,PR-2025-00277,BID-2025-000855,PRC-VND-0106,11219000.0,2025-08-30,Lowest Responsive Bid
AWD-2025-00185,PR-2025-00702,BID-2025-000861,PRC-VND-0109,9376000.0,2025-09-01,Lowest Responsive Bid
AWD-2025-00186,PR-2025-00608,BID-2025-000867,PRC-VND-0042,4977000.0,2025-08-30,Lowest Responsive Bid
AWD-2025-00187,PR-2025-00660,BID-2025-000869,PRC-VND-0003,21042000.0,2025-08-29,Delivery Timeline Advantage
AWD-2025-00188,PR-2025-00546,BID-2025-000882,PRC-VND-0132,8790000.0,2025-09-03,Lowest Responsive Bid
AWD-2025-00189,PR-2025-00319,BID-2025-000895,PRC-VND-0093,6274000.0,2025-09-11,Prior Satisfactory Performance
AWD-2025-00190,PR-2025-00751,BID-2025-000898,PRC-VND-0144,43929000.0,2025-09-03,Prior Satisfactory Performance
AWD-2025-00191,PR-2025-00122,BID-2025-000909,PRC-VND-0006,15047000.0,2025-09-18,Lowest Responsive Bid
AWD-2025-00192,PR-2025-00328,BID-2025-000913,PRC-VND-0136,26633000.0,2025-09-07,Delivery Timeline Advantage
AWD-2025-00193,PR-2025-00587,BID-2025-000917,PRC-VND-0040,12087000.0,2025-09-09,Lowest Responsive Bid
AWD-2025-00194,PR-2025-00107,BID-2025-000921,PRC-VND-0037,5406000.0,2025-09-11,Lowest Responsive Bid
AWD-2025-00195,PR-2025-00059,BID-2025-000927,PRC-VND-0119,29984000.0,2025-09-12,Delivery Timeline Advantage
AWD-2025-00196,PR-2025-00028,BID-2025-000931,PRC-VND-0079,17924000.0,2025-09-23,Lowest Responsive Bid
AWD-2025-00197,PR-2025-00038,BID-2025-000934,PRC-VND-0145,33173000.0,2025-09-20,Delivery Timeline Advantage
AWD-2025-00198,PR-2025-00672,BID-2025-000944,PRC-VND-0009,16906000.0,2025-09-04,Lowest Responsive Bid
AWD-2025-00199,PR-2025-00402,BID-2025-000953,PRC-VND-0005,40071000.0,2025-09-15,Lowest Responsive Bid
AWD-2025-00200,PR-2025-00484,BID-2025-000961,PRC-VND-0080,10901000.0,2025-09-20,Lowest Responsive Bid
AWD-2025-00201,PR-2025-00623,BID-2025-000966,PRC-VND-0012,43990000.0,2025-09-11,Lowest Responsive Bid
AWD-2025-00202,PR-2025-00475,BID-2025-000971,PRC-VND-0040,13236000.0,2025-09-19,Lowest Responsive Bid
AWD-2025-00203,PR-2025-00078,BID-2025-000973,PRC-VND-0123,20537000.0,2025-09-24,Lowest Responsive Bid
AWD-2025-00204,PR-2025-00264,BID-2025-000978,PRC-VND-0092,13460000.0,2025-09-11,Lowest Responsive Bid
AWD-2025-00205,PR-2025-00685,BID-2025-000986,PRC-VND-0017,21644000.0,2025-10-01,Lowest Responsive Bid
AWD-2025-00206,PR-2025-00571,BID-2025-000989,PRC-VND-0116,33881000.0,2025-09-28,Lowest Responsive Bid
AWD-2025-00207,PR-2025-00034,BID-2025-000992,PRC-VND-0118,10332000.0,2025-10-03,Lowest Responsive Bid
AWD-2025-00208,PR-2025-00308,BID-2025-000995,PRC-VND-0112,30244000.0,2025-09-25,Prior Satisfactory Performance
AWD-2025-00209,PR-2025-00119,BID-2025-001000,PRC-VND-0087,14508000.0,2025-09-12,Lowest Responsive Bid
AWD-2025-00210,PR-2025-00009,BID-2025-001007,PRC-VND-0018,12151000.0,2025-09-20,Delivery Timeline Advantage
AWD-2025-00211,PR-2025-00428,BID-2025-001019,PRC-VND-0010,24666000.0,2025-10-09,Delivery Timeline Advantage
AWD-2025-00212,PR-2025-00421,BID-2025-001020,PRC-VND-0113,25407000.0,2025-09-27,Prior Satisfactory Performance
AWD-2025-00213,PR-2025-00195,BID-2025-001031,PRC-VND-0017,36026000.0,2025-09-30,Lowest Responsive Bid
AWD-2025-00214,PR-2025-00207,BID-2025-001033,PRC-VND-0043,13808000.0,2025-09-23,Lowest Responsive Bid
AWD-2025-00215,PR-2025-00777,BID-2025-001038,PRC-VND-0028,16645000.0,2025-10-13,Lowest Responsive Bid
AWD-2025-00216,PR-2025-00267,BID-2025-001052,PRC-VND-0004,41479000.0,2025-10-19,Lowest Responsive Bid
AWD-2025-00217,PR-2025-00242,BID-2025-001062,PRC-VND-0066,20644000.0,2025-10-07,Lowest Responsive Bid
AWD-2025-00218,PR-2025-00300,BID-2025-001067,PRC-VND-0031,23523000.0,2025-09-30,Lowest Responsive Bid
AWD-2025-00219,PR-2025-00010,BID-2025-001074,PRC-VND-0009,24364000.0,2025-09-29,Prior Satisfactory Performance
AWD-2025-00220,PR-2025-00315,BID-2025-001084,PRC-VND-0011,26439000.0,2025-10-13,Lowest Responsive Bid
AWD-2025-00221,PR-2025-00012,BID-2025-001096,PRC-VND-0017,8032000.0,2025-10-09,Lowest Responsive Bid
AWD-2025-00222,PR-2025-00237,BID-2025-001102,PRC-VND-0049,22622000.0,2025-10-08,Lowest Responsive Bid
AWD-2025-00223,PR-2025-00782,BID-2025-001107,PRC-VND-0140,3846000.0,2025-10-04,Delivery Timeline Advantage
AWD-2025-00224,PR-2025-00295,BID-2025-001113,PRC-VND-0001,4841000.0,2025-10-18,Lowest Responsive Bid
AWD-2025-00225,PR-2025-00397,BID-2025-001118,PRC-VND-0065,2185000.0,2025-10-25,Lowest Responsive Bid
AWD-2025-00226,PR-2025-00205,BID-2025-001122,PRC-VND-0073,5871000.0,2025-10-12,Lowest Responsive Bid
AWD-2025-00227,PR-2025-00071,BID-2025-001124,PRC-VND-0061,15510000.0,2025-10-22,Lowest Responsive Bid
AWD-2025-00228,PR-2025-00649,BID-2025-001134,PRC-VND-0068,19260000.0,2025-10-06,Lowest Responsive Bid
AWD-2025-00229,PR-2025-00383,BID-2025-001138,PRC-VND-0068,33378000.0,2025-10-18,Lowest Responsive Bid
AWD-2025-00230,PR-2025-00476,BID-2025-001148,PRC-VND-0138,22989000.0,2025-10-17,Lowest Responsive Bid
AWD-2025-00231,PR-2025-00716,BID-2025-001149,PRC-VND-0061,3234000.0,2025-10-18,Lowest Responsive Bid
AWD-2025-00232,PR-2025-00418,BID-2025-001157,PRC-VND-0135,33512000.0,2025-10-06,Lowest Responsive Bid
AWD-2025-00233,PR-2025-00449,BID-2025-001161,PRC-VND-0032,33204000.0,2025-10-14,Lowest Responsive Bid
AWD-2025-00234,PR-2025-00412,BID-2025-001165,PRC-VND-0033,21866000.0,2025-10-12,Best Evaluated Bid - Technical Score
AWD-2025-00235,PR-2025-00022,BID-2025-001177,PRC-VND-0077,27912000.0,2025-10-22,Lowest Responsive Bid
AWD-2025-00236,PR-2025-00436,BID-2025-001184,PRC-VND-0037,39195000.0,2025-10-22,Lowest Responsive Bid
AWD-2025-00237,PR-2025-00607,BID-2025-001189,PRC-VND-0085,30329000.0,2025-11-09,Lowest Responsive Bid
AWD-2025-00238,PR-2025-00150,BID-2025-001196,PRC-VND-0128,24633000.0,2025-10-18,Lowest Responsive Bid
AWD-2025-00239,PR-2025-00799,BID-2025-001199,PRC-VND-0014,14836000.0,2025-11-01,Lowest Responsive Bid
AWD-2025-00240,PR-2025-00156,BID-2025-001209,PRC-VND-0135,18944000.0,2025-11-19,Prior Satisfactory Performance
AWD-2025-00241,PR-2025-00199,BID-2025-001211,PRC-VND-0103,37340000.0,2025-11-15,Lowest Responsive Bid
AWD-2025-00242,PR-2025-00210,BID-2025-001217,PRC-VND-0019,30963000.0,2025-11-08,Lowest Responsive Bid
AWD-2025-00243,PR-2025-00016,BID-2025-001225,PRC-VND-0081,14547000.0,2025-11-04,Delivery Timeline Advantage
AWD-2025-00244,PR-2025-00461,BID-2025-001227,PRC-VND-0127,5018000.0,2025-11-06,Delivery Timeline Advantage
AWD-2025-00245,PR-2025-00631,BID-2025-001231,PRC-VND-0127,26554000.0,2025-11-07,Lowest Responsive Bid
AWD-2025-00246,PR-2025-00273,BID-2025-001235,PRC-VND-0076,9934000.0,2025-11-19,Lowest Responsive Bid
AWD-2025-00247,PR-2025-00653,BID-2025-001244,PRC-VND-0063,1477000.0,2025-11-16,Best Evaluated Bid - Technical Score
AWD-2025-00248,PR-2025-00289,BID-2025-001248,PRC-VND-0076,31379000.0,2025-11-10,Prior Satisfactory Performance
AWD-2025-00249,PR-2025-00792,BID-2025-001251,PRC-VND-0046,39725000.0,2025-11-21,Lowest Responsive Bid
AWD-2025-00250,PR-2025-00229,BID-2025-001257,PRC-VND-0108,5422000.0,2025-11-19,Lowest Responsive Bid
AWD-2025-00251,PR-2025-00657,BID-2025-001262,PRC-VND-0039,33508000.0,2025-11-18,Best Evaluated Bid - Technical Score
AWD-2025-00252,PR-2025-00094,BID-2025-001265,PRC-VND-0025,34396000.0,2025-12-05,Delivery Timeline Advantage
AWD-2025-00253,PR-2025-00203,BID-2025-001271,PRC-VND-0074,3890000.0,2025-11-12,Best Evaluated Bid - Technical Score
AWD-2025-00254,PR-2025-00352,BID-2025-001280,PRC-VND-0025,26409000.0,2025-11-23,Delivery Timeline Advantage
AWD-2025-00255,PR-2025-00540,BID-2025-001284,PRC-VND-0096,22260000.0,2025-11-24,Lowest Responsive Bid
AWD-2025-00256,PR-2025-00007,BID-2025-001287,PRC-VND-0033,39924000.0,2025-11-27,Delivery Timeline Advantage
AWD-2025-00257,PR-2025-00639,BID-2025-001292,PRC-VND-0067,17138000.0,2025-11-24,Prior Satisfactory Performance
AWD-2025-00258,PR-2025-00062,BID-2025-001298,PRC-VND-0064,7881000.0,2025-11-19,Prior Satisfactory Performance
AWD-2025-00259,PR-2025-00545,BID-2025-001314,PRC-VND-0083,37018000.0,2025-12-12,Lowest Responsive Bid
AWD-2025-00260,PR-2025-00216,BID-2025-001319,PRC-VND-0001,21255000.0,2025-11-21,Lowest Responsive Bid
AWD-2025-00261,PR-2025-00794,BID-2025-001329,PRC-VND-0099,3742000.0,2025-11-29,Lowest Responsive Bid
AWD-2025-00262,PR-2025-00017,BID-2025-001332,PRC-VND-0137,3924000.0,2025-12-06,Lowest Responsive Bid
AWD-2025-00263,PR-2025-00365,BID-2025-001339,PRC-VND-0106,14406000.0,2025-12-05,Lowest Responsive Bid
AWD-2025-00264,PR-2025-00601,BID-2025-001354,PRC-VND-0141,3192000.0,2025-12-11,Lowest Responsive Bid
AWD-2025-00265,PR-2025-00677,BID-2025-001360,PRC-VND-0147,7486000.0,2025-11-29,Prior Satisfactory Performance
AWD-2025-00266,PR-2025-00724,BID-2025-001364,PRC-VND-0068,16093000.0,2025-12-16,Lowest Responsive Bid
AWD-2025-00267,PR-2025-00636,BID-2025-001372,PRC-VND-0024,32097000.0,2025-12-09,Lowest Responsive Bid
AWD-2025-00268,PR-2025-00268,BID-2025-001376,PRC-VND-0125,3530000.0,2025-11-29,Lowest Responsive Bid
AWD-2025-00269,PR-2025-00305,BID-2025-001379,PRC-VND-0064,20318000.0,2025-12-13,Lowest Responsive Bid
AWD-2025-00270,PR-2025-00244,BID-2025-001382,PRC-VND-0011,32389000.0,2025-11-29,Lowest Responsive Bid
AWD-2025-00271,PR-2025-00419,BID-2025-001389,PRC-VND-0064,10426000.0,2025-12-05,Lowest Responsive Bid
AWD-2025-00272,PR-2025-00036,BID-2025-001395,PRC-VND-0109,18930000.0,2025-11-29,Lowest Responsive Bid
AWD-2025-00273,PR-2025-00008,BID-2025-001405,PRC-VND-0094,35352000.0,2025-11-30,Prior Satisfactory Performance
AWD-2025-00274,PR-2025-00469,BID-2025-001415,PRC-VND-0001,22663000.0,2025-12-18,Prior Satisfactory Performance
AWD-2025-00275,PR-2025-00580,BID-2025-001417,PRC-VND-0126,27385000.0,2025-12-06,Lowest Responsive Bid
AWD-2025-00276,PR-2025-00115,BID-2025-001426,PRC-VND-0060,35314000.0,2025-12-16,Lowest Responsive Bid
AWD-2025-00277,PR-2025-00131,BID-2025-001442,PRC-VND-0035,8046000.0,2025-12-21,Lowest Responsive Bid
AWD-2025-00278,PR-2025-00170,BID-2025-001445,PRC-VND-0083,31726000.0,2025-12-07,Lowest Responsive Bid
AWD-2025-00279,PR-2025-00510,BID-2025-001452,PRC-VND-0146,30260000.0,2025-12-29,Lowest Responsive Bid
AWD-2025-00280,PR-2025-00090,BID-2025-001461,PRC-VND-0055,11720000.0,2025-12-24,Lowest Responsive Bid
AWD-2025-00281,PR-2025-00406,BID-2025-001475,PRC-VND-0136,24459000.0,2025-12-20,Best Evaluated Bid - Technical Score
AWD-2025-00282,PR-2025-00517,BID-2025-001481,PRC-VND-0035,23551000.0,2025-12-21,Lowest Responsive Bid
AWD-2026-00001,PR-2025-00396,BID-2025-001485,PRC-VND-0112,13156000.0,2026-01-02,Lowest Responsive Bid
AWD-2025-00283,PR-2025-00763,BID-2025-001489,PRC-VND-0073,37846000.0,2025-12-28,Best Evaluated Bid - Technical Score
AWD-2026-00002,PR-2025-00800,BID-2025-001494,PRC-VND-0060,30285000.0,2026-01-01,Lowest Responsive Bid
AWD-2026-00003,PR-2025-00013,BID-2025-001504,PRC-VND-0004,25251000.0,2026-01-09,Lowest Responsive Bid
AWD-2026-00004,PR-2025-00332,BID-2025-001507,PRC-VND-0095,5286000.0,2026-01-07,Lowest Responsive Bid
AWD-2026-00005,PR-2025-00524,BID-2025-001516,PRC-VND-0141,39382000.0,2026-01-05,Lowest Responsive Bid
AWD-2025-00284,PR-2025-00790,BID-2025-001521,PRC-VND-0036,10390000.0,2025-12-16,Lowest Responsive Bid
AWD-2026-00006,PR-2025-00581,BID-2025-001532,PRC-VND-0083,26974000.0,2026-01-08,Prior Satisfactory Performance
AWD-2026-00007,PR-2025-00018,BID-2025-001538,PRC-VND-0088,9650000.0,2026-01-01,Best Evaluated Bid - Technical Score
AWD-2026-00008,PR-2025-00186,BID-2025-001541,PRC-VND-0041,19370000.0,2026-01-22,Lowest Responsive Bid
AWD-2026-00009,PR-2025-00208,BID-2025-001544,PRC-VND-0026,28200000.0,2026-01-17,Lowest Responsive Bid
AWD-2025-00285,PR-2025-00561,BID-2025-001547,PRC-VND-0049,21370000.0,2025-12-28,Lowest Responsive Bid
AWD-2025-00286,PR-2025-00053,BID-2025-001554,PRC-VND-0145,33948000.0,2025-12-31,Lowest Responsive Bid
AWD-2026-00010,PR-2025-00482,BID-2025-001567,PRC-VND-0064,13491000.0,2026-01-14,Delivery Timeline Advantage
AWD-2026-00011,PR-2025-00228,BID-2025-001569,PRC-VND-0028,23984000.0,2026-01-14,Lowest Responsive Bid
AWD-2026-00012,PR-2025-00252,BID-2025-001575,PRC-VND-0011,29701000.0,2026-01-11,Lowest Responsive Bid
AWD-2026-00013,PR-2025-00479,BID-2025-001580,PRC-VND-0015,23106000.0,2026-01-16,Lowest Responsive Bid
AWD-2026-00014,PR-2025-00152,BID-2025-001588,PRC-VND-0023,25585000.0,2026-01-27,Lowest Responsive Bid
AWD-2026-00015,PR-2025-00384,BID-2025-001598,PRC-VND-0145,29523000.0,2026-01-18,Lowest Responsive Bid
AWD-2026-00016,PR-2025-00472,BID-2025-001600,PRC-VND-0003,11795000.0,2026-01-15,Lowest Responsive Bid
AWD-2026-00017,PR-2025-00003,BID-2025-001618,PRC-VND-0016,33872000.0,2026-01-23,Lowest Responsive Bid
AWD-2026-00018,PR-2025-00113,BID-2025-001621,PRC-VND-0043,27730000.0,2026-01-15,Lowest Responsive Bid
AWD-2026-00019,PR-2025-00194,BID-2025-001628,PRC-VND-0147,16803000.0,2026-01-19,Delivery Timeline Advantage
AWD-2026-00020,PR-2025-00042,BID-2025-001643,PRC-VND-0063,21400000.0,2026-01-19,Delivery Timeline Advantage
AWD-2026-00021,PR-2025-00099,BID-2025-001645,PRC-VND-0117,7281000.0,2026-02-03,Lowest Responsive Bid
AWD-2026-00022,PR-2025-00274,BID-2025-001652,PRC-VND-0045,35422000.0,2026-01-31,Prior Satisfactory Performance
AWD-2026-00023,PR-2025-00137,BID-2025-001673,PRC-VND-0068,47542000.0,2026-01-25,Delivery Timeline Advantage
AWD-2026-00024,PR-2025-00253,BID-2025-001678,PRC-VND-0149,33392000.0,2026-01-29,Best Evaluated Bid - Technical Score
AWD-2026-00025,PR-2025-00600,BID-2025-001695,PRC-VND-0125,23070000.0,2026-01-30,Lowest Responsive Bid
AWD-2026-00026,PR-2026-00037,BID-2026-000002,PRC-VND-0086,8062000.0,2026-02-06,Lowest Responsive Bid
AWD-2026-00027,PR-2026-00093,BID-2026-000005,PRC-VND-0043,7782000.0,2026-01-22,Lowest Responsive Bid
AWD-2026-00028,PR-2026-00184,BID-2026-000008,PRC-VND-0041,31169000.0,2026-02-14,Delivery Timeline Advantage
AWD-2026-00029,PR-2026-00304,BID-2026-000010,PRC-VND-0142,4793000.0,2026-01-31,Lowest Responsive Bid
AWD-2026-00030,PR-2026-00353,BID-2026-000017,PRC-VND-0028,7567000.0,2026-02-19,Lowest Responsive Bid
AWD-2026-00031,PR-2026-00023,BID-2026-000019,PRC-VND-0018,29263000.0,2026-02-20,Lowest Responsive Bid
AWD-2026-00032,PR-2026-00215,BID-2026-000024,PRC-VND-0134,15936000.0,2026-02-02,Lowest Responsive Bid
AWD-2026-00033,PR-2026-00441,BID-2026-000027,PRC-VND-0056,34110000.0,2026-02-03,Lowest Responsive Bid
AWD-2026-00034,PR-2026-00079,BID-2026-000033,PRC-VND-0091,512000.0,2026-01-30,Lowest Responsive Bid
AWD-2026-00035,PR-2026-00246,BID-2026-000041,PRC-VND-0094,5605000.0,2026-02-13,Lowest Responsive Bid
