approval_id,application_id,amount_approved,approved_by,approval_date,conditions
APR-2024-001984,APP-2024-002557,3010000.0,OFFICER_46,2024-09-26 18:10:00,Standard Credit Review Met
APR-2024-001985,APP-2024-002558,7070000.0,OFFICER_41,2024-09-23 00:48:00,Standard Credit Review Met
APR-2024-001986,APP-2024-002559,4960000.0,OFFICER_16,2024-09-15 17:08:00,Standard Credit Review Met
APR-2024-001987,APP-2024-002560,970000.0,OFFICER_21,2024-09-12 06:07:00,Standard Credit Review Met
APR-2024-001988,APP-2024-002561,810000.0,OFFICER_32,2024-10-02 23:25:00,Standard Credit Review Met
APR-2024-001989,APP-2024-002562,4430000.0,OFFICER_50,2024-09-20 19:17:00,Standard Credit Review Met
APR-2024-001990,APP-2024-002565,4920000.0,OFFICER_39,2024-09-21 07:54:00,Standard Credit Review Met
APR-2024-001991,APP-2024-002566,1110000.0,OFFICER_28,2024-10-04 14:10:00,Standard Credit Review Met
APR-2024-001992,APP-2024-002568,6670000.0,OFFICER_47,2024-09-28 05:43:00,Standard Credit Review Met
APR-2024-001993,APP-2024-002570,1490000.0,OFFICER_15,2024-09-10 19:14:00,Standard Credit Review Met
APR-2024-001994,APP-2024-002571,4180000.0,OFFICER_49,2024-09-25 23:26:00,Standard Credit Review Met
APR-2024-001995,APP-2024-002572,3590000.0,OFFICER_33,2024-09-08 18:40:00,Standard Credit Review Met
APR-2024-001996,APP-2024-002573,4240000.0,OFFICER_45,2024-10-01 19:56:00,Standard Credit Review Met
APR-2024-001997,APP-2024-002574,6240000.0,OFFICER_33,2024-10-06 06:54:00,Standard Credit Review Met
APR-2024-001998,APP-2024-002576,3910000.0,OFFICER_23,2024-09-12 04:18:00,Standard Credit Review Met
APR-2024-001999,APP-2024-002577,4170000.0,OFFICER_25,2024-09-23 14:15:00,Standard Credit Review Met
APR-2024-002000,APP-2024-002579,2670000.0,OFFICER_25,2024-09-29 19:53:00,Standard Credit Review Met
APR-2024-002001,APP-2024-002580,3930000.0,OFFICER_43,2024-10-01 02:00:00,Standard Credit Review Met
APR-2024-002002,APP-2024-002581,4350000.0,OFFICER_44,2024-10-03 12:04:00,Standard Credit Review Met
APR-2024-002003,APP-2024-002582,6620000.0,OFFICER_38,2024-09-24 19:41:00,Standard Credit Review Met
APR-2024-002004,APP-2024-002583,2750000.0,OFFICER_12,2024-10-04 23:03:00,Standard Credit Review Met
APR-2024-002005,APP-2024-002585,2000000.0,OFFICER_16,2024-09-23 20:28:00,Standard Credit Review Met
APR-2024-002006,APP-2024-002586,2930000.0,OFFICER_20,2024-09-30 08:48:00,Standard Credit Review Met
APR-2024-002007,APP-2024-002587,1130000.0,OFFICER_40,2024-09-18 21:21:00,Standard Credit Review Met
APR-2024-002008,APP-2024-002590,1230000.0,OFFICER_28,2024-10-01 07:48:00,Standard Credit Review Met
APR-2024-002009,APP-2024-002591,6950000.0,OFFICER_48,2024-09-16 14:44:00,Standard Credit Review Met
APR-2024-002010,APP-2024-002592,2550000.0,OFFICER_11,2024-09-30 04:09:00,Standard Credit Review Met
APR-2024-002011,APP-2024-002593,2370000.0,OFFICER_29,2024-10-04 11:36:00,Standard Credit Review Met
APR-2024-002012,APP-2024-002595,5230000.0,OFFICER_18,2024-09-26 14:43:00,Standard Credit Review Met
APR-2024-002013,APP-2024-002596,7050000.0,OFFICER_50,2024-09-25 09:54:00,Standard Credit Review Met
APR-2024-002014,APP-2024-002597,2360000.0,OFFICER_47,2024-09-04 06:37:00,Standard Credit Review Met
APR-2024-002015,APP-2024-002598,5680000.0,OFFICER_35,2024-09-18 11:46:00,Standard Credit Review Met
APR-2024-002016,APP-2024-002600,2240000.0,OFFICER_43,2024-09-11 18:54:00,Standard Credit Review Met
APR-2024-002017,APP-2024-002601,3080000.0,OFFICER_40,2024-09-22 15:41:00,Standard Credit Review Met
APR-2024-002018,APP-2024-002602,4410000.0,OFFICER_31,2024-09-18 12:00:00,Standard Credit Review Met
APR-2024-002019,APP-2024-002603,5630000.0,OFFICER_48,2024-09-15 06:14:00,Standard Credit Review Met
APR-2024-002020,APP-2024-002604,3130000.0,OFFICER_46,2024-09-29 06:22:00,Standard Credit Review Met
APR-2024-002021,APP-2024-002606,3780000.0,OFFICER_12,2024-10-05 07:47:00,Standard Credit Review Met
APR-2024-002022,APP-2024-002610,2970000.0,OFFICER_25,2024-10-05 01:28:00,Standard Credit Review Met
APR-2024-002023,APP-2024-002611,800000.0,OFFICER_24,2024-09-13 23:11:00,Standard Credit Review Met
APR-2024-002024,APP-2024-002612,5500000.0,OFFICER_27,2024-09-15 01:38:00,Standard Credit Review Met
APR-2024-002025,APP-2024-002614,3640000.0,OFFICER_23,2024-09-30 04:33:00,Standard Credit Review Met
APR-2024-002026,APP-2024-002615,6580000.0,OFFICER_39,2024-09-16 18:48:00,Standard Credit Review Met
APR-2024-002027,APP-2024-002616,3980000.0,OFFICER_22,2024-09-20 01:20:00,Standard Credit Review Met
APR-2024-002028,APP-2024-002617,5270000.0,OFFICER_16,2024-09-08 14:05:00,Standard Credit Review Met
APR-2024-002029,APP-2024-002618,7180000.0,OFFICER_46,2024-09-24 06:38:00,Standard Credit Review Met
APR-2024-002030,APP-2024-002619,2110000.0,OFFICER_22,2024-09-27 13:55:00,Standard Credit Review Met
APR-2024-002031,APP-2024-002620,1340000.0,OFFICER_26,2024-09-27 20:39:00,Standard Credit Review Met
APR-2024-002032,APP-2024-002621,6540000.0,OFFICER_31,2024-09-23 08:31:00,Standard Credit Review Met
APR-2024-002033,APP-2024-002622,3230000.0,OFFICER_26,2024-09-21 16:18:00,Standard Credit Review Met
APR-2024-002034,APP-2024-002623,1130000.0,OFFICER_42,2024-09-17 10:17:00,Standard Credit Review Met
APR-2024-002035,APP-2024-002624,4960000.0,OFFICER_10,2024-09-29 14:07:00,Standard Credit Review Met
APR-2024-002036,APP-2024-002625,3750000.0,OFFICER_21,2024-10-02 16:30:00,Standard Credit Review Met
APR-2024-002037,APP-2024-002626,4710000.0,OFFICER_38,2024-09-27 13:43:00,Standard Credit Review Met
APR-2024-002038,APP-2024-002627,5540000.0,OFFICER_16,2024-09-25 21:34:00,Standard Credit Review Met
APR-2024-002039,APP-2024-002628,2100000.0,OFFICER_43,2024-09-13 09:32:00,Standard Credit Review Met
APR-2024-002040,APP-2024-002629,2210000.0,OFFICER_46,2024-09-08 21:19:00,Standard Credit Review Met
APR-2024-002041,APP-2024-002631,2730000.0,OFFICER_30,2024-09-29 05:54:00,Standard Credit Review Met
APR-2024-002042,APP-2024-002632,2040000.0,OFFICER_24,2024-09-21 20:38:00,Standard Credit Review Met
APR-2024-002043,APP-2024-002633,1360000.0,OFFICER_31,2024-09-21 09:23:00,Standard Credit Review Met
APR-2024-002044,APP-2024-002634,5410000.0,OFFICER_37,2024-10-02 23:20:00,Standard Credit Review Met
APR-2024-002045,APP-2024-002635,4360000.0,OFFICER_36,2024-09-14 13:00:00,Standard Credit Review Met
APR-2024-002046,APP-2024-002636,2140000.0,OFFICER_22,2024-09-22 04:29:00,Standard Credit Review Met
APR-2024-002047,APP-2024-002637,750000.0,OFFICER_11,2024-09-28 22:16:00,Standard Credit Review Met
APR-2024-002048,APP-2024-002638,2760000.0,OFFICER_22,2024-09-23 12:20:00,Standard Credit Review Met
APR-2024-002049,APP-2024-002639,1820000.0,OFFICER_14,2024-09-22 16:28:00,Standard Credit Review Met
APR-2024-002050,APP-2024-002640,4250000.0,OFFICER_12,2024-09-14 10:46:00,Standard Credit Review Met
APR-2024-002051,APP-2024-002642,4930000.0,OFFICER_16,2024-09-10 19:37:00,Standard Credit Review Met
APR-2024-002052,APP-2024-002643,2770000.0,OFFICER_38,2024-09-27 10:17:00,Standard Credit Review Met
APR-2024-002053,APP-2024-002644,5800000.0,OFFICER_36,2024-09-10 15:08:00,Standard Credit Review Met
APR-2024-002054,APP-2024-002645,4160000.0,OFFICER_45,2024-10-02 04:37:00,Standard Credit Review Met
APR-2024-002055,APP-2024-002647,2230000.0,OFFICER_28,2024-09-27 21:16:00,Standard Credit Review Met
APR-2024-002056,APP-2024-002648,6950000.0,OFFICER_38,2024-09-11 02:55:00,Standard Credit Review Met
APR-2024-002057,APP-2024-002649,1670000.0,OFFICER_33,2024-09-14 10:29:00,Standard Credit Review Met
APR-2024-002058,APP-2024-002650,3230000.0,OFFICER_48,2024-09-12 21:45:00,Standard Credit Review Met
APR-2024-002059,APP-2024-002651,5610000.0,OFFICER_35,2024-09-12 03:41:00,Standard Credit Review Met
APR-2024-002060,APP-2024-002652,710000.0,OFFICER_42,2024-09-27 01:53:00,Standard Credit Review Met
APR-2024-002061,APP-2024-002653,3130000.0,OFFICER_30,2024-09-10 18:27:00,Standard Credit Review Met
APR-2024-002062,APP-2024-002654,4010000.0,OFFICER_14,2024-09-18 09:36:00,Standard Credit Review Met
APR-2024-002063,APP-2024-002655,5530000.0,OFFICER_20,2024-09-12 17:49:00,Standard Credit Review Met
APR-2024-002064,APP-2024-002656,1980000.0,OFFICER_14,2024-10-02 02:36:00,Standard Credit Review Met
APR-2024-002065,APP-2024-002657,2210000.0,OFFICER_31,2024-09-30 08:29:00,Standard Credit Review Met
APR-2024-002066,APP-2024-002659,4280000.0,OFFICER_35,2024-09-16 16:49:00,Standard Credit Review Met
APR-2024-002067,APP-2024-002661,2420000.0,OFFICER_19,2024-09-08 00:14:00,Standard Credit Review Met
APR-2024-002068,APP-2024-002662,6620000.0,OFFICER_44,2024-10-04 07:37:00,Standard Credit Review Met
APR-2024-002069,APP-2024-002665,600000.0,OFFICER_29,2024-09-09 06:49:00,Standard Credit Review Met
APR-2024-002070,APP-2024-002666,2030000.0,OFFICER_18,2024-09-05 00:34:00,Standard Credit Review Met
APR-2024-002071,APP-2024-002667,6990000.0,OFFICER_23,2024-09-16 02:20:00,Standard Credit Review Met
APR-2024-002072,APP-2024-002668,3310000.0,OFFICER_23,2024-09-14 05:27:00,Standard Credit Review Met
APR-2024-002073,APP-2024-002670,7490000.0,OFFICER_34,2024-09-08 12:01:00,Standard Credit Review Met
APR-2024-002074,APP-2024-002671,1840000.0,OFFICER_34,2024-09-19 14:25:00,Standard Credit Review Met
APR-2024-002075,APP-2024-002672,7470000.0,OFFICER_47,2024-10-06 03:05:00,Standard Credit Review Met
APR-2024-002076,APP-2024-002673,1020000.0,OFFICER_41,2024-09-06 05:48:00,Standard Credit Review Met
APR-2024-002077,APP-2024-002674,6370000.0,OFFICER_23,2024-09-16 23:20:00,Standard Credit Review Met
APR-2024-002078,APP-2024-002675,7480000.0,OFFICER_42,2024-10-01 16:23:00,Standard Credit Review Met
APR-2024-002079,APP-2024-002676,1030000.0,OFFICER_35,2024-09-22 00:00:00,Standard Credit Review Met
APR-2024-002080,APP-2024-002677,6150000.0,OFFICER_29,2024-09-19 11:19:00,Standard Credit Review Met
APR-2024-002081,APP-2024-002678,6280000.0,OFFICER_40,2024-09-30 02:41:00,Standard Credit Review Met
APR-2024-002082,APP-2024-002680,6030000.0,OFFICER_46,2024-09-05 04:54:00,Standard Credit Review Met
APR-2024-002083,APP-2024-002681,7460000.0,OFFICER_12,2024-09-13 16:09:00,Standard Credit Review Met
APR-2024-002084,APP-2024-002682,4160000.0,OFFICER_33,2024-09-25 06:55:00,Standard Credit Review Met
APR-2024-002085,APP-2024-002683,5180000.0,OFFICER_43,2024-09-17 05:26:00,Standard Credit Review Met
APR-2024-002086,APP-2024-002684,6510000.0,OFFICER_20,2024-09-26 21:11:00,Standard Credit Review Met
APR-2024-002087,APP-2024-002685,1940000.0,OFFICER_26,2024-09-22 06:19:00,Standard Credit Review Met
APR-2024-002088,APP-2024-002686,4630000.0,OFFICER_11,2024-09-17 00:50:00,Standard Credit Review Met
APR-2024-002089,APP-2024-002691,6100000.0,OFFICER_17,2024-09-14 07:05:00,Standard Credit Review Met
APR-2024-002090,APP-2024-002692,4860000.0,OFFICER_18,2024-09-23 13:54:00,Standard Credit Review Met
APR-2024-002091,APP-2024-002693,700000.0,OFFICER_40,2024-10-04 20:00:00,Standard Credit Review Met
APR-2024-002092,APP-2024-002694,6670000.0,OFFICER_49,2024-09-11 10:42:00,Standard Credit Review Met
APR-2024-002093,APP-2024-002695,6340000.0,OFFICER_18,2024-09-20 15:47:00,Standard Credit Review Met
APR-2024-002094,APP-2024-002696,960000.0,OFFICER_15,2024-09-21 04:51:00,Standard Credit Review Met
APR-2024-002095,APP-2024-002697,780000.0,OFFICER_25,2024-09-25 12:18:00,Standard Credit Review Met
APR-2024-002096,APP-2024-002698,540000.0,OFFICER_31,2024-09-14 05:46:00,Standard Credit Review Met
APR-2024-002097,APP-2024-002699,6230000.0,OFFICER_18,2024-09-27 18:33:00,Standard Credit Review Met
APR-2024-002098,APP-2024-002700,5190000.0,OFFICER_34,2024-09-15 11:42:00,Standard Credit Review Met
APR-2024-002099,APP-2024-002701,5680000.0,OFFICER_50,2024-09-29 06:11:00,Standard Credit Review Met
APR-2024-002100,APP-2024-002702,3300000.0,OFFICER_10,2024-10-03 07:10:00,Standard Credit Review Met
APR-2024-002101,APP-2024-002703,7270000.0,OFFICER_50,2024-09-20 15:54:00,Standard Credit Review Met
APR-2024-002102,APP-2024-002704,570000.0,OFFICER_44,2024-09-18 14:13:00,Standard Credit Review Met
APR-2024-002103,APP-2024-002705,6120000.0,OFFICER_31,2024-09-13 23:17:00,Standard Credit Review Met
APR-2024-002104,APP-2024-002706,4610000.0,OFFICER_45,2024-10-07 05:16:00,Standard Credit Review Met
APR-2024-002105,APP-2024-002708,2440000.0,OFFICER_37,2024-10-01 16:16:00,Standard Credit Review Met
APR-2024-002106,APP-2024-002709,3540000.0,OFFICER_17,2024-09-26 04:06:00,Standard Credit Review Met
APR-2024-002107,APP-2024-002710,3450000.0,OFFICER_29,2024-09-24 22:18:00,Standard Credit Review Met
APR-2024-002108,APP-2024-002713,3200000.0,OFFICER_11,2024-09-11 04:53:00,Standard Credit Review Met
APR-2024-002109,APP-2024-002714,4540000.0,OFFICER_46,2024-09-27 23:22:00,Standard Credit Review Met
APR-2024-002110,APP-2024-002715,3270000.0,OFFICER_44,2024-09-23 01:51:00,Standard Credit Review Met
APR-2024-002111,APP-2024-002716,6910000.0,OFFICER_16,2024-09-26 16:10:00,Standard Credit Review Met
APR-2024-002112,APP-2024-002719,1860000.0,OFFICER_13,2024-09-25 13:54:00,Standard Credit Review Met
APR-2024-002113,APP-2024-002720,7200000.0,OFFICER_40,2024-09-17 12:57:00,Standard Credit Review Met
APR-2024-002114,APP-2024-002721,6060000.0,OFFICER_14,2024-09-12 04:46:00,Standard Credit Review Met
APR-2024-002115,APP-2024-002723,4930000.0,OFFICER_13,2024-09-09 23:39:00,Standard Credit Review Met
APR-2024-002116,APP-2024-002724,370000.0,OFFICER_35,2024-09-09 04:30:00,Standard Credit Review Met
APR-2024-002117,APP-2024-002725,7320000.0,OFFICER_25,2024-09-25 13:25:00,Standard Credit Review Met
APR-2024-002118,APP-2024-002726,2200000.0,OFFICER_17,2024-09-10 07:17:00,Standard Credit Review Met
APR-2024-002119,APP-2024-002728,1230000.0,OFFICER_50,2024-09-06 21:17:00,Standard Credit Review Met
APR-2024-002120,APP-2024-002729,2980000.0,OFFICER_24,2024-09-25 09:33:00,Standard Credit Review Met
APR-2024-002121,APP-2024-002730,930000.0,OFFICER_19,2024-09-18 03:34:00,Standard Credit Review Met
APR-2024-002122,APP-2024-002732,2710000.0,OFFICER_50,2024-09-04 12:53:00,Standard Credit Review Met
APR-2024-002123,APP-2024-002733,7460000.0,OFFICER_24,2024-09-19 18:10:00,Standard Credit Review Met
APR-2024-002124,APP-2024-002734,7340000.0,OFFICER_25,2024-09-10 02:46:00,Standard Credit Review Met
APR-2024-002125,APP-2024-002735,3670000.0,OFFICER_50,2024-09-28 22:27:00,Standard Credit Review Met
APR-2024-002126,APP-2024-002737,6210000.0,OFFICER_36,2024-10-05 08:40:00,Standard Credit Review Met
APR-2024-002127,APP-2024-002738,5070000.0,OFFICER_25,2024-09-20 02:00:00,Standard Credit Review Met
APR-2024-002128,APP-2024-002741,6560000.0,OFFICER_48,2024-09-25 19:53:00,Standard Credit Review Met
APR-2024-002129,APP-2024-002742,2420000.0,OFFICER_47,2024-09-30 21:24:00,Standard Credit Review Met
APR-2024-002130,APP-2024-002744,6370000.0,OFFICER_35,2024-09-19 18:43:00,Standard Credit Review Met
APR-2024-002131,APP-2024-002745,530000.0,OFFICER_46,2024-09-20 20:50:00,Standard Credit Review Met
APR-2024-002132,APP-2024-002746,860000.0,OFFICER_11,2024-09-09 12:52:00,Standard Credit Review Met
APR-2024-002133,APP-2024-002747,720000.0,OFFICER_16,2024-09-25 05:01:00,Standard Credit Review Met
APR-2024-002134,APP-2024-002748,1160000.0,OFFICER_32,2024-09-19 00:46:00,Standard Credit Review Met
APR-2024-002135,APP-2024-002749,5690000.0,OFFICER_30,2024-09-13 07:17:00,Standard Credit Review Met
APR-2024-002136,APP-2024-002750,7190000.0,OFFICER_45,2024-09-27 20:16:00,Standard Credit Review Met
APR-2024-002137,APP-2024-002751,6160000.0,OFFICER_21,2024-09-27 10:47:00,Standard Credit Review Met
APR-2024-002138,APP-2024-002752,5390000.0,OFFICER_24,2024-10-07 02:21:00,Standard Credit Review Met
APR-2024-002139,APP-2024-002753,6670000.0,OFFICER_30,2024-10-04 09:06:00,Standard Credit Review Met
APR-2024-002140,APP-2024-002754,7060000.0,OFFICER_26,2024-09-20 20:11:00,Standard Credit Review Met
APR-2024-002141,APP-2024-002755,5530000.0,OFFICER_20,2024-09-18 10:51:00,Standard Credit Review Met
APR-2024-002142,APP-2024-002756,2770000.0,OFFICER_42,2024-09-16 00:07:00,Standard Credit Review Met
APR-2024-002143,APP-2024-002758,4470000.0,OFFICER_15,2024-09-17 19:44:00,Standard Credit Review Met
APR-2024-002144,APP-2024-002759,3970000.0,OFFICER_26,2024-09-30 19:58:00,Standard Credit Review Met
APR-2024-002145,APP-2024-002760,3430000.0,OFFICER_18,2024-09-30 10:34:00,Standard Credit Review Met
APR-2024-002146,APP-2024-002761,6040000.0,OFFICER_30,2024-09-06 23:52:00,Standard Credit Review Met
APR-2024-002147,APP-2024-002762,530000.0,OFFICER_27,2024-09-18 01:15:00,Standard Credit Review Met
APR-2024-002148,APP-2024-002763,4650000.0,OFFICER_24,2024-09-20 07:53:00,Standard Credit Review Met
APR-2024-002149,APP-2024-002764,2300000.0,OFFICER_25,2024-09-26 06:09:00,Standard Credit Review Met
APR-2024-002150,APP-2024-002766,740000.0,OFFICER_36,2024-09-18 17:35:00,Standard Credit Review Met
APR-2024-002151,APP-2024-002767,7300000.0,OFFICER_26,2024-10-05 16:37:00,Standard Credit Review Met
APR-2024-002152,APP-2024-002768,6750000.0,OFFICER_25,2024-10-02 08:27:00,Standard Credit Review Met
APR-2024-002153,APP-2024-002769,4880000.0,OFFICER_25,2024-09-24 11:04:00,Standard Credit Review Met
APR-2024-002154,APP-2024-002770,3080000.0,OFFICER_44,2024-09-27 04:06:00,Standard Credit Review Met
APR-2024-002155,APP-2024-002771,2800000.0,OFFICER_24,2024-09-13 19:14:00,Standard Credit Review Met
APR-2024-002156,APP-2024-002772,1930000.0,OFFICER_49,2024-09-17 18:53:00,Standard Credit Review Met
APR-2024-002157,APP-2024-002773,5260000.0,OFFICER_11,2024-09-19 18:27:00,Standard Credit Review Met
APR-2024-002158,APP-2024-002774,3000000.0,OFFICER_40,2024-09-21 17:41:00,Standard Credit Review Met
APR-2024-002159,APP-2024-002775,5690000.0,OFFICER_46,2024-09-08 21:22:00,Standard Credit Review Met
APR-2024-002160,APP-2024-002776,5730000.0,OFFICER_37,2024-10-07 23:01:00,Standard Credit Review Met
APR-2024-002161,APP-2024-002777,740000.0,OFFICER_44,2024-09-18 06:42:00,Standard Credit Review Met
APR-2024-002162,APP-2024-002778,330000.0,OFFICER_19,2024-09-18 07:36:00,Standard Credit Review Met
APR-2024-002163,APP-2024-002780,3030000.0,OFFICER_14,2024-09-22 01:45:00,Standard Credit Review Met
APR-2024-002164,APP-2024-002781,7090000.0,OFFICER_25,2024-09-07 16:26:00,Standard Credit Review Met
APR-2024-002165,APP-2024-002782,1990000.0,OFFICER_41,2024-09-26 05:53:00,Standard Credit Review Met
APR-2024-002166,APP-2024-002783,3950000.0,OFFICER_36,2024-09-18 02:06:00,Standard Credit Review Met
APR-2024-002167,APP-2024-002784,6910000.0,OFFICER_16,2024-09-26 15:08:00,Standard Credit Review Met
APR-2024-002168,APP-2024-002785,5980000.0,OFFICER_41,2024-09-17 05:45:00,Standard Credit Review Met
APR-2024-002169,APP-2024-002786,920000.0,OFFICER_32,2024-09-10 08:25:00,Standard Credit Review Met
APR-2024-002170,APP-2024-002787,330000.0,OFFICER_26,2024-09-20 14:48:00,Standard Credit Review Met
APR-2024-002171,APP-2024-002788,1010000.0,OFFICER_33,2024-09-30 19:03:00,Standard Credit Review Met
APR-2024-002172,APP-2024-002789,5610000.0,OFFICER_30,2024-09-07 00:33:00,Standard Credit Review Met
APR-2024-002173,APP-2024-002791,3630000.0,OFFICER_22,2024-09-22 11:54:00,Standard Credit Review Met
APR-2024-002174,APP-2024-002792,1710000.0,OFFICER_16,2024-09-22 05:34:00,Standard Credit Review Met
APR-2024-002175,APP-2024-002793,5350000.0,OFFICER_21,2024-09-28 11:36:00,Standard Credit Review Met
APR-2024-002176,APP-2024-002794,2810000.0,OFFICER_44,2024-09-06 14:01:00,Standard Credit Review Met
APR-2024-002177,APP-2024-002795,2260000.0,OFFICER_32,2024-09-28 09:59:00,Standard Credit Review Met
APR-2024-002178,APP-2024-002798,820000.0,OFFICER_34,2024-09-29 10:29:00,Standard Credit Review Met
APR-2024-002179,APP-2024-002800,4830000.0,OFFICER_41,2024-09-15 07:23:00,Standard Credit Review Met
APR-2024-002180,APP-2024-002801,4460000.0,OFFICER_40,2024-09-27 12:02:00,Standard Credit Review Met
APR-2024-002181,APP-2024-002803,5720000.0,OFFICER_43,2024-09-30 10:58:00,Standard Credit Review Met
APR-2024-002182,APP-2024-002804,7160000.0,OFFICER_30,2024-09-30 17:41:00,Standard Credit Review Met
APR-2024-002183,APP-2024-002805,3500000.0,OFFICER_35,2024-09-22 06:18:00,Standard Credit Review Met
APR-2024-002184,APP-2024-002806,2880000.0,OFFICER_16,2024-09-21 02:31:00,Standard Credit Review Met
APR-2024-002185,APP-2024-002808,4410000.0,OFFICER_43,2024-09-11 15:50:00,Standard Credit Review Met
APR-2024-002186,APP-2024-002809,3540000.0,OFFICER_21,2024-09-16 02:19:00,Standard Credit Review Met
APR-2024-002187,APP-2024-002810,6740000.0,OFFICER_29,2024-09-25 01:34:00,Standard Credit Review Met
APR-2024-002188,APP-2024-002811,6120000.0,OFFICER_42,2024-09-14 11:34:00,Standard Credit Review Met
APR-2024-002189,APP-2024-002812,4600000.0,OFFICER_23,2024-09-29 05:32:00,Standard Credit Review Met
APR-2024-002190,APP-2024-002813,6800000.0,OFFICER_14,2024-09-21 05:57:00,Standard Credit Review Met
APR-2024-002191,APP-2024-002814,6490000.0,OFFICER_12,2024-09-17 06:36:00,Standard Credit Review Met
APR-2024-002192,APP-2024-002815,5530000.0,OFFICER_25,2024-09-08 22:07:00,Standard Credit Review Met
APR-2024-002193,APP-2024-002816,5460000.0,OFFICER_35,2024-09-12 12:52:00,Standard Credit Review Met
APR-2024-002194,APP-2024-002817,3080000.0,OFFICER_37,2024-09-10 04:38:00,Standard Credit Review Met
APR-2024-002195,APP-2024-002819,6840000.0,OFFICER_10,2024-10-06 20:47:00,Standard Credit Review Met
APR-2024-002196,APP-2024-002820,7320000.0,OFFICER_41,2024-10-01 13:24:00,Standard Credit Review Met
APR-2024-002197,APP-2024-002822,3200000.0,OFFICER_24,2024-09-05 22:49:00,Standard Credit Review Met
APR-2024-002198,APP-2024-002824,5840000.0,OFFICER_30,2024-10-08 15:04:00,Standard Credit Review Met
APR-2024-002199,APP-2024-002827,770000.0,OFFICER_35,2024-09-30 18:16:00,Standard Credit Review Met
APR-2024-002200,APP-2024-002828,4330000.0,OFFICER_18,2024-09-07 17:54:00,Standard Credit Review Met
APR-2024-002201,APP-2024-002829,2400000.0,OFFICER_24,2024-09-04 15:30:00,Standard Credit Review Met
APR-2024-002202,APP-2024-002830,6860000.0,OFFICER_25,2024-09-29 12:11:00,Standard Credit Review Met
APR-2024-002203,APP-2024-002831,340000.0,OFFICER_48,2024-09-28 11:28:00,Standard Credit Review Met
APR-2024-002204,APP-2024-002832,1350000.0,OFFICER_30,2024-09-26 16:49:00,Standard Credit Review Met
APR-2024-002205,APP-2024-002833,6740000.0,OFFICER_21,2024-09-24 00:09:00,Standard Credit Review Met
APR-2024-002206,APP-2024-002834,2990000.0,OFFICER_35,2024-09-16 06:57:00,Standard Credit Review Met
APR-2024-002207,APP-2024-002835,7120000.0,OFFICER_21,2024-09-09 09:32:00,Standard Credit Review Met
APR-2024-002208,APP-2024-002836,4390000.0,OFFICER_38,2024-09-12 21:46:00,Standard Credit Review Met
APR-2024-002209,APP-2024-002837,3470000.0,OFFICER_45,2024-10-02 07:38:00,Standard Credit Review Met
APR-2024-002210,APP-2024-002838,6890000.0,OFFICER_14,2024-09-07 17:20:00,Standard Credit Review Met
APR-2024-002211,APP-2024-002839,5920000.0,OFFICER_30,2024-09-20 17:01:00,Standard Credit Review Met
APR-2024-002212,APP-2024-002840,5950000.0,OFFICER_10,2024-09-06 04:57:00,Standard Credit Review Met
APR-2024-002213,APP-2024-002842,3200000.0,OFFICER_46,2024-09-26 18:07:00,Standard Credit Review Met
APR-2024-002214,APP-2024-002843,3180000.0,OFFICER_28,2024-09-10 00:41:00,Standard Credit Review Met
APR-2024-002215,APP-2024-002845,6950000.0,OFFICER_50,2024-09-28 15:39:00,Standard Credit Review Met
APR-2024-002216,APP-2024-002846,1460000.0,OFFICER_24,2024-09-22 04:29:00,Standard Credit Review Met
APR-2024-002217,APP-2024-002848,5140000.0,OFFICER_11,2024-09-19 08:56:00,Standard Credit Review Met
APR-2024-002218,APP-2024-002849,4580000.0,OFFICER_36,2024-10-04 09:09:00,Standard Credit Review Met
APR-2024-002219,APP-2024-002851,1060000.0,OFFICER_36,2024-10-04 20:22:00,Standard Credit Review Met
APR-2024-002220,APP-2024-002852,3800000.0,OFFICER_39,2024-09-22 23:28:00,Standard Credit Review Met
APR-2024-002221,APP-2024-002853,3380000.0,OFFICER_43,2024-09-14 10:42:00,Standard Credit Review Met
APR-2024-002222,APP-2024-002854,2250000.0,OFFICER_49,2024-09-12 06:45:00,Standard Credit Review Met
APR-2024-002223,APP-2024-002855,2530000.0,OFFICER_29,2024-10-05 14:35:00,Standard Credit Review Met
APR-2024-002224,APP-2024-002856,6630000.0,OFFICER_38,2024-09-22 04:30:00,Standard Credit Review Met
APR-2024-002225,APP-2024-002857,1990000.0,OFFICER_23,2024-10-03 19:26:00,Standard Credit Review Met
APR-2024-002226,APP-2024-002859,1280000.0,OFFICER_23,2024-09-18 13:11:00,Standard Credit Review Met
APR-2024-002227,APP-2024-002860,2050000.0,OFFICER_35,2024-09-22 21:11:00,Standard Credit Review Met
APR-2024-002228,APP-2024-002861,1610000.0,OFFICER_39,2024-10-02 06:09:00,Standard Credit Review Met
APR-2024-002229,APP-2024-002862,2770000.0,OFFICER_49,2024-10-04 23:08:00,Standard Credit Review Met
APR-2024-002230,APP-2024-002863,7160000.0,OFFICER_14,2024-09-19 23:40:00,Standard Credit Review Met
APR-2024-002231,APP-2024-002866,1330000.0,OFFICER_14,2024-09-12 23:09:00,Standard Credit Review Met
APR-2024-002232,APP-2024-002867,1220000.0,OFFICER_31,2024-09-28 10:37:00,Standard Credit Review Met
