beneficiary_id,state,sector,gender,age_band,employment_category
BEN-001478,Kano,Retail Trade,Female,26-35,Formal Sector
BEN-001479,Rivers,Healthcare,Female,26-35,Self-Employed
BEN-001480,Lagos,Tech & Services,Female,18-25,Micro-Enterprise
BEN-001481,Lagos,Healthcare,Male,26-35,Micro-Enterprise
BEN-001482,FCT,Agriculture,Male,26-35,Self-Employed
BEN-001483,Bauchi,Retail Trade,Male,36-50,Self-Employed
BEN-001484,FCT,Retail Trade,Female,26-35,Formal Sector
BEN-001485,Rivers,Retail Trade,Female,18-25,Micro-Enterprise
BEN-001486,Kano,Agriculture,Female,36-50,Self-Employed
BEN-001487,FCT,Agriculture,Male,36-50,Self-Employed
BEN-001488,Kano,Retail Trade,Male,36-50,Self-Employed
BEN-001489,FCT,Tech & Services,Male,36-50,Self-Employed
BEN-001490,Nasarawa,Healthcare,Female,36-50,Self-Employed
BEN-001491,Nasarawa,Tech & Services,Male,50+,Micro-Enterprise
BEN-001492,Kano,Healthcare,Female,18-25,Self-Employed
BEN-001493,Bauchi,Retail Trade,Male,26-35,Self-Employed
BEN-001494,FCT,Healthcare,Male,26-35,Self-Employed
BEN-001495,FCT,Retail Trade,Male,26-35,Micro-Enterprise
BEN-001496,Lagos,Agriculture,Female,36-50,Micro-Enterprise
BEN-001497,Katsina,Tech & Services,Male,36-50,Formal Sector
BEN-001498,Bauchi,Retail Trade,Female,18-25,Formal Sector
BEN-001499,Kano,Healthcare,Male,26-35,Self-Employed
BEN-001500,Oyo,Retail Trade,Male,26-35,Self-Employed
BEN-001501,Kaduna,Tech & Services,Male,18-25,Self-Employed
BEN-001502,Kaduna,Agriculture,Female,26-35,Self-Employed
BEN-001503,Bauchi,Tech & Services,Female,36-50,Self-Employed
BEN-001504,Bauchi,Retail Trade,Female,18-25,Micro-Enterprise
BEN-001505,Kano,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-001506,Nasarawa,Retail Trade,Female,50+,Micro-Enterprise
BEN-001507,Kaduna,Tech & Services,Female,26-35,Self-Employed
BEN-001508,Enugu,Retail Trade,Male,26-35,Self-Employed
BEN-001509,Nasarawa,Light Manufacturing,Male,26-35,Self-Employed
BEN-001510,Kaduna,Healthcare,Male,26-35,Self-Employed
BEN-001511,Enugu,Healthcare,Male,36-50,Self-Employed
BEN-001512,Kaduna,Tech & Services,Male,26-35,Self-Employed
BEN-001513,Bauchi,Retail Trade,Male,18-25,Self-Employed
BEN-001514,Enugu,Healthcare,Male,36-50,Micro-Enterprise
BEN-001515,Lagos,Retail Trade,Male,36-50,Self-Employed
BEN-001516,Nasarawa,Agriculture,Female,26-35,Formal Sector
BEN-001517,Nasarawa,Healthcare,Female,26-35,Self-Employed
BEN-001518,Enugu,Retail Trade,Female,26-35,Self-Employed
BEN-001519,FCT,Retail Trade,Female,26-35,Self-Employed
BEN-001520,FCT,Agriculture,Male,50+,Micro-Enterprise
BEN-001521,Kano,Tech & Services,Male,26-35,Self-Employed
BEN-001522,Oyo,Light Manufacturing,Male,18-25,Formal Sector
BEN-001523,Kaduna,Retail Trade,Male,50+,Self-Employed
BEN-001524,Lagos,Agriculture,Male,26-35,Micro-Enterprise
BEN-001525,Rivers,Healthcare,Female,26-35,Self-Employed
BEN-001526,Kano,Agriculture,Male,18-25,Self-Employed
BEN-001527,Bauchi,Tech & Services,Male,36-50,Self-Employed
BEN-001528,Bauchi,Tech & Services,Female,26-35,Self-Employed
BEN-001529,Kaduna,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-001530,Bauchi,Healthcare,Female,18-25,Self-Employed
BEN-001531,Bauchi,Agriculture,Female,50+,Formal Sector
BEN-001532,Kaduna,Retail Trade,Male,26-35,Micro-Enterprise
BEN-001533,FCT,Retail Trade,Male,26-35,Self-Employed
BEN-001534,Lagos,Healthcare,Male,36-50,Self-Employed
BEN-001535,Kano,Retail Trade,Male,26-35,Self-Employed
BEN-001536,FCT,Healthcare,Female,18-25,Self-Employed
BEN-001537,Kaduna,Retail Trade,Female,26-35,Micro-Enterprise
BEN-001538,Kano,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-001539,Kaduna,Tech & Services,Female,36-50,Self-Employed
BEN-001540,Kaduna,Light Manufacturing,Male,18-25,Micro-Enterprise
BEN-001541,Lagos,Healthcare,Female,26-35,Self-Employed
BEN-001542,Kano,Agriculture,Female,26-35,Self-Employed
BEN-001543,Kano,Healthcare,Male,36-50,Micro-Enterprise
BEN-001544,Kano,Agriculture,Male,36-50,Self-Employed
BEN-001545,Rivers,Retail Trade,Female,18-25,Self-Employed
BEN-001546,Lagos,Tech & Services,Male,36-50,Micro-Enterprise
BEN-001547,Kano,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-001548,Nasarawa,Light Manufacturing,Male,26-35,Self-Employed
BEN-001549,Kaduna,Retail Trade,Female,26-35,Micro-Enterprise
BEN-001550,Bauchi,Light Manufacturing,Female,36-50,Self-Employed
BEN-001551,Nasarawa,Healthcare,Female,26-35,Micro-Enterprise
BEN-001552,FCT,Healthcare,Female,26-35,Self-Employed
BEN-001553,Kano,Light Manufacturing,Female,36-50,Micro-Enterprise
BEN-001554,Kaduna,Tech & Services,Male,26-35,Micro-Enterprise
BEN-001555,Enugu,Agriculture,Male,26-35,Self-Employed
BEN-001556,Kaduna,Agriculture,Male,36-50,Self-Employed
BEN-001557,Nasarawa,Light Manufacturing,Male,18-25,Micro-Enterprise
BEN-001558,Kaduna,Healthcare,Male,36-50,Self-Employed
BEN-001559,Bauchi,Light Manufacturing,Female,50+,Micro-Enterprise
BEN-001560,Rivers,Tech & Services,Female,18-25,Self-Employed
BEN-001561,Nasarawa,Tech & Services,Female,26-35,Self-Employed
BEN-001562,Bauchi,Agriculture,Male,26-35,Formal Sector
BEN-001563,FCT,Retail Trade,Female,26-35,Self-Employed
BEN-001564,FCT,Retail Trade,Female,36-50,Self-Employed
BEN-001565,Kano,Retail Trade,Female,26-35,Micro-Enterprise
BEN-001566,Enugu,Retail Trade,Male,26-35,Self-Employed
BEN-001567,Lagos,Healthcare,Male,26-35,Self-Employed
BEN-001568,Nasarawa,Light Manufacturing,Male,26-35,Self-Employed
BEN-001569,Kaduna,Retail Trade,Female,26-35,Micro-Enterprise
BEN-001570,Oyo,Tech & Services,Female,26-35,Self-Employed
BEN-001571,Oyo,Tech & Services,Female,36-50,Formal Sector
BEN-001572,FCT,Tech & Services,Female,26-35,Self-Employed
BEN-001573,Enugu,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-001574,Rivers,Light Manufacturing,Female,26-35,Self-Employed
BEN-001575,FCT,Light Manufacturing,Female,18-25,Micro-Enterprise
BEN-001576,Kaduna,Light Manufacturing,Female,26-35,Micro-Enterprise
BEN-001577,Kano,Tech & Services,Female,36-50,Formal Sector
BEN-001578,Rivers,Light Manufacturing,Male,18-25,Self-Employed
BEN-001579,Lagos,Agriculture,Male,26-35,Micro-Enterprise
BEN-001580,Enugu,Tech & Services,Male,36-50,Micro-Enterprise
BEN-001581,Katsina,Retail Trade,Female,36-50,Self-Employed
BEN-001582,Kano,Retail Trade,Male,36-50,Self-Employed
BEN-001583,Lagos,Agriculture,Female,36-50,Micro-Enterprise
BEN-001584,Oyo,Agriculture,Male,26-35,Self-Employed
BEN-001585,Katsina,Light Manufacturing,Male,26-35,Self-Employed
BEN-001586,Katsina,Light Manufacturing,Male,36-50,Self-Employed
BEN-001587,Kaduna,Light Manufacturing,Male,36-50,Self-Employed
BEN-001588,Kaduna,Retail Trade,Female,36-50,Self-Employed
BEN-001589,Enugu,Retail Trade,Female,36-50,Micro-Enterprise
BEN-001590,Katsina,Retail Trade,Female,18-25,Self-Employed
BEN-001591,FCT,Agriculture,Male,26-35,Self-Employed
BEN-001592,Rivers,Tech & Services,Male,36-50,Micro-Enterprise
BEN-001593,Kaduna,Light Manufacturing,Male,36-50,Micro-Enterprise
BEN-001594,Rivers,Tech & Services,Male,36-50,Self-Employed
BEN-001595,Nasarawa,Healthcare,Male,26-35,Micro-Enterprise
BEN-001596,Kaduna,Healthcare,Female,36-50,Self-Employed
BEN-001597,Oyo,Healthcare,Male,50+,Formal Sector
BEN-001598,Lagos,Retail Trade,Female,50+,Self-Employed
BEN-001599,Kaduna,Light Manufacturing,Male,26-35,Self-Employed
BEN-001600,Rivers,Retail Trade,Female,26-35,Self-Employed
BEN-001601,Nasarawa,Retail Trade,Female,18-25,Micro-Enterprise
BEN-001602,Lagos,Agriculture,Female,26-35,Micro-Enterprise
BEN-001603,Kano,Tech & Services,Female,18-25,Self-Employed
BEN-001604,Lagos,Tech & Services,Female,26-35,Self-Employed
BEN-001605,FCT,Agriculture,Male,26-35,Self-Employed
BEN-001606,FCT,Healthcare,Male,36-50,Self-Employed
BEN-001607,Enugu,Light Manufacturing,Female,50+,Self-Employed
BEN-001608,Rivers,Healthcare,Female,18-25,Self-Employed
BEN-001609,Rivers,Light Manufacturing,Female,26-35,Self-Employed
BEN-001610,Kaduna,Retail Trade,Male,36-50,Self-Employed
BEN-001611,Lagos,Light Manufacturing,Female,18-25,Micro-Enterprise
BEN-001612,Kaduna,Retail Trade,Female,50+,Self-Employed
BEN-001613,FCT,Tech & Services,Female,26-35,Micro-Enterprise
BEN-001614,Kaduna,Agriculture,Female,36-50,Self-Employed
BEN-001615,Lagos,Agriculture,Female,36-50,Self-Employed
BEN-001616,Enugu,Healthcare,Male,36-50,Micro-Enterprise
BEN-001617,Enugu,Light Manufacturing,Male,36-50,Self-Employed
BEN-001618,Rivers,Agriculture,Male,50+,Self-Employed
BEN-001619,Rivers,Healthcare,Female,36-50,Self-Employed
BEN-001620,FCT,Tech & Services,Female,18-25,Formal Sector
BEN-001621,FCT,Light Manufacturing,Female,26-35,Micro-Enterprise
BEN-001622,FCT,Healthcare,Male,26-35,Micro-Enterprise
BEN-001623,Rivers,Light Manufacturing,Male,36-50,Micro-Enterprise
BEN-001624,Kaduna,Agriculture,Male,18-25,Formal Sector
BEN-001625,Kano,Tech & Services,Male,50+,Self-Employed
BEN-001626,Lagos,Light Manufacturing,Male,26-35,Self-Employed
BEN-001627,Kaduna,Agriculture,Male,26-35,Self-Employed
BEN-001628,Enugu,Healthcare,Male,26-35,Formal Sector
BEN-001629,Lagos,Retail Trade,Female,36-50,Formal Sector
BEN-001630,Kaduna,Tech & Services,Female,18-25,Self-Employed
BEN-001631,FCT,Tech & Services,Male,26-35,Micro-Enterprise
BEN-001632,Kano,Agriculture,Male,26-35,Self-Employed
BEN-001633,Rivers,Light Manufacturing,Male,36-50,Micro-Enterprise
BEN-001634,Nasarawa,Retail Trade,Male,18-25,Self-Employed
BEN-001635,Rivers,Tech & Services,Male,26-35,Self-Employed
BEN-001636,FCT,Healthcare,Female,36-50,Self-Employed
BEN-001637,Kano,Retail Trade,Male,26-35,Self-Employed
BEN-001638,Bauchi,Retail Trade,Male,50+,Self-Employed
BEN-001639,Lagos,Light Manufacturing,Female,26-35,Micro-Enterprise
BEN-001640,Nasarawa,Healthcare,Female,26-35,Micro-Enterprise
BEN-001641,Kaduna,Retail Trade,Male,26-35,Micro-Enterprise
BEN-001642,Kaduna,Light Manufacturing,Male,26-35,Self-Employed
BEN-001643,FCT,Agriculture,Male,36-50,Self-Employed
BEN-001644,FCT,Tech & Services,Female,50+,Self-Employed
BEN-001645,FCT,Light Manufacturing,Female,26-35,Self-Employed
BEN-001646,Oyo,Tech & Services,Male,26-35,Self-Employed
BEN-001647,Oyo,Tech & Services,Male,36-50,Self-Employed
BEN-001648,Lagos,Agriculture,Female,26-35,Micro-Enterprise
BEN-001649,FCT,Healthcare,Male,26-35,Micro-Enterprise
BEN-001650,Rivers,Tech & Services,Male,26-35,Micro-Enterprise
BEN-001651,Kaduna,Healthcare,Female,26-35,Micro-Enterprise
BEN-001652,Oyo,Healthcare,Female,18-25,Self-Employed
BEN-001653,Kaduna,Healthcare,Female,26-35,Self-Employed
BEN-001654,FCT,Retail Trade,Female,26-35,Self-Employed
BEN-001655,Katsina,Healthcare,Female,36-50,Formal Sector
BEN-001656,Kano,Tech & Services,Male,18-25,Micro-Enterprise
BEN-001657,Oyo,Retail Trade,Female,50+,Self-Employed
BEN-001658,Oyo,Tech & Services,Male,18-25,Self-Employed
BEN-001659,Lagos,Healthcare,Male,36-50,Micro-Enterprise
BEN-001660,Katsina,Healthcare,Female,26-35,Self-Employed
BEN-001661,Katsina,Light Manufacturing,Female,26-35,Self-Employed
BEN-001662,Kaduna,Healthcare,Female,26-35,Self-Employed
BEN-001663,Rivers,Tech & Services,Male,26-35,Micro-Enterprise
BEN-001664,Kano,Healthcare,Male,36-50,Formal Sector
BEN-001665,Enugu,Retail Trade,Male,26-35,Self-Employed
BEN-001666,FCT,Agriculture,Female,36-50,Self-Employed
BEN-001667,Kano,Agriculture,Female,26-35,Self-Employed
BEN-001668,Rivers,Healthcare,Male,36-50,Self-Employed
BEN-001669,Enugu,Agriculture,Female,26-35,Micro-Enterprise
BEN-001670,Oyo,Retail Trade,Female,26-35,Micro-Enterprise
BEN-001671,Kano,Light Manufacturing,Male,26-35,Self-Employed
BEN-001672,Rivers,Retail Trade,Female,26-35,Self-Employed
BEN-001673,Oyo,Tech & Services,Female,26-35,Self-Employed
BEN-001674,Oyo,Light Manufacturing,Male,36-50,Self-Employed
BEN-001675,Bauchi,Agriculture,Male,50+,Micro-Enterprise
BEN-001676,Kaduna,Agriculture,Male,36-50,Self-Employed
BEN-001677,Nasarawa,Light Manufacturing,Male,18-25,Micro-Enterprise
BEN-001678,Katsina,Healthcare,Female,26-35,Self-Employed
BEN-001679,Enugu,Tech & Services,Female,18-25,Self-Employed
BEN-001680,FCT,Healthcare,Female,18-25,Self-Employed
BEN-001681,Kano,Agriculture,Male,26-35,Self-Employed
BEN-001682,Rivers,Retail Trade,Female,36-50,Self-Employed
BEN-001683,Enugu,Retail Trade,Male,26-35,Self-Employed
BEN-001684,Kaduna,Agriculture,Female,36-50,Self-Employed
BEN-001685,Lagos,Retail Trade,Male,26-35,Self-Employed
BEN-001686,Kano,Healthcare,Female,26-35,Formal Sector
BEN-001687,Kaduna,Healthcare,Female,18-25,Self-Employed
BEN-001688,Oyo,Tech & Services,Male,18-25,Micro-Enterprise
BEN-001689,Enugu,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-001690,Rivers,Retail Trade,Male,50+,Micro-Enterprise
BEN-001691,FCT,Light Manufacturing,Female,26-35,Micro-Enterprise
BEN-001692,Lagos,Retail Trade,Female,36-50,Formal Sector
BEN-001693,Kaduna,Healthcare,Male,36-50,Self-Employed
BEN-001694,Lagos,Tech & Services,Female,50+,Self-Employed
BEN-001695,Rivers,Healthcare,Male,26-35,Micro-Enterprise
BEN-001696,FCT,Retail Trade,Male,26-35,Self-Employed
BEN-001697,Lagos,Healthcare,Male,26-35,Formal Sector
BEN-001698,Kano,Agriculture,Male,36-50,Self-Employed
BEN-001699,Katsina,Light Manufacturing,Male,36-50,Self-Employed
BEN-001700,FCT,Light Manufacturing,Female,18-25,Self-Employed
BEN-001701,FCT,Light Manufacturing,Male,50+,Micro-Enterprise
BEN-001702,Enugu,Retail Trade,Male,26-35,Micro-Enterprise
BEN-001703,Kano,Agriculture,Female,18-25,Self-Employed
BEN-001704,Kaduna,Agriculture,Male,26-35,Self-Employed
BEN-001705,Bauchi,Agriculture,Female,26-35,Self-Employed
BEN-001706,Nasarawa,Agriculture,Female,18-25,Self-Employed
BEN-001707,FCT,Healthcare,Male,26-35,Self-Employed
BEN-001708,Kaduna,Light Manufacturing,Female,18-25,Self-Employed
BEN-001709,Oyo,Agriculture,Male,18-25,Self-Employed
BEN-001710,Kaduna,Tech & Services,Female,50+,Micro-Enterprise
BEN-001711,Rivers,Tech & Services,Male,36-50,Formal Sector
BEN-001712,Rivers,Healthcare,Female,26-35,Self-Employed
BEN-001713,Katsina,Agriculture,Male,26-35,Formal Sector
BEN-001714,Oyo,Light Manufacturing,Female,26-35,Self-Employed
BEN-001715,Oyo,Healthcare,Male,26-35,Self-Employed
BEN-001716,Katsina,Tech & Services,Male,18-25,Self-Employed
BEN-001717,Enugu,Retail Trade,Male,26-35,Micro-Enterprise
BEN-001718,Kano,Healthcare,Male,26-35,Micro-Enterprise
BEN-001719,Oyo,Retail Trade,Male,26-35,Formal Sector
BEN-001720,Kaduna,Agriculture,Female,26-35,Micro-Enterprise
BEN-001721,Kaduna,Light Manufacturing,Female,18-25,Micro-Enterprise
BEN-001722,Kaduna,Tech & Services,Male,26-35,Micro-Enterprise
BEN-001723,Kano,Light Manufacturing,Male,26-35,Self-Employed
BEN-001724,Rivers,Light Manufacturing,Male,18-25,Micro-Enterprise
BEN-001725,Kaduna,Agriculture,Male,36-50,Micro-Enterprise
BEN-001726,Oyo,Healthcare,Male,18-25,Self-Employed
BEN-001727,Lagos,Retail Trade,Male,36-50,Self-Employed
BEN-001728,Lagos,Tech & Services,Female,26-35,Micro-Enterprise
BEN-001729,Kaduna,Agriculture,Male,26-35,Self-Employed
BEN-001730,Kano,Healthcare,Male,26-35,Self-Employed
BEN-001731,Kano,Light Manufacturing,Male,26-35,Self-Employed
BEN-001732,Kaduna,Retail Trade,Female,50+,Self-Employed
BEN-001733,Kaduna,Retail Trade,Female,26-35,Self-Employed
BEN-001734,Rivers,Agriculture,Male,18-25,Micro-Enterprise
BEN-001735,Kaduna,Tech & Services,Female,50+,Self-Employed
BEN-001736,Kaduna,Healthcare,Female,26-35,Micro-Enterprise
BEN-001737,FCT,Light Manufacturing,Male,26-35,Self-Employed
BEN-001738,Kaduna,Healthcare,Male,26-35,Formal Sector
BEN-001739,Rivers,Tech & Services,Female,18-25,Self-Employed
BEN-001740,Bauchi,Tech & Services,Female,26-35,Self-Employed
BEN-001741,Kano,Light Manufacturing,Female,26-35,Self-Employed
BEN-001742,Bauchi,Agriculture,Male,18-25,Micro-Enterprise
BEN-001743,Rivers,Tech & Services,Male,36-50,Micro-Enterprise
BEN-001744,Kaduna,Agriculture,Male,36-50,Micro-Enterprise
BEN-001745,Lagos,Retail Trade,Male,26-35,Self-Employed
BEN-001746,Lagos,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-001747,Nasarawa,Tech & Services,Female,36-50,Self-Employed
BEN-001748,FCT,Healthcare,Male,50+,Micro-Enterprise
BEN-001749,Oyo,Light Manufacturing,Female,26-35,Self-Employed
BEN-001750,Oyo,Healthcare,Male,50+,Self-Employed
BEN-001751,Lagos,Healthcare,Male,18-25,Self-Employed
BEN-001752,Lagos,Light Manufacturing,Male,50+,Self-Employed
BEN-001753,FCT,Tech & Services,Female,36-50,Self-Employed
BEN-001754,Kaduna,Agriculture,Male,26-35,Self-Employed
BEN-001755,Kano,Light Manufacturing,Female,26-35,Micro-Enterprise
BEN-001756,Kaduna,Agriculture,Male,36-50,Self-Employed
BEN-001757,Kano,Tech & Services,Male,26-35,Self-Employed
BEN-001758,Enugu,Light Manufacturing,Male,36-50,Self-Employed
BEN-001759,Kaduna,Agriculture,Female,36-50,Self-Employed
BEN-001760,Oyo,Agriculture,Female,26-35,Formal Sector
BEN-001761,Kaduna,Agriculture,Male,36-50,Self-Employed
BEN-001762,Rivers,Healthcare,Female,26-35,Micro-Enterprise
BEN-001763,Bauchi,Healthcare,Male,26-35,Self-Employed
BEN-001764,Kaduna,Agriculture,Male,18-25,Self-Employed
BEN-001765,Katsina,Light Manufacturing,Female,18-25,Micro-Enterprise
BEN-001766,Enugu,Healthcare,Male,26-35,Formal Sector
BEN-001767,Katsina,Healthcare,Male,18-25,Micro-Enterprise
BEN-001768,Kaduna,Retail Trade,Male,36-50,Self-Employed
BEN-001769,FCT,Healthcare,Female,26-35,Self-Employed
BEN-001770,FCT,Agriculture,Male,26-35,Self-Employed
BEN-001771,Kano,Retail Trade,Female,36-50,Micro-Enterprise
BEN-001772,Kaduna,Tech & Services,Female,26-35,Self-Employed
BEN-001773,Enugu,Retail Trade,Male,18-25,Self-Employed
BEN-001774,FCT,Light Manufacturing,Male,36-50,Self-Employed
BEN-001775,FCT,Healthcare,Female,18-25,Self-Employed
BEN-001776,Rivers,Light Manufacturing,Female,36-50,Micro-Enterprise
BEN-001777,Katsina,Healthcare,Male,26-35,Self-Employed
BEN-001778,Kaduna,Tech & Services,Male,36-50,Self-Employed
BEN-001779,Nasarawa,Tech & Services,Female,36-50,Micro-Enterprise
BEN-001780,FCT,Tech & Services,Female,36-50,Self-Employed
BEN-001781,Bauchi,Healthcare,Male,26-35,Self-Employed
BEN-001782,FCT,Tech & Services,Female,26-35,Self-Employed
BEN-001783,Kano,Agriculture,Male,36-50,Micro-Enterprise
BEN-001784,Katsina,Light Manufacturing,Male,18-25,Self-Employed
BEN-001785,Kano,Agriculture,Female,26-35,Self-Employed
BEN-001786,Kaduna,Light Manufacturing,Female,26-35,Self-Employed
BEN-001787,Enugu,Agriculture,Male,26-35,Micro-Enterprise
BEN-001788,Katsina,Agriculture,Female,18-25,Micro-Enterprise
BEN-001789,Oyo,Light Manufacturing,Female,18-25,Self-Employed
BEN-001790,Katsina,Light Manufacturing,Male,50+,Self-Employed
BEN-001791,FCT,Agriculture,Female,26-35,Micro-Enterprise
BEN-001792,Nasarawa,Retail Trade,Female,26-35,Micro-Enterprise
BEN-001793,Kaduna,Agriculture,Male,26-35,Self-Employed
BEN-001794,FCT,Retail Trade,Male,26-35,Formal Sector
BEN-001795,Bauchi,Light Manufacturing,Male,26-35,Self-Employed
BEN-001796,Nasarawa,Tech & Services,Male,36-50,Self-Employed
BEN-001797,Enugu,Healthcare,Male,26-35,Self-Employed
BEN-001798,FCT,Retail Trade,Male,18-25,Self-Employed
BEN-001799,Kano,Light Manufacturing,Female,50+,Self-Employed
BEN-001800,Katsina,Retail Trade,Female,26-35,Self-Employed
BEN-001801,Kano,Agriculture,Male,26-35,Formal Sector
BEN-001802,Lagos,Retail Trade,Male,26-35,Self-Employed
BEN-001803,Kano,Retail Trade,Male,26-35,Self-Employed
BEN-001804,Kano,Retail Trade,Female,26-35,Self-Employed
BEN-001805,Kaduna,Tech & Services,Female,50+,Self-Employed
BEN-001806,Kaduna,Retail Trade,Female,50+,Self-Employed
BEN-001807,FCT,Retail Trade,Male,26-35,Self-Employed
BEN-001808,Lagos,Agriculture,Female,18-25,Self-Employed
BEN-001809,Oyo,Light Manufacturing,Female,26-35,Micro-Enterprise
BEN-001810,FCT,Healthcare,Female,26-35,Self-Employed
BEN-001811,Oyo,Retail Trade,Male,26-35,Micro-Enterprise
BEN-001812,Bauchi,Tech & Services,Female,26-35,Self-Employed
BEN-001813,Kano,Agriculture,Female,36-50,Formal Sector
BEN-001814,Nasarawa,Light Manufacturing,Female,36-50,Self-Employed
BEN-001815,Enugu,Healthcare,Female,36-50,Self-Employed
BEN-001816,Kaduna,Tech & Services,Female,26-35,Self-Employed
BEN-001817,Rivers,Tech & Services,Male,36-50,Micro-Enterprise
BEN-001818,FCT,Tech & Services,Male,36-50,Self-Employed
BEN-001819,Kaduna,Retail Trade,Male,26-35,Self-Employed
BEN-001820,Bauchi,Tech & Services,Male,18-25,Self-Employed
BEN-001821,Kano,Light Manufacturing,Male,26-35,Self-Employed
BEN-001822,Lagos,Agriculture,Male,18-25,Self-Employed
BEN-001823,Kaduna,Retail Trade,Female,26-35,Micro-Enterprise
BEN-001824,Nasarawa,Retail Trade,Male,26-35,Micro-Enterprise
BEN-001825,FCT,Healthcare,Female,26-35,Self-Employed
BEN-001826,Lagos,Healthcare,Female,18-25,Self-Employed
BEN-001827,Kaduna,Healthcare,Female,26-35,Self-Employed
BEN-001828,Lagos,Healthcare,Male,18-25,Self-Employed
BEN-001829,Oyo,Retail Trade,Female,26-35,Self-Employed
BEN-001830,FCT,Healthcare,Male,26-35,Self-Employed
BEN-001831,Kano,Agriculture,Male,26-35,Self-Employed
BEN-001832,Kano,Retail Trade,Male,26-35,Self-Employed
BEN-001833,Oyo,Tech & Services,Male,26-35,Formal Sector
BEN-001834,Rivers,Tech & Services,Male,36-50,Self-Employed
BEN-001835,Kaduna,Healthcare,Female,18-25,Self-Employed
BEN-001836,Enugu,Agriculture,Female,26-35,Self-Employed
BEN-001837,Lagos,Light Manufacturing,Male,26-35,Self-Employed
BEN-001838,Bauchi,Retail Trade,Male,26-35,Self-Employed
BEN-001839,Nasarawa,Healthcare,Male,26-35,Micro-Enterprise
BEN-001840,Lagos,Healthcare,Male,26-35,Self-Employed
BEN-001841,Katsina,Agriculture,Male,26-35,Self-Employed
BEN-001842,Kaduna,Retail Trade,Male,36-50,Formal Sector
BEN-001843,Enugu,Agriculture,Female,18-25,Self-Employed
BEN-001844,FCT,Agriculture,Female,26-35,Self-Employed
BEN-001845,Kano,Light Manufacturing,Female,18-25,Self-Employed
BEN-001846,Kano,Retail Trade,Female,26-35,Self-Employed
BEN-001847,Rivers,Light Manufacturing,Male,36-50,Micro-Enterprise
BEN-001848,Rivers,Tech & Services,Female,18-25,Formal Sector
BEN-001849,Kaduna,Light Manufacturing,Female,50+,Self-Employed
BEN-001850,Oyo,Healthcare,Male,18-25,Self-Employed
BEN-001851,Oyo,Retail Trade,Male,18-25,Self-Employed
BEN-001852,FCT,Tech & Services,Male,26-35,Micro-Enterprise
BEN-001853,Kano,Tech & Services,Male,26-35,Self-Employed
BEN-001854,Kaduna,Tech & Services,Male,50+,Micro-Enterprise
BEN-001855,Rivers,Light Manufacturing,Female,36-50,Micro-Enterprise
BEN-001856,Kaduna,Retail Trade,Male,26-35,Self-Employed
BEN-001857,Oyo,Agriculture,Male,36-50,Self-Employed
BEN-001858,Lagos,Agriculture,Male,26-35,Micro-Enterprise
BEN-001859,Kaduna,Agriculture,Male,26-35,Micro-Enterprise
BEN-001860,FCT,Light Manufacturing,Male,26-35,Self-Employed
BEN-001861,Enugu,Retail Trade,Female,18-25,Micro-Enterprise
BEN-001862,FCT,Retail Trade,Female,50+,Self-Employed
BEN-001863,Kano,Healthcare,Female,36-50,Formal Sector
BEN-001864,Kano,Tech & Services,Male,26-35,Self-Employed
BEN-001865,Oyo,Healthcare,Female,18-25,Self-Employed
BEN-001866,Kano,Retail Trade,Female,26-35,Self-Employed
BEN-001867,FCT,Retail Trade,Female,36-50,Micro-Enterprise
BEN-001868,Lagos,Light Manufacturing,Female,36-50,Micro-Enterprise
BEN-001869,FCT,Healthcare,Male,26-35,Self-Employed
BEN-001870,Rivers,Tech & Services,Male,36-50,Micro-Enterprise
BEN-001871,FCT,Tech & Services,Female,26-35,Formal Sector
BEN-001872,Oyo,Agriculture,Male,26-35,Micro-Enterprise
BEN-001873,Lagos,Tech & Services,Male,26-35,Self-Employed
BEN-001874,Bauchi,Healthcare,Female,18-25,Self-Employed
BEN-001875,Kano,Agriculture,Male,26-35,Self-Employed
BEN-001876,Kano,Tech & Services,Male,18-25,Micro-Enterprise
BEN-001877,Katsina,Agriculture,Male,18-25,Self-Employed
BEN-001878,Kaduna,Light Manufacturing,Female,26-35,Self-Employed
BEN-001879,Rivers,Light Manufacturing,Female,26-35,Self-Employed
BEN-001880,Lagos,Agriculture,Male,36-50,Self-Employed
BEN-001881,Kaduna,Retail Trade,Male,26-35,Self-Employed
BEN-001882,Kaduna,Retail Trade,Female,18-25,Micro-Enterprise
BEN-001883,Rivers,Retail Trade,Female,18-25,Self-Employed
BEN-001884,FCT,Tech & Services,Female,26-35,Self-Employed
BEN-001885,FCT,Retail Trade,Male,36-50,Self-Employed
BEN-001886,Kaduna,Agriculture,Male,50+,Micro-Enterprise
BEN-001887,Kano,Light Manufacturing,Female,36-50,Micro-Enterprise
BEN-001888,FCT,Retail Trade,Male,50+,Self-Employed
BEN-001889,Nasarawa,Agriculture,Female,26-35,Self-Employed
